384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
Amagata004,SP90091,A03,TA_111080,TA_111080,-1,m,3,1
Amagata004,SP90091,A04,TA_PC-15,TA_PC-15,10,m,4,1
Amagata004,SP90091,A05,TA_120301,TA_120301,-1,m,5,1
Amagata004,SP90091,A06,TA_PC-17,TA_PC-17,10,m,6,1
Amagata004,SP90091,A07,TA_110961,TA_110961,-1,m,7,1
Amagata004,SP90091,A09,TA_110965,TA_110965,-1,m,9,1
Amagata004,SP90091,A11,TA_130146,TA_130146,-1,m,11,1
Amagata004,SP90091,A13,TA_130208,TA_130208,-1,m,13,1
Amagata004,SP90091,A15,TA_130209,TA_130209,-1,m,15,1
Amagata004,SP90091,A17,TA_130212,TA_130212,-1,m,17,1
Amagata004,SP90091,A19,TA_130213,TA_130213,-1,m,19,1
Amagata004,SP90091,A21,TA_111063,TA_111063,-1,m,21,1
Amagata004,SP90091,B03,TA_090867A_80%_PL1,TA_090867A_80%_PL1,-1,m,3,2
Amagata004,SP90091,B04,TA_PC-15,TA_PC-15,5,m,4,2
Amagata004,SP90091,B05,TA_090867A_80%_PL2,TA_090867A_80%_PL2,-1,m,5,2
Amagata004,SP90091,B06,TA_PC-17,TA_PC-17,5,m,6,2
Amagata004,SP90091,B07,TA_090867A_80%_PL3,TA_090867A_80%_PL3,-1,m,7,2
Amagata004,SP90091,B09,TA_090867A_80%_PL4,TA_090867A_80%_PL4,-1,m,9,2
Amagata004,SP90091,B11,TA_090867A_80%_PL5,TA_090867A_80%_PL5,-1,m,11,2
Amagata004,SP90091,B15,TA_130111,TA_130111,-1,m,15,2
Amagata004,SP90091,B17,TA_110634,TA_110634,-1,m,17,2
Amagata004,SP90091,B19,TA_111064,TA_111064,-1,m,19,2
Amagata004,SP90091,B21,TA_130102,TA_130102,-1,m,21,2
Amagata004,SP90091,C03,TA_111713,TA_111713,-1,m,3,3
Amagata004,SP90091,C04,TA_PC-15,TA_PC-15,2.5,m,4,3
Amagata004,SP90091,C05,TA_120223,TA_120223,-1,m,5,3
