Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
SP20245,C02,24L2_B20_28,24L2_B20_28,-1,m,2,3
SP20245,C03,24L_B20_40_200,24L_B20_40_200,-1,m,3,3
SP20245,C04,24L_B20_40_50,24L_B20_40_50,-1,m,4,3
SP20245,C05,24L2_B20_09,24L2_B20_09,-1,m,5,3
SP20245,C06,24L2_B20_29,24L2_B20_29,-1,m,6,3
SP20245,C07,24L_B20_50_200,24L_B20_50_200,-1,m,7,3
SP20245,C08,24L_B20_50_50,24L_B20_50_50,-1,m,8,3
SP20245,C09,24L2_B20_10,24L2_B20_10,-1,m,9,3
SP20245,C10,24L2_B20_30,24L2_B20_30,-1,m,10,3
SP20245,C11,24L_B20_60_200,24L_B20_60_200,-1,m,11,3
SP20245,C12,24L_B20_60_50,24L_B20_60_50,-1,m,12,3
SP20245,C13,24L2_B20_11,24L2_B20_11,-1,m,13,3
SP20245,C14,24L2_B20_31,24L2_B20_31,-1,m,14,3
SP20245,C15,24L_B20_70_200,24L_B20_70_200,-1,m,15,3
SP20245,C16,24L_B20_70_50,24L_B20_70_50,-1,m,16,3
SP20245,C17,24L2_B20_12,24L2_B20_12,-1,m,17,3
SP20245,C18,24L2_B20_32,24L2_B20_32,-1,m,18,3
SP20245,C19,24L_B20_80_28.3999999999907,24L_B20_80_28.3999999999907,-1,m,19,3
SP20245,C20,24L_B20_80_7.09999999999766,24L_B20_80_7.09999999999766,-1,m,20,3
SP20245,D01,24L2_B20_48,24L2_B20_48,-1,m,1,4
SP20245,D02,24L2_B20_68,24L2_B20_68,-1,m,2,4
SP20245,D03,24L_B20_40_12.5,24L_B20_40_12.5,-1,m,3,4
SP20245,D04,24L_B20_40_3.125,24L_B20_40_3.125,-1,m,4,4
SP20245,D05,24L2_B20_49,24L2_B20_49,-1,m,5,4
SP20245,D06,24L2_B20_69,24L2_B20_69,-1,m,6,4
SP20245,D07,24L_B20_50_12.5,24L_B20_50_12.5,-1,m,7,4
SP20245,D08,24L_B20_50_3.125,24L_B20_50_3.125,-1,m,8,4
SP20245,D09,24L2_B20_50,24L2_B20_50,-1,m,9,4
SP20245,D10,24L2_B20_70,24L2_B20_70,-1,m,10,4
SP20245,D11,24L_B20_60_12.5,24L_B20_60_12.5,-1,m,11,4
SP20245,D12,24L_B20_60_3.125,24L_B20_60_3.125,-1,m,12,4
SP20245,D13,24L2_B20_51,24L2_B20_51,-1,m,13,4
SP20245,D14,24L2_B20_71,24L2_B20_71,-1,m,14,4
SP20245,D15,24L_B20_70_12.5,24L_B20_70_12.5,-1,m,15,4
SP20245,D16,24L_B20_70_3.125,24L_B20_70_3.125,-1,m,16,4
SP20245,D17,24L2_B20_52,24L2_B20_52,-1,m,17,4
SP20245,D18,24L2_B20_72,24L2_B20_72,-1,m,18,4
SP20245,D19,24L_B20_80_1.77499999999942,24L_B20_80_1.77499999999942,-1,m,19,4
SP20245,D20,24L_B20_80_0.443749999999854,24L_B20_80_0.443749999999854,-1,m,20,4
SP20245,E05,24L_B20_90_31.9999999999965,24L_B20_90_31.9999999999965,-1,m,5,5
SP20245,E06,24L_B20_90_7.99999999999912,24L_B20_90_7.99999999999912,-1,m,6,5
SP20245,E07,RLPA-2002_70to80_P1_25,RLPA-2002_70to80_P1_25,-1,m,7,5
SP20245,E08,RLPA-2002_70to80_P1_6.25,RLPA-2002_70to80_P1_6.25,-1,m,8,5
SP20245,E09,24L_B20_100_19.6000000000041,24L_B20_100_19.6000000000041,-1,m,9,5
SP20245,E10,24L_B20_100_4.90000000000101,24L_B20_100_4.90000000000101,-1,m,10,5
SP20245,E11,RLPA-2021CDE_P2_25,RLPA-2021CDE_P2_25,-1,m,11,5
SP20245,E12,RLPA-2021CDE_P2_6.25,RLPA-2021CDE_P2_6.25,-1,m,12,5
SP20245,E13,24L_B20_EtOAc_55.2000000000064,24L_B20_EtOAc_55.2000000000064,-1,m,13,5
SP20245,E14,24L_B20_EtOAc_13.8000000000016,24L_B20_EtOAc_13.8000000000016,-1,m,14,5
SP20245,E15,XR344_79,XR344_79,-1,m,15,5
SP20245,E16,XR344_19.75,XR344_19.75,-1,m,16,5
SP20245,E17,24L_B0_200,24L_B0_200,-1,m,17,5
SP20245,E18,24L_B0_50,24L_B0_50,-1,m,18,5
SP20245,E19,1665_RG7_F01_67,1665_RG7_F01_67,-1,m,19,5
SP20245,E20,1665_RG7_F01_16.75,1665_RG7_F01_16.75,-1,m,20,5
SP20245,E21,24L_B20_200,24L_B20_200,-1,m,21,5
SP20245,E22,24L_B20_50,24L_B20_50,-1,m,22,5
SP20245,E23,1665_RG7_F02_67,1665_RG7_F02_67,-1,m,23,5
SP20245,E24,1665_RG7_F02_16.75,1665_RG7_F02_16.75,-1,m,24,5
SP20245,F05,24L_B20_90_1.99999999999978,24L_B20_90_1.99999999999978,-1,m,5,6
SP20245,F06,24L_B20_90_0.499999999999945,24L_B20_90_0.499999999999945,-1,m,6,6
SP20245,F07,RLPA-2002_70to80_P1_1.5625,RLPA-2002_70to80_P1_1.5625,-1,m,7,6
SP20245,F08,RLPA-2002_70to80_P1_0.390625,RLPA-2002_70to80_P1_0.390625,-1,m,8,6
SP20245,F09,24L_B20_100_1.22500000000025,24L_B20_100_1.22500000000025,-1,m,9,6
SP20245,F10,24L_B20_100_0.306250000000063,24L_B20_100_0.306250000000063,-1,m,10,6
SP20245,F11,RLPA-2021CDE_P2_1.5625,RLPA-2021CDE_P2_1.5625,-1,m,11,6
SP20245,F12,RLPA-2021CDE_P2_0.390625,RLPA-2021CDE_P2_0.390625,-1,m,12,6
SP20245,F13,24L_B20_EtOAc_3.4500000000004,24L_B20_EtOAc_3.4500000000004,-1,m,13,6
SP20245,F14,24L_B20_EtOAc_0.862500000000099,24L_B20_EtOAc_0.862500000000099,-1,m,14,6
SP20245,F15,XR344_4.9375,XR344_4.9375,-1,m,15,6
SP20245,F16,XR344_1.234375,XR344_1.234375,-1,m,16,6
SP20245,F17,24L_B0_12.5,24L_B0_12.5,-1,m,17,6
SP20245,F18,24L_B0_3.125,24L_B0_3.125,-1,m,18,6
SP20245,F19,1665_RG7_F01_4.1875,1665_RG7_F01_4.1875,-1,m,19,6
SP20245,F20,1665_RG7_F01_1.046875,1665_RG7_F01_1.046875,-1,m,20,6
SP20245,F21,24L_B20_12.5,24L_B20_12.5,-1,m,21,6
SP20245,F22,24L_B20_3.125,24L_B20_3.125,-1,m,22,6
SP20245,F23,1665_RG7_F02_4.1875,1665_RG7_F02_4.1875,-1,m,23,6
SP20245,F24,1665_RG7_F02_1.046875,1665_RG7_F02_1.046875,-1,m,24,6
SP20245,G01,24L_B40_200,24L_B40_200,-1,m,1,7
SP20245,G02,24L_B40_50,24L_B40_50,-1,m,2,7
SP20245,G03,1665_267_21,1665_267_21,-1,m,3,7
SP20245,G04,1665_267_5.25,1665_267_5.25,-1,m,4,7
SP20245,G05,HMM_B0_200,HMM_B0_200,-1,m,5,7
SP20245,G06,HMM_B0_50,HMM_B0_50,-1,m,6,7
SP20245,G07,1867F-12-4_100,1867F-12-4_100,-1,m,7,7
SP20245,G08,1867F-12-4_25,1867F-12-4_25,-1,m,8,7
SP20245,G09,HMM_B20_200,HMM_B20_200,-1,m,9,7
SP20245,G10,HMM_B20_50,HMM_B20_50,-1,m,10,7
SP20245,G11,1867F-12-5_100,1867F-12-5_100,-1,m,11,7
SP20245,G12,1867F-12-5_25,1867F-12-5_25,-1,m,12,7
SP20245,G13,HMM_B40_200,HMM_B40_200,-1,m,13,7
SP20245,G14,HMM_B40_50,HMM_B40_50,-1,m,14,7
SP20245,G15,1867F-13-4_100,1867F-13-4_100,-1,m,15,7
SP20245,G16,1867F-13-4_25,1867F-13-4_25,-1,m,16,7
SP20245,G17,RLPA-2010E_P3P1_25,RLPA-2010E_P3P1_25,-1,m,17,7
SP20245,G18,RLPA-2010E_P3P1_6.25,RLPA-2010E_P3P1_6.25,-1,m,18,7
SP20245,G19,1867F-13-10_100,1867F-13-10_100,-1,m,19,7
SP20245,G20,1867F-13-10_25,1867F-13-10_25,-1,m,20,7
SP20245,H01,24L_B40_12.5,24L_B40_12.5,-1,m,1,8
SP20245,H02,24L_B40_3.125,24L_B40_3.125,-1,m,2,8
SP20245,H03,1665_267_1.3125,1665_267_1.3125,-1,m,3,8
SP20245,H04,1665_267_0.328125,1665_267_0.328125,-1,m,4,8
SP20245,H05,HMM_B0_12.5,HMM_B0_12.5,-1,m,5,8
SP20245,H06,HMM_B0_3.125,HMM_B0_3.125,-1,m,6,8
SP20245,H07,1867F-12-4_6.25,1867F-12-4_6.25,-1,m,7,8
SP20245,H08,1867F-12-4_1.5625,1867F-12-4_1.5625,-1,m,8,8
SP20245,H09,HMM_B20_12.5,HMM_B20_12.5,-1,m,9,8
SP20245,H10,HMM_B20_3.125,HMM_B20_3.125,-1,m,10,8
SP20245,H11,1867F-12-5_6.25,1867F-12-5_6.25,-1,m,11,8
SP20245,H12,1867F-12-5_1.5625,1867F-12-5_1.5625,-1,m,12,8
SP20245,H13,HMM_B40_12.5,HMM_B40_12.5,-1,m,13,8
SP20245,H14,HMM_B40_3.125,HMM_B40_3.125,-1,m,14,8
SP20245,H15,1867F-13-4_6.25,1867F-13-4_6.25,-1,m,15,8
SP20245,H16,1867F-13-4_1.5625,1867F-13-4_1.5625,-1,m,16,8
SP20245,H17,RLPA-2010E_P3P1_1.5625,RLPA-2010E_P3P1_1.5625,-1,m,17,8
SP20245,H18,RLPA-2010E_P3P1_0.390625,RLPA-2010E_P3P1_0.390625,-1,m,18,8
SP20245,H19,1867F-13-10_6.25,1867F-13-10_6.25,-1,m,19,8
SP20245,H20,1867F-13-10_1.5625,1867F-13-10_1.5625,-1,m,20,8
SP20245,I05,24L2_B20_13,24L2_B20_13,-1,m,5,9
SP20245,I06,24L2_B20_33,24L2_B20_33,-1,m,6,9
SP20245,I07,24L_B20_0_206.5,24L_B20_0_206.5,-1,m,7,9
SP20245,I08,24L_B20_0_51.625,24L_B20_0_51.625,-1,m,8,9
SP20245,I09,24L2_B20_14,24L2_B20_14,-1,m,9,9
SP20245,I10,24L2_B20_34,24L2_B20_34,-1,m,10,9
SP20245,I11,24L_B20_5_100,24L_B20_5_100,-1,m,11,9
SP20245,I12,24L_B20_5_25,24L_B20_5_25,-1,m,12,9
SP20245,I13,24L2_B20_15,24L2_B20_15,-1,m,13,9
SP20245,I14,24L2_B20_35,24L2_B20_35,-1,m,14,9
SP20245,I15,24L_B20_10_100,24L_B20_10_100,-1,m,15,9
SP20245,I16,24L_B20_10_25,24L_B20_10_25,-1,m,16,9
SP20245,I17,24L2_B20_16,24L2_B20_16,-1,m,17,9
SP20245,I18,24L2_B20_36,24L2_B20_36,-1,m,18,9
SP20245,I19,24L_B20_20_100,24L_B20_20_100,-1,m,19,9
SP20245,I20,24L_B20_20_25,24L_B20_20_25,-1,m,20,9
SP20245,I21,24L2_B20_17,24L2_B20_17,-1,m,21,9
SP20245,I22,24L2_B20_37,24L2_B20_37,-1,m,22,9
SP20245,I23,24L_B20_30_100,24L_B20_30_100,-1,m,23,9
SP20245,I24,24L_B20_30_25,24L_B20_30_25,-1,m,24,9
SP20245,J05,24L2_B20_53,24L2_B20_53,-1,m,5,10
SP20245,J06,24L2_B20_73,24L2_B20_73,-1,m,6,10
SP20245,J07,24L_B20_0_12.90625,24L_B20_0_12.90625,-1,m,7,10
SP20245,J08,24L_B20_0_3.2265625,24L_B20_0_3.2265625,-1,m,8,10
SP20245,J09,24L2_B20_54,24L2_B20_54,-1,m,9,10
SP20245,J10,24L2_B20_74,24L2_B20_74,-1,m,10,10
SP20245,J11,24L_B20_5_6.25,24L_B20_5_6.25,-1,m,11,10
SP20245,J12,24L_B20_5_1.5625,24L_B20_5_1.5625,-1,m,12,10
SP20245,J13,24L2_B20_55,24L2_B20_55,-1,m,13,10
SP20245,J14,24L2_B20_75,24L2_B20_75,-1,m,14,10
SP20245,J15,24L_B20_10_6.25,24L_B20_10_6.25,-1,m,15,10
SP20245,J16,24L_B20_10_1.5625,24L_B20_10_1.5625,-1,m,16,10
SP20245,J17,24L2_B20_56,24L2_B20_56,-1,m,17,10
SP20245,J18,24L2_B20_76,24L2_B20_76,-1,m,18,10
SP20245,J19,24L_B20_20_6.25,24L_B20_20_6.25,-1,m,19,10
SP20245,J20,24L_B20_20_1.5625,24L_B20_20_1.5625,-1,m,20,10
SP20245,J21,24L2_B20_57,24L2_B20_57,-1,m,21,10
SP20245,J22,24L2_B20_77,24L2_B20_77,-1,m,22,10
SP20245,J23,24L_B20_30_6.25,24L_B20_30_6.25,-1,m,23,10
SP20245,J24,24L_B20_30_1.5625,24L_B20_30_1.5625,-1,m,24,10
SP20245,K01,24L2_B20_18,24L2_B20_18,-1,m,1,11
SP20245,K02,24L2_B20_38,24L2_B20_38,-1,m,2,11
SP20245,K03,24L_B20_40_100,24L_B20_40_100,-1,m,3,11
SP20245,K04,24L_B20_40_25,24L_B20_40_25,-1,m,4,11
SP20245,K05,24L2_B20_19,24L2_B20_19,-1,m,5,11
SP20245,K06,24L2_B20_39,24L2_B20_39,-1,m,6,11
SP20245,K07,24L_B20_50_100,24L_B20_50_100,-1,m,7,11
SP20245,K08,24L_B20_50_25,24L_B20_50_25,-1,m,8,11
SP20245,K09,24L2_B20_20,24L2_B20_20,-1,m,9,11
SP20245,K10,24L2_B20_40,24L2_B20_40,-1,m,10,11
SP20245,K11,24L_B20_60_100,24L_B20_60_100,-1,m,11,11
SP20245,K12,24L_B20_60_25,24L_B20_60_25,-1,m,12,11
SP20245,K13,24L2_B20_21,24L2_B20_21,-1,m,13,11
SP20245,K14,24L2_B20_41,24L2_B20_41,-1,m,14,11
SP20245,K15,24L_B20_70_100,24L_B20_70_100,-1,m,15,11
SP20245,K16,24L_B20_70_25,24L_B20_70_25,-1,m,16,11
SP20245,K17,24L2_B20_22,24L2_B20_22,-1,m,17,11
SP20245,K18,24L2_B20_42,24L2_B20_42,-1,m,18,11
SP20245,K19,24L_B20_80_14.1999999999953,24L_B20_80_14.1999999999953,-1,m,19,11
SP20245,K20,24L_B20_80_3.54999999999883,24L_B20_80_3.54999999999883,-1,m,20,11
SP20245,L01,24L2_B20_58,24L2_B20_58,-1,m,1,12
SP20245,L02,24L2_B20_78,24L2_B20_78,-1,m,2,12
SP20245,L03,24L_B20_40_6.25,24L_B20_40_6.25,-1,m,3,12
SP20245,L04,24L_B20_40_1.5625,24L_B20_40_1.5625,-1,m,4,12
SP20245,L05,24L2_B20_59,24L2_B20_59,-1,m,5,12
SP20245,L06,24L2_B20_79,24L2_B20_79,-1,m,6,12
SP20245,L07,24L_B20_50_6.25,24L_B20_50_6.25,-1,m,7,12
SP20245,L08,24L_B20_50_1.5625,24L_B20_50_1.5625,-1,m,8,12
SP20245,L09,24L2_B20_60,24L2_B20_60,-1,m,9,12
SP20245,L10,24L2_B20_80,24L2_B20_80,-1,m,10,12
SP20245,L11,24L_B20_60_6.25,24L_B20_60_6.25,-1,m,11,12
SP20245,L12,24L_B20_60_1.5625,24L_B20_60_1.5625,-1,m,12,12
SP20245,L13,24L2_B20_61,24L2_B20_61,-1,m,13,12
SP20245,L14,24L2_B20_81,24L2_B20_81,-1,m,14,12
SP20245,L15,24L_B20_70_6.25,24L_B20_70_6.25,-1,m,15,12
SP20245,L16,24L_B20_70_1.5625,24L_B20_70_1.5625,-1,m,16,12
SP20245,L17,24L2_B20_62,24L2_B20_62,-1,m,17,12
SP20245,L18,24L2_B20_82,24L2_B20_82,-1,m,18,12
SP20245,L19,24L_B20_80_0.887499999999708,24L_B20_80_0.887499999999708,-1,m,19,12
SP20245,L20,24L_B20_80_0.221874999999927,24L_B20_80_0.221874999999927,-1,m,20,12
SP20245,M05,24L_B20_90_15.9999999999982,24L_B20_90_15.9999999999982,-1,m,5,13
SP20245,M06,24L_B20_90_3.99999999999956,24L_B20_90_3.99999999999956,-1,m,6,13
SP20245,M07,RLPA-2002_70to80_P1_12.5,RLPA-2002_70to80_P1_12.5,-1,m,7,13
SP20245,M08,RLPA-2002_70to80_P1_3.125,RLPA-2002_70to80_P1_3.125,-1,m,8,13
SP20245,M09,24L_B20_100_9.80000000000203,24L_B20_100_9.80000000000203,-1,m,9,13
SP20245,M10,24L_B20_100_2.45000000000051,24L_B20_100_2.45000000000051,-1,m,10,13
SP20245,M11,RLPA-2021CDE_P2_12.5,RLPA-2021CDE_P2_12.5,-1,m,11,13
SP20245,M12,RLPA-2021CDE_P2_3.125,RLPA-2021CDE_P2_3.125,-1,m,12,13
SP20245,M13,24L_B20_EtOAc_27.6000000000032,24L_B20_EtOAc_27.6000000000032,-1,m,13,13
SP20245,M14,24L_B20_EtOAc_6.90000000000079,24L_B20_EtOAc_6.90000000000079,-1,m,14,13
SP20245,M15,XR344_39.5,XR344_39.5,-1,m,15,13
SP20245,M16,XR344_9.875,XR344_9.875,-1,m,16,13
SP20245,M17,24L_B0_100,24L_B0_100,-1,m,17,13
SP20245,M18,24L_B0_25,24L_B0_25,-1,m,18,13
SP20245,M19,1665_RG7_F01_33.5,1665_RG7_F01_33.5,-1,m,19,13
SP20245,M20,1665_RG7_F01_8.375,1665_RG7_F01_8.375,-1,m,20,13
SP20245,M21,24L_B20_100,24L_B20_100,-1,m,21,13
SP20245,M22,24L_B20_25,24L_B20_25,-1,m,22,13
SP20245,M23,1665_RG7_F02_33.5,1665_RG7_F02_33.5,-1,m,23,13
SP20245,M24,1665_RG7_F02_8.375,1665_RG7_F02_8.375,-1,m,24,13
SP20245,N05,24L_B20_90_0.99999999999989,24L_B20_90_0.99999999999989,-1,m,5,14
SP20245,N06,24L_B20_90_0.249999999999972,24L_B20_90_0.249999999999972,-1,m,6,14
SP20245,N07,RLPA-2002_70to80_P1_0.78125,RLPA-2002_70to80_P1_0.78125,-1,m,7,14
SP20245,N08,RLPA-2002_70to80_P1_0.1953125,RLPA-2002_70to80_P1_0.1953125,-1,m,8,14
SP20245,N09,24L_B20_100_0.612500000000127,24L_B20_100_0.612500000000127,-1,m,9,14
SP20245,N10,24L_B20_100_0.153125000000032,24L_B20_100_0.153125000000032,-1,m,10,14
SP20245,N11,RLPA-2021CDE_P2_0.78125,RLPA-2021CDE_P2_0.78125,-1,m,11,14
SP20245,N12,RLPA-2021CDE_P2_0.1953125,RLPA-2021CDE_P2_0.1953125,-1,m,12,14
SP20245,N13,24L_B20_EtOAc_1.7250000000002,24L_B20_EtOAc_1.7250000000002,-1,m,13,14
SP20245,N14,24L_B20_EtOAc_0.43125000000005,24L_B20_EtOAc_0.43125000000005,-1,m,14,14
SP20245,N15,XR344_2.46875,XR344_2.46875,-1,m,15,14
SP20245,N16,XR344_0.6171875,XR344_0.6171875,-1,m,16,14
SP20245,N17,24L_B0_6.25,24L_B0_6.25,-1,m,17,14
SP20245,N18,24L_B0_1.5625,24L_B0_1.5625,-1,m,18,14
SP20245,N19,1665_RG7_F01_2.09375,1665_RG7_F01_2.09375,-1,m,19,14
SP20245,N20,1665_RG7_F01_0.5234375,1665_RG7_F01_0.5234375,-1,m,20,14
SP20245,N21,24L_B20_6.25,24L_B20_6.25,-1,m,21,14
SP20245,N22,24L_B20_1.5625,24L_B20_1.5625,-1,m,22,14
SP20245,N23,1665_RG7_F02_2.09375,1665_RG7_F02_2.09375,-1,m,23,14
SP20245,N24,1665_RG7_F02_0.5234375,1665_RG7_F02_0.5234375,-1,m,24,14
SP20245,O01,24L_B40_100,24L_B40_100,-1,m,1,15
SP20245,O02,24L_B40_25,24L_B40_25,-1,m,2,15
SP20245,O03,1665_267_10.5,1665_267_10.5,-1,m,3,15
SP20245,O04,1665_267_2.625,1665_267_2.625,-1,m,4,15
SP20245,O05,HMM_B0_100,HMM_B0_100,-1,m,5,15
SP20245,O06,HMM_B0_25,HMM_B0_25,-1,m,6,15
SP20245,O07,1867F-12-4_50,1867F-12-4_50,-1,m,7,15
SP20245,O08,1867F-12-4_12.5,1867F-12-4_12.5,-1,m,8,15
SP20245,O09,HMM_B20_100,HMM_B20_100,-1,m,9,15
SP20245,O10,HMM_B20_25,HMM_B20_25,-1,m,10,15
SP20245,O11,1867F-12-5_50,1867F-12-5_50,-1,m,11,15
SP20245,O12,1867F-12-5_12.5,1867F-12-5_12.5,-1,m,12,15
SP20245,O13,HMM_B40_100,HMM_B40_100,-1,m,13,15
SP20245,O14,HMM_B40_25,HMM_B40_25,-1,m,14,15
SP20245,O15,1867F-13-4_50,1867F-13-4_50,-1,m,15,15
SP20245,O16,1867F-13-4_12.5,1867F-13-4_12.5,-1,m,16,15
SP20245,O17,RLPA-2010E_P3P1_12.5,RLPA-2010E_P3P1_12.5,-1,m,17,15
SP20245,O18,RLPA-2010E_P3P1_3.125,RLPA-2010E_P3P1_3.125,-1,m,18,15
SP20245,O19,1867F-13-10_50,1867F-13-10_50,-1,m,19,15
SP20245,O20,1867F-13-10_12.5,1867F-13-10_12.5,-1,m,20,15
SP20245,P01,24L_B40_6.25,24L_B40_6.25,-1,m,1,16
SP20245,P02,24L_B40_1.5625,24L_B40_1.5625,-1,m,2,16
SP20245,P03,1665_267_0.65625,1665_267_0.65625,-1,m,3,16
SP20245,P04,1665_267_0.1640625,1665_267_0.1640625,-1,m,4,16
SP20245,P05,HMM_B0_6.25,HMM_B0_6.25,-1,m,5,16
SP20245,P06,HMM_B0_1.5625,HMM_B0_1.5625,-1,m,6,16
SP20245,P07,1867F-12-4_3.125,1867F-12-4_3.125,-1,m,7,16
SP20245,P08,1867F-12-4_0.78125,1867F-12-4_0.78125,-1,m,8,16
SP20245,P09,HMM_B20_6.25,HMM_B20_6.25,-1,m,9,16
SP20245,P10,HMM_B20_1.5625,HMM_B20_1.5625,-1,m,10,16
SP20245,P11,1867F-12-5_3.125,1867F-12-5_3.125,-1,m,11,16
SP20245,P12,1867F-12-5_0.78125,1867F-12-5_0.78125,-1,m,12,16
SP20245,P13,HMM_B40_6.25,HMM_B40_6.25,-1,m,13,16
SP20245,P14,HMM_B40_1.5625,HMM_B40_1.5625,-1,m,14,16
SP20245,P15,1867F-13-4_3.125,1867F-13-4_3.125,-1,m,15,16
SP20245,P16,1867F-13-4_0.78125,1867F-13-4_0.78125,-1,m,16,16
SP20245,P17,RLPA-2010E_P3P1_0.78125,RLPA-2010E_P3P1_0.78125,-1,m,17,16
SP20245,P18,RLPA-2010E_P3P1_0.1953125,RLPA-2010E_P3P1_0.1953125,-1,m,18,16
SP20245,P19,1867F-13-10_3.125,1867F-13-10_3.125,-1,m,19,16
SP20245,P20,1867F-13-10_0.78125,1867F-13-10_0.78125,-1,m,20,16
