HIFAN Plate Map,384 plate ID,Plate Map,Well,Human Readable Name,SWID,MoleculeID,Concentration,Concentration units,Volume,Preparer,Date Prepared,Notes
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A03,RLCA-1001A,SW329436-1,RLCA-1001A,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A04,RLCA-1014A,SW329437-1,RLCA-1014A,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A05,RLCA-1001B,SW329438-1,RLCA-1001B,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A06,RLCA-1014B,SW329439-1,RLCA-1014B,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A07,RLCA-1001C,SW329440-1,RLCA-1001C,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A08,RLCA-1014C,SW329441-1,RLCA-1014C,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A09,RLCA-1001D,SW329442-1,RLCA-1001D,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A10,RLCA-1014D,SW329443-1,RLCA-1014D,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A11,RLCA-1001E,SW329444-1,RLCA-1001E,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A12,RLCA-1014E,SW329445-1,RLCA-1014E,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A13,RLCA-1001F,SW329446-1,RLCA-1001F,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A14,RLCA-1014F,SW329447-1,RLCA-1014F,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A15,RLCA-1002A,SW329448-1,RLCA-1002A,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A16,RLCA-1015A,SW329449-1,RLCA-1015A,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A17,RLCA-1002B,SW329450-1,RLCA-1002B,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A18,RLCA-1015B,SW329451-1,RLCA-1015B,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A19,RLCA-1002C,SW329452-1,RLCA-1002C,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A20,RLCA-1015C,SW329453-1,RLCA-1015C,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A21,RLCA-1002D,SW329454-1,RLCA-1002D,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,A22,RLCA-1015D,SW329455-1,RLCA-1015D,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B03,RLCA-1027A,SW329456-1,RLCA-1027A,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B04,RLCA-1040A,SW329457-1,RLCA-1040A,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B05,RLCA-1027B,SW329458-1,RLCA-1027B,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B06,RLCA-1040B,SW329459-1,RLCA-1040B,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B07,RLCA-1027C,SW329460-1,RLCA-1027C,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B08,RLCA-1040C,SW329461-1,RLCA-1040C,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B09,RLCA-1027D,SW329462-1,RLCA-1027D,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B10,RLCA-1040D,SW329463-1,RLCA-1040D,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B11,RLCA-1027E,SW329464-1,RLCA-1027E,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B12,RLCA-1040E,SW329465-1,RLCA-1040E,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B13,RLCA-1027F,SW329466-1,RLCA-1027F,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B14,RLCA-1040F,SW329467-1,RLCA-1040F,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B15,RLCA-1028A,SW329468-1,RLCA-1028A,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B16,RLCA-1041A,SW329469-1,RLCA-1041A,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B17,RLCA-1028B,SW329470-1,RLCA-1028B,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B18,RLCA-1041B,SW329471-1,RLCA-1041B,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B19,RLCA-1028C,SW329472-1,RLCA-1028C,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B20,RLCA-1041C,SW329473-1,RLCA-1041C,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B21,RLCA-1028D,SW329474-1,RLCA-1028D,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,B22,RLCA-1041D,SW329475-1,RLCA-1041D,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C03,RLCA-1002E,SW329476-1,RLCA-1002E,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C04,RLCA-1015E,SW329477-1,RLCA-1015E,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C05,RLCA-1002F,SW329478-1,RLCA-1002F,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C06,RLCA-1015F,SW329479-1,RLCA-1015F,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C07,RLCA-1003A,SW329480-1,RLCA-1003A,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C08,RLCA-1016A,SW329481-1,RLCA-1016A,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C09,RLCA-1003B,SW329482-1,RLCA-1003B,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C10,RLCA-1016B,SW329483-1,RLCA-1016B,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C11,RLCA-1003C,SW329484-1,RLCA-1003C,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C12,RLCA-1016C,SW329485-1,RLCA-1016C,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C13,RLCA-1003D,SW329486-1,RLCA-1003D,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C14,RLCA-1016D,SW329487-1,RLCA-1016D,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C15,RLCA-1003E,SW329488-1,RLCA-1003E,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C16,RLCA-1016E,SW329489-1,RLCA-1016E,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C17,RLCA-1003F,SW329490-1,RLCA-1003F,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C18,RLCA-1016F,SW329491-1,RLCA-1016F,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C19,RLCA-1004A,SW329492-1,RLCA-1004A,-5,m
HIFAN_RL_002,RLCA_384_1001_1052,SP20293,C20,RLCA-1017A,SW329493-1,RLCA-1017A,-5,m
