96 plate ID,96 plate number,96 well,384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y,SMILES
RSL Repository 002,Plate 2,D04,RSL_384001,SP40186,G08,Stylissamide G,Stylissamide G,15,m,8,7,O=C(N1[C@@H](CCC1)C(N[C@@H](CC(C)C)C(N[C@H]([C@@H](C)CC)C(N2[C@@H](CCC2)C(N[C@@H](CC3=CC=CC=C3)C(N4[C@H]5CCC4)=O)=O)=O)=O)=O)[C@H](CC6=CC=CC=C6)NC5=O
RSL Repository 001,Plate 1,D05,RSL_384001,SP40186,G09,1NMe3-2Abu6Cha,1NMe3-2Abu6Cha,15,m,9,7,O=C([C@H](CC(C)C)N(C)C([C@@H](CC)N1C)=O)N[C@@H](CC(C)C)C(N2[C@H](CCC2)C(N(C)[C@@H](CC3CCCCC3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,D05,RSL_384001,SP40186,G10,Cylindrocylin,Cylindrocylin,15,m,10,7,O=C(N(C)[C@@H](CC(C)C)C(N[C@@H](C)C(N(C)[C@@H]([C@@H](C)CC)C(N(C)[C@@H](CC(C)C)C(N[C@@H](C)C(N[C@@H](CC(C)C)C(N(C)[C@@H](CC(C)C)C(N[C@H]1C)=O)=O)=O)=O)=O)=O)=O)[C@H](CC(C)C)NC1=O
RSL Repository 001,Plate 1,D06,RSL_384001,SP40186,G11,1NMe3-6EF,1NMe3-6EF,15,m,11,7,O=C([C@H](CC(C)C)N(C)C([C@@H](CC(C)C)N1C)=O)N[C@@H](CC(C)C)C(N2[C@H](CCC2)C(O[C@@H](CC3=CC=CC=C3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,D06,RSL_384001,SP40186,G12,CordyA,CordyA,15,m,12,7,CC[C@@H]([C@@H]1NC([C@@H](N(C([C@@H](NC(CN(C([C@@H]2CCCN2C([C@H](N(C([C@@H](NC1=O)CC(C)C)=O)C)CC3=CC=CC=C3)=O)=O)C)=O)CC4=CC=CC=C4)=O)C)CC5=CC=C(O)C=C5)=O)C
RSL Repository 001,Plate 1,D07,RSL_384001,SP40186,G13,1NMe3-2Ala,1NMe3-2Ala,15,m,13,7,O=C([C@H](CC(C)C)N(C)C([C@@H](C)N1C)=O)N[C@@H](CC(C)C)C(N(CCC2)[C@H]2C(N(C)[C@@H](CC3=CC=C(O)C=C3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,D07,RSL_384001,SP40186,G14,AspD,AspD,15,m,14,7,O=C(O[C@H](C)[C@@H](C(N[C@H]([C@@H](C)CC)C(N1[C@@H](CCC1)C(N2[C@@H](CCC2)C(N[C@H]3CC4=CC=CC=C4)=O)=O)=O)=O)NC(C)=O)[C@H](C(C)C)NC3=O
RSL Repository 001,Plate 1,D08,RSL_384001,SP40186,G15,PhepA-4Thr,PhepA-4Thr,15,m,15,7,O=C([C@H](CC(C)C)NC([C@H](C(C)C)N1)=O)N[C@@H](C(N2CCC[C@H]2C(N[C@@H]([C@@H](O)C)C(N[C@H](CC(C)C)C1=O)=O)=O)=O)CC3=CC=CC=C3
RSL Repository 002,Plate 2,D08,RSL_384001,SP40186,G16,SPKB,SPKB,15,m,16,7,O=C1[C@@H](CC(C)C)NC([C@@H](NC([C@@H](NC([C@@H](CC(C)C)NC(CCNC([C@H]([C@@H](C)CC)N1)=O)=O)=O)CO)=O)[C@@H](C)O)=O
RSL Repository 001,Plate 1,D09,RSL_384001,SP40186,G17,1NMe3-2Elac3Abu6F,1NMe3-2Elac3Abu6F,15,m,17,7,O=C([C@H](CC)N(C)C([C@@H](C)O1)=O)N[C@@H](CC(C)C)C(N2[C@H](CCC2)C(N(C)[C@@H](CC3=CC=CC=C3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,D09,RSL_384001,SP40186,G18,Antamanide,Antamanide,15,m,18,7,CC([C@@H]1NC([C@@H](NC([C@@H](NC([C@@H]2CCCN2C([C@@H]3CCCN3C([C@@H](NC([C@@H](NC([C@@H](NC([C@@H]4CCCN4C([C@@H]5CCCN5C1=O)=O)=O)C)=O)CC6=CC=CC=C6)=O)CC7=CC=CC=C7)=O)=O)=O)CC8=CC=CC=C8)=O)CC9=CC=CC=C9)=O)C
RSL Repository 001,Plate 1,D10,RSL_384001,SP40186,G19,1NMe3-3Ala,1NMe3-3Ala,15,m,19,7,O=C(N[C@H](C(N1CCC[C@@H]1C(N([C@H](C(N[C@H](C2=O)CC(C)C)=O)CC3=CC=C(C=C3)O)C)=O)=O)CC(C)C)[C@@H](N(C([C@H](N2C)CC(C)C)=O)C)C
RSL Repository 002,Plate 2,D10,RSL_384001,SP40186,G20,RN2,RN2,15,m,20,7,O=C([C@@H](CC1=CC=CC=C1)NC([C@H](CC)N2)=O)N[C@H](CC(C)C)C(N[C@@H](CC3=CC=C(O)C=C3)C(N4[C@H](CCC4)C(N[C@H](CC(C)C)C2=O)=O)=O)=O
RSL Repository 001,Plate 1,D11,RSL_384001,SP40186,G21,1NMe3-3Met,1NMe3-3Met,15,m,21,7,O=C(N[C@H](C(N1[C@@H](C(N([C@H](C(N[C@H](C2=O)CC(C)C)=O)CC3=CC=C(O)C=C3)C)=O)CCC1)=O)CC(C)C)[C@@H](N(C([C@H](N2C)CC(C)C)=O)C)CCSC
RSL Repository 002,Plate 2,D11,RSL_384001,SP40186,G22,RN3,RN3,15,m,22,7,O=C([C@H](CC(C)C)NC([C@H](CC1=CC=CC=C1)N2)=O)N[C@H](CC(C)C)C(N[C@@H](CC3=CC=C(O)C=C3)C(N4[C@H](CCC4)C(N[C@H](CC(C)C)C2=O)=O)=O)=O
RSL Repository 003,Plate 3,D02,RSL_384001,SP40186,H03,HA*-2NMe6LAla,HA*-2NMe6LAla,15,m,3,8,O=C1[C@H]([C@@H](C)CC)NC([C@H](N(C(CN(C([C@@H](NC([C@H](OC([C@H](C)N1)=O)CC2=CC=CC=C2)=O)[C@H](CC)C)=O)C)=O)C)CC3=CC=CC=C3)=O
RSL Repository 001,Plate 1,E02,RSL_384001,SP40186,I03,1NMe3-perNH,1NMe3-perNH,15,m,3,9,O=C([C@H](CC(C)C)NC([C@@H](CC(C)C)N1)=O)N[C@@H](CC(C)C)C(N2[C@H](CCC2)C(N[C@@H](CC3=CC=C(O)C=C3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,E02,RSL_384001,SP40186,I04,RN4,RN4,15,m,4,9,O=C([C@H](CCC)NC([C@@H](CC1=CC=CC=C1)N2)=O)N[C@H](CC(C)C)C(N[C@@H](CC3=CC=C(O)C=C3)C(N4[C@H](CCC4)C(N[C@H](CC(C)C)C2=O)=O)=O)=O
RSL Repository 001,Plate 1,E03,RSL_384001,SP40186,I05,CSA-1Leu2Abu,CSA-1Leu2Abu,15,m,5,9,O=C(N(C)[C@@H](CC(C)C)C(N(C)[C@@H](CC(C)C)C(N(C)[C@@H](CC)C(N(C)[C@@H](CC(C)C)C(N([H])[C@@H](CC)C(N(C)C1)=O)=O)=O)=O)=O)[C@@H](C)N([H])C([C@H](C)N([H])C([C@H](CC(C)C)N(C)C([C@H](C(C)C)N([H])C([C@H](CC(C)C)N(C)C1=O)=O)=O)=O)=O
RSL Repository 002,Plate 2,E03,RSL_384001,SP40186,I06,RN1-5F,RN1-5F,15,m,6,9,O=C([C@@H](CC1=CC=CC=C1)NC([C@@H](C)N2)=O)N[C@H](CC(C)C)C(N[C@@H](CC3=CC=CC=C3)C(N4[C@H](CCC4)C(N[C@H](CC(C)C)C2=O)=O)=O)=O
RSL Repository 001,Plate 1,E04,RSL_384001,SP40186,I07,1NMe3-2Ala3Abu,1NMe3-2Ala3Abu,15,m,7,9,O=C([C@H](CC)N(C)C([C@@H](C)N1C)=O)N[C@@H](CC(C)C)C(N(CCC2)[C@H]2C(N(C)[C@@H](CC3=CC=C(O)C=C3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,E04,RSL_384001,SP40186,I08,RN6,RN6,15,m,8,9,O=C(N[C@@H](C(N[C@H](C(N1[C@@H](C(N[C@@H]2CC(C)C)=O)CCC1)=O)CC3=CC=CC=C3)=O)CC(C)C)[C@@H](NC([C@@H](NC2=O)CC(C)C)=O)CC(C)C
RSL Repository 001,Plate 1,E05,RSL_384001,SP40186,I09,1NMe3-1Me23Abu6F,1NMe3-1Me23Abu6F,15,m,9,9,O=C([C@H](CC)N(C)C([C@@H](CC)N1C)=O)N[C@@H](CC(C)C)C(N2[C@H](CCC2)C(N(C)[C@@H](CC3=CC=CC=C3)C(N(C)[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,E05,RSL_384001,SP40186,I10,RN1,RN1,15,m,10,9,O=C([C@@H](CC1=CC=CC=C1)NC([C@@H](C)N2)=O)N[C@H](CC(C)C)C(N[C@@H](CC3=CC=C(O)C=C3)C(N4[C@H](CCC4)C(N[C@H](CC(C)C)C2=O)=O)=O)=O
RSL Repository 001,Plate 1,E06,RSL_384001,SP40186,I11,1NMe3-6Cha,1NMe3-6Cha,15,m,11,9,O=C([C@H](CC(C)C)N(C)C([C@@H](CC(C)C)N1C)=O)N[C@@H](CC(C)C)C(N2[C@H](CCC2)C(N(C)[C@@H](CC3CCCCC3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,E06,RSL_384001,SP40186,I12,CordyB,CordyB,15,m,12,9,CC[C@@H]([C@@H]1NC([C@@H](N(C([C@@H](NC(CN(C([C@@H]2CCCN2C([C@H](N(C([C@@H](NC1=O)CC(C)C)=O)C)CC3=CC=CC=C3)=O)=O)C)=O)CC4=CC=CC=C4)=O)C)CC5=CC=CC=C5)=O)C
RSL Repository 001,Plate 1,E07,RSL_384001,SP40186,I13,1NMe3-2E,1NMe3-2E,15,m,13,9,O=C([C@H](CC(C)C)N(C)C([C@@H](CC(C)C)O1)=O)N[C@@H](CC(C)C)C(N2[C@H](CCC2)C(N(C)[C@@H](CC3=CC=C(O)C=C3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,E07,RSL_384001,SP40186,I14,DD-02,DD-02,15,m,14,9,O=C(O[C@H](C)[C@H](NC([C@@H](N(C)C([C@H]1N(C(C)=O)CCC1)=O)CC(C)C)=O)C(N[C@@H](CC(C)C)C(N(C)[C@@H](C)C(N[C@H]2CC(C)C)=O)=O)=O)[C@H](CCC3)N3C([C@@H](CC(C)C)NC2=O)=O
RSL Repository 001,Plate 1,E08,RSL_384001,SP40186,I15,1NMe3-2Ala6F,1NMe3-2Ala6F,15,m,15,9,O=C([C@H](CC(C)C)N(C)C([C@@H](C)N1C)=O)N[C@@H](CC(C)C)C(N2[C@H](CCC2)C(N(C)[C@@H](CC3=CC=CC=C3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,E08,RSL_384001,SP40186,I16,DD-03,DD-03,15,m,16,9,O=C(O[C@H](C)[C@H](NC([C@@H](N(C)C([C@H]1N(C(C)=O)CCC1)=O)CC(C)C)=O)C(N[C@@H](CC(C)C)C(N[C@@H](C)C(N[C@H]2CC(C)C)=O)=O)=O)[C@H](CCC3)N3C([C@H](CC(C)C)NC2=O)=O
RSL Repository 001,Plate 1,E09,RSL_384001,SP40186,I17,PhepA-4Cha,PhepA-4Cha,15,m,17,9,[H]N(C([C@H](C(C)C)N1)=O)[C@@H]([C@@H](C)CC)C(N[C@@H](C(N2CCC[C@H]2C(N[C@@H](CC3CCCCC3)C(N[C@H](CC(C)C)C1=O)=O)=O)=O)CC4=CC=CC=C4)=O
RSL Repository 002,Plate 2,E09,RSL_384001,SP40186,I18,DD-04,DD-04,15,m,18,9,O=C(O[C@H](C)[C@H](NC([C@@H](N(C)C([C@H]1N(C(C)=O)CCC1)=O)CC(C)C)=O)C(N[C@@H](CC(C)C)C(N[C@@H](C)C(N(C)[C@H]2CC(C)C)=O)=O)=O)[C@H](CCC3)N3C([C@@H](CC(C)C)NC2=O)=O
RSL Repository 001,Plate 1,E10,RSL_384001,SP40186,I19,1NMe3-2Ala3E6F,1NMe3-2Ala3E6F,15,m,19,9,O=C([C@H](CC(C)C)OC([C@@H](C)N1C)=O)N[C@@H](CC(C)C)C(N2[C@H](CCC2)C(N(C)[C@@H](CC3=CC=CC=C3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,E10,RSL_384001,SP40186,I20,DD-05,DD-05,15,m,20,9,O=C(O[C@H](C)[C@H](NC([C@@H](N(C)C([C@H]1N(C(C)=O)CCC1)=O)CC(C)C)=O)C(N(C)[C@@H](CC(C)C)C(N[C@@H](C)C(N(C)[C@H]2CC(C)C)=O)=O)=O)[C@H](CCC3)N3C([C@@H](CC(C)C)NC2=O)=O
RSL Repository 001,Plate 1,E11,RSL_384001,SP40186,I21,1NMe3-2Abu,1NMe3-2Abu,15,m,21,9,O=C([C@H](CC(C)C)N(C)C([C@@H](CC)N1C)=O)N[C@@H](CC(C)C)C(N(CCC2)[C@H]2C(N(C)[C@@H](CC3=CC=C(O)C=C3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,E11,RSL_384001,SP40186,I22,DD-06,DD-06,15,m,22,9,O=C(O[C@H](C)[C@H](NC([C@@H](N(C)C([C@H]1N(C(C)=O)CCC1)=O)CC(C)C)=O)C(N[C@@H](CC(C)C)C(N(C)[C@@H](CC(C)C)C(N(C)[C@H]2CC(C)C)=O)=O)=O)[C@H](CCC3)N3C([C@@H](CC(C)C)NC2=O)=O
RSL Repository 001,Plate 1,F02,RSL_384001,SP40186,K03,1NMe3-perNH-6F,1NMe3-perNH-6F,15,m,3,11,O=C([C@H](CC(C)C)NC([C@@H](CC(C)C)N1)=O)N[C@@H](CC(C)C)C(N2[C@H](CCC2)C(N[C@@H](CC3=CC=CC=C3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,F02,RSL_384001,SP40186,K04,Exumolide A,Exumolide A,15,m,4,11,O=C(N[C@@H](CC1=CC=CC=C1)C(N[C@@H](CC2=CC=CC=C2)C(N(CCC3)[C@@H]3C(O[C@@H](CC(C)C)C(N4[C@H]5CCC4)=O)=O)=O)=O)[C@H](CC(C)C)N(C)C5=O
RSL Repository 001,Plate 1,F03,RSL_384001,SP40186,K05,1NMe3-2F,1NMe3-2F,15,m,5,11,O=C([C@H](CC(C)C)N(C)C([C@@H](CC1=CC=CC=C1)N2C)=O)N[C@@H](CC(C)C)C(N(CCC3)[C@H]3C(N(C)[C@@H](CC4=CC=C(O)C=C4)C(N[C@@H](CC(C)C)C2=O)=O)=O)=O
RSL Repository 002,Plate 2,F03,RSL_384001,SP40186,K06,cyclo[PLPLFF],cyclo[PLPLFF],15,m,6,11,O=C(N[C@@H](CC1=CC=CC=C1)C(N[C@@H](CC2=CC=CC=C2)C(N(CCC3)[C@@H]3C(N[C@@H](CC(C)C)C(N4[C@H]5CCC4)=O)=O)=O)=O)[C@H](CC(C)C)NC5=O
RSL Repository 001,Plate 1,F04,RSL_384001,SP40186,K07,PhepA-2E4Nva,PhepA-2E4Nva,15,m,7,11,[H]N(C([C@H](C(C)C)N1)=O)[C@@H](CC(C)C)C(O[C@@H](C(N2CCC[C@H]2C(N[C@@H](CCC)C(N[C@H](CC(C)C)C1=O)=O)=O)=O)CC3=CC=CC=C3)=O
RSL Repository 002,Plate 2,F04,RSL_384001,SP40186,K08,Exumolide B,Exumolide B,15,m,8,11,O=C(N[C@@H](CC1=CC=CC=C1)C(N[C@@H](CC2=CC=CC=C2)C(N(CCC3)[C@@H]3C(O[C@@H](CC(C)C)C(N4[C@H]5CCC4)=O)=O)=O)=O)[C@H](CC(C)C)NC5=O
RSL Repository 001,Plate 1,F05,RSL_384001,SP40186,K09,1NMe3-3EV,1NMe3-3EV,15,m,9,11,O=C([C@H](C(C)C)OC([C@@H](CC(C)C)N1C)=O)N[C@@H](CC(C)C)C(N2[C@H](CCC2)C(N(C)[C@@H](CC3=CC=C(O)C=C3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,F05,RSL_384001,SP40186,K10,P1N,P1N,15,m,10,11,O=C([C@H](CC(C)C)NC([C@@]([C@@H](C)CC)([H])N1)=O)N[C@@H](C(N(CC(N[C@H](C(N[C@H](CC(C)C)C1=O)=O)CC2=CC=CC=C2)=O)CCC)=O)CC3=CC=CC=C3
RSL Repository 001,Plate 1,F06,RSL_384001,SP40186,K11,PhepA-4Abu,PhepA-4Abu,15,m,11,11,O=C([C@H](CC(C)C)NC([C@H](C(C)C)N1)=O)N[C@@H](C(N2CCC[C@H]2C(N[C@@H](CC)C(N[C@H](CC(C)C)C1=O)=O)=O)=O)CC3=CC=CC=C3
RSL Repository 002,Plate 2,F06,RSL_384001,SP40186,K12,P1NL3N(2),P1NL3N(2),15,m,12,11,O=C([C@H](CC(C)C)NC([C@@]([C@@H](C)CC)([H])N1)=O)N[C@@H](C(N(CC(N[C@H](C(N(CCC(C)C)CC1=O)=O)CC2=CC=CC=C2)=O)CCC)=O)CC3=CC=CC=C3
RSL Repository 001,Plate 1,F07,RSL_384001,SP40186,K13,1NMe3-26F,1NMe3-26F,15,m,13,11,O=C([C@H](CC(C)C)N(C)C([C@@H](CC1=CC=CC=C1)N2C)=O)N[C@@H](CC(C)C)C(N3[C@H](CCC3)C(N(C)[C@@H](CC4=CC=CC=C4)C(N[C@@H](CC(C)C)C2=O)=O)=O)=O
RSL Repository 002,Plate 2,F07,RSL_384001,SP40186,K14,P1NF2NL3N(2),P1NF2NL3N(2),15,m,14,11,O=C([C@H](CC(C)C)NC([C@@]([C@@H](C)CC)([H])N1)=O)N[C@@H](C(N(CC(N(CC2=CC=CC=C2)CC(N(CCC(C)C)CC1=O)=O)=O)CCC)=O)CC3=CC=CC=C3
RSL Repository 001,Plate 1,F08,RSL_384001,SP40186,K15,1NMe3-3E6F,1NMe3-3E6F,15,m,15,11,O=C([C@H](CC(C)C)OC([C@@H](CC(C)C)N1C)=O)N[C@@H](CC(C)C)C(N2[C@H](CCC2)C(N(C)[C@@H](CC3=CC=CC=C3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,F08,RSL_384001,SP40186,K16,P1NF2N,P1NF2N,15,m,16,11,O=C([C@H](CC(C)C)NC([C@@]([C@@H](C)CC)([H])N1)=O)N[C@@H](C(N(CC(N(CC2=CC=CC=C2)CC(N[C@H](CC(C)C)C1=O)=O)=O)CCC)=O)CC3=CC=CC=C3
RSL Repository 001,Plate 1,F09,RSL_384001,SP40186,K17,1NMe3-2F6L,1NMe3-2F6L,15,m,17,11,O=C([C@H](CC(C)C)N(C)C([C@@H](CC1=CC=CC=C1)N2C)=O)N[C@@H](CC(C)C)C(N3[C@H](CCC3)C(N(C)[C@@H](CC(C)C)C(N[C@@H](CC(C)C)C2=O)=O)=O)=O
RSL Repository 002,Plate 2,F09,RSL_384001,SP40186,K18,P1NF2NI4N(2),P1NF2NI4N(2),15,m,18,11,O=C([C@H](CC(C)C)NC(CN1CCCC)=O)N[C@@H](C(N(CC(N(CC2=CC=CC=C2)CC(N[C@H](CC(C)C)C1=O)=O)=O)CCC)=O)CC3=CC=CC=C3
RSL Repository 001,Plate 1,F10,RSL_384001,SP40186,K19,PhepD-4Cha,PhepD-4Cha,15,m,19,11,O=C([C@H](CC(C)C)NC([C@H]([C@@H](C)CC)N1)=O)N[C@@H](C(N2CCC[C@H]2C(N[C@@H](CC3CCCCC3)C(N[C@H](CC(C)C)C1=O)=O)=O)=O)CC4=CC=CC=C4
RSL Repository 002,Plate 2,F10,RSL_384001,SP40186,K20,L3YP1NI4N(2),L3YP1NI4N(2),15,m,20,11,O=C([C@H](CC(C)C)NC(CN1CCCC)=O)N[C@@H](C(N(CC(N[C@H](C(N[C@H](CC2=CC=C(O)C=C2)C1=O)=O)CC3=CC=CC=C3)=O)CCC)=O)CC4=CC=CC=C4
RSL Repository 001,Plate 1,F11,RSL_384001,SP40186,K21,1NMe3-23Ala6Prenyl,1NMe3-23Ala6Prenyl,15,m,21,11,O=C([C@H](C)N(C)C([C@@H](C)N1C)=O)N[C@@H](CC(C)C)C(N(CCC2)[C@H]2C(N(C)[C@@H](CC3=CC=C(OC/C=C(C)/C)C=C3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,F11,RSL_384001,SP40186,K22,L5Y,L5Y,15,m,22,11,O=C([C@H](CC1=CC=C(O)C=C1)NC([C@@]([C@@H](C)CC)([H])N2)=O)N[C@@H](C(N3CCC[C@@H]3C(N[C@H](C(N[C@H](CC(C)C)C2=O)=O)CC4=CC=CC=C4)=O)=O)CC5=CC=CC=C5
RSL Repository 001,Plate 1,G02,RSL_384001,SP40186,M03,HA'*-14L2NMe,HA'*-14L2NMe,15,m,3,13,O=C([C@H](CC1=CC=CC=C1)OC(CN2C)=O)N[C@@H]([C@@H](C)CC)C(N(C)CC(N(C)[C@@H](CC3=CC=CC=C3)C(N[C@@H]([C@@H](C)CC)C2=O)=O)=O)=O
RSL Repository 002,Plate 2,G02,RSL_384001,SP40186,M04,ABPK-42,ABPK-42,15,m,4,13,O=C(N(C)[C@@H](CC(C)C)C(N1[C@H](CCC1)C(N[C@@H](CC(C)C)[C@@H](O)CC(N(C)[C@H]2CC(C)C)=O)=O)=O)C[C@H](O)[C@H](CC(C)C)NC([C@H](CC(C)C)N(C)C2=O)=O
RSL Repository 001,Plate 1,G03,RSL_384001,SP40186,M05,HA'*-14L25NMe6DAbu,HA'*-14L25NMe6DAbu,15,m,5,13,O=C([C@H](CC1=CC=CC=C1)N(C)C([C@@H](CC)N2C)=O)N[C@@H]([C@@H](C)CC)C(N(C)CC(N(C)[C@@H](CC3=CC=CC=C3)C(N[C@@H]([C@@H](C)CC)C2=O)=O)=O)=O
RSL Repository 002,Plate 2,G03,RSL_384001,SP40186,M06,ABPK821,ABPK821,15,m,6,13,O=C(N(C)[C@H](CC(C)C)C(N1[C@@H](CCC1)C(N[C@@H](CC(C)C)/C=C(C)/C(N(C)[C@@H]2CC(C)C)=O)=O)=O)C[C@H](O)[C@H](CC(C)C)NC([C@@H](CC(C)C)N(C)C2=O)=O
RSL Repository 001,Plate 1,G04,RSL_384001,SP40186,M07,HA'*-14L25NMe,HA'*-14L25NMe,15,m,7,13,O=C([C@H](CC1=CC=CC=C1)N(C)C(CN2C)=O)N[C@@H]([C@@H](C)CC)C(N(C)CC(N(C)[C@@H](CC3=CC=CC=C3)C(N[C@@H]([C@@H](C)CC)C2=O)=O)=O)=O
RSL Repository 002,Plate 2,G04,RSL_384001,SP40186,M08,ABPK822,ABPK822,15,m,8,13,O=C(N(C)[C@H](CC(C)C)C(N1[C@@H](CCC1)C(N[C@H](CC(C)C)/C=C(C)/C(N(C)[C@@H]2CC(C)C)=O)=O)=O)C[C@H](O)[C@H](CC(C)C)NC([C@@H](CC(C)C)N(C)C2=O)=O
RSL Repository 001,Plate 1,G05,RSL_384001,SP40186,M09,HA'*-14L25NMe6LAbu,HA'*-14L25NMe6LAbu,15,m,9,13,O=C([C@H](CC1=CC=CC=C1)N(C)C([C@H](CC)N2C)=O)N[C@@H]([C@@H](C)CC)C(N(C)CC(N(C)[C@@H](CC3=CC=CC=C3)C(N[C@@H]([C@@H](C)CC)C2=O)=O)=O)=O
RSL Repository 002,Plate 2,G05,RSL_384001,SP40186,M10,AB26,AB26,15,m,10,13,O=C(N[C@H](C(N[C@H](C(N1CCC[C@H]1C(N[C@H](C(N2CCC[C@H]2C(N3)=O)=O)[C@H](CC)C)=O)=O)CC4=CC=CC=C4)=O)C(C)(C)C)C5=CSC([C@@H]3[C@H](CC)C)=N5
RSL Repository 001,Plate 1,G06,RSL_384001,SP40186,M11,Dichotomin A,Dichotomin A,15,m,11,13,O=C(NCC(N[C@@H]1[C@H](O)C)=O)[C@@H](C(C)C)NC([C@@H](CC2=CC=C(O)C=C2)NC([C@@H](CC(C)C)NC([C@@H](CC3=CC=CC=C3)NC1=O)=O)=O)=O
RSL Repository 002,Plate 2,G06,RSL_384001,SP40186,M12,S-II;AB [],S-II;AB [],15,m,12,13,O=C(C1=CSC([C@@H]2[C@@H](C)CC)=N1)N[C@@H](C)C(N[C@@H](CC3=CC=CC=C3)C(N(CCC4)[C@@H]4C(N[C@@H]([C@@H](C)CC)C(N(CCC5)[C@@H]5C(N2)=O)=O)=O)=O)=O
RSL Repository 001,Plate 1,G07,RSL_384001,SP40186,M13,Interrimide A,Interrimide A,15,m,13,13,O=C1N[C@H]([C@@H](O)C)C(N2[C@@H](CCC2)C(N[C@H](CC3=CNC4=C3C=CC=C4)C(NCC(N[C@H](CC(C)C)C(N[C@H](CC(C)C)C(N[C@@H]1CC(C)C)=O)=O)=O)=O)=O)=O
RSL Repository 002,Plate 2,G07,RSL_384001,SP40186,M14,AB8 - Peak 1,AB8 - Peak 1,15,m,14,13,O=C(C1=CSC([C@@H]2[C@@H](C)CC)=N1)N(C)[C@H](C)C(N[C@@H](CC3=CC=CC=C3)C(N(CCC4)[C@@H]4C(N[C@@H]([C@H](C)CC)C(N(CCC5)[C@@H]5C(N2)=O)=O)=O)=O)=O
RSL Repository 001,Plate 1,G08,RSL_384001,SP40186,M15,Interrimide B,Interrimide B,15,m,15,13,O=C1N[C@H](CO)C(N2[C@@H](CCC2)C(NC(CC3=CNC4=C3C=CC=C4)C(N[C@H](C)C(N[C@H](CC(C)C)C(N[C@H](CC(C)C)C(N[C@@H]1C(C)C)=O)=O)=O)=O)=O)=O
RSL Repository 002,Plate 2,G08,RSL_384001,SP40186,M16,AB - S-IL,AB - S-IL,15,m,16,13,O=C(C1=CSC([C@@H]2[C@H](CC)C)=N1)N[C@@H](C)C(N[C@@H](CC3=CC=CC=C3)C(N(CCC4)[C@@H]4C(N[C@@H](CC(C)C)C(N(CCC5)[C@@H]5C(N2)=O)=O)=O)=O)=O
RSL Repository 001,Plate 1,G09,RSL_384001,SP40186,M17,Mahafacyclin B,Mahafacyclin B,15,m,17,13,O=C1NCC(N[C@H]([C@H](O)C)C(N[C@H](CC2=CC=CC=C2)C(N[C@H](CC3=CC=CC=C3)C(NCC(N[C@H](CC4=CC=CC=C4)C(N[C@@H]1CC5=CC=CC=C5)=O)=O)=O)=O)=O)=O
RSL Repository 002,Plate 2,G09,RSL_384001,SP40186,M18,AB - SIV,AB - SIV,15,m,18,13,O=C(C1=CSC([C@@H]2[C@H](CC)C)=N1)N[C@@H](C)C(N[C@@H](CC3=CC=CC=C3)C(N(CCC4)[C@@H]4C(N[C@@H](C(C)C)C(N(CCC5)[C@@H]5C(N2)=O)=O)=O)=O)=O
RSL Repository 001,Plate 1,G10,RSL_384001,SP40186,M19,Phakellistatin 13,Phakellistatin 13,15,m,19,13,O=C1N2[C@@H](CCC2)C(N[C@H](CC3=CNC4=C3C=CC=C4)C(N[C@H](CC(C)C)C(N[C@H]([C@H](O)C)C(N5[C@@H](CCC5)C(N[C@H](CC6=CC=CC=C6)C(NC1)=O)=O)=O)=O)=O)=O
RSL Repository 002,Plate 2,G10,RSL_384001,SP40186,M20,AB11,AB11,15,m,20,13,O=C(C1=CSC([C@@H]2[C@@H](C)CC)=N1)N[C@@H](C)C(N[C@@H](CC3=CC=CC=C3)C(N(CCC4)[C@@H]4C(N[C@@H]([C@H](O)C)C(N(CCC5)[C@@H]5C(N2)=O)=O)=O)=O)=O
