384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
ALP0021-L,SP30054,A03,SMD-3031,SMD-3031,1,m,3,1
ALP0021-L,SP30054,A04,SMD-3032,SMD-3032,1,m,4,1
ALP0021-L,SP30054,A05,SMD-1001,SMD-1001,1,m,5,1
ALP0021-L,SP30054,A06,SMD-5001,SMD-5001,1,m,6,1
ALP0021-L,SP30054,A07,SMD-5002,SMD-5002,1,m,7,1
ALP0021-L,SP30054,A08,024_2_34,024_2_34,1,m,8,1
ALP0021-L,SP30054,A09,034_3_24,034_3_24,1,m,9,1
ALP0021-L,SP30054,A10,034_3_25,034_3_25,1,m,10,1
ALP0021-L,SP30054,A11,034_3_26,034_3_26,1,m,11,1
ALP0021-L,SP30054,A12,034_3_27,034_3_27,1,m,12,1
ALP0021-L,SP30054,A13,103_1_38,103_1_38,1,m,13,1
ALP0021-L,SP30054,A14,103_1_39,103_1_39,1,m,14,1
ALP0021-L,SP30054,A15,103_1_43,103_1_43,1,m,15,1
ALP0021-L,SP30054,A16,103_1_45,103_1_45,1,m,16,1
ALP0021-L,SP30054,A17,103_2_06,103_2_06,1,m,17,1
ALP0021-L,SP30054,A18,103_2_07,103_2_07,1,m,18,1
ALP0021-L,SP30054,A19,103_2_32,103_2_32,1,m,19,1
ALP0021-L,SP30054,A20,103_2_33,103_2_33,1,m,20,1
ALP0021-L,SP30054,A21,103_2_34,103_2_34,1,m,21,1
ALP0021-L,SP30054,A22,103_2_48,103_2_48,1,m,22,1
ALP0021-L,SP30054,B03,SMD-3031,SMD-3031,0.5,m,3,2
ALP0021-L,SP30054,B04,SMD-3032,SMD-3032,0.5,m,4,2
ALP0021-L,SP30054,B05,SMD-1001,SMD-1001,0.5,m,5,2
ALP0021-L,SP30054,B06,SMD-5001,SMD-5001,0.5,m,6,2
ALP0021-L,SP30054,B07,SMD-5002,SMD-5002,0.5,m,7,2
ALP0021-L,SP30054,B08,024_2_34,024_2_34,0.5,m,8,2
ALP0021-L,SP30054,B09,034_3_24,034_3_24,0.5,m,9,2
ALP0021-L,SP30054,B10,034_3_25,034_3_25,0.5,m,10,2
ALP0021-L,SP30054,B11,034_3_26,034_3_26,0.5,m,11,2
ALP0021-L,SP30054,B12,034_3_27,034_3_27,0.5,m,12,2
ALP0021-L,SP30054,B13,103_1_38,103_1_38,0.5,m,13,2
ALP0021-L,SP30054,B14,103_1_39,103_1_39,0.5,m,14,2
ALP0021-L,SP30054,B15,103_1_43,103_1_43,0.5,m,15,2
ALP0021-L,SP30054,B16,103_1_45,103_1_45,0.5,m,16,2
ALP0021-L,SP30054,B17,103_2_06,103_2_06,0.5,m,17,2
ALP0021-L,SP30054,B18,103_2_07,103_2_07,0.5,m,18,2
ALP0021-L,SP30054,B19,103_2_32,103_2_32,0.5,m,19,2
ALP0021-L,SP30054,B20,103_2_33,103_2_33,0.5,m,20,2
ALP0021-L,SP30054,B21,103_2_34,103_2_34,0.5,m,21,2
ALP0021-L,SP30054,B22,103_2_48,103_2_48,0.5,m,22,2
ALP0021-L,SP30054,C03,SMD-3031,SMD-3031,0.25,m,3,3
ALP0021-L,SP30054,C04,SMD-3032,SMD-3032,0.25,m,4,3
ALP0021-L,SP30054,C05,SMD-1001,SMD-1001,0.25,m,5,3
ALP0021-L,SP30054,C06,SMD-5001,SMD-5001,0.25,m,6,3
ALP0021-L,SP30054,C07,SMD-5002,SMD-5002,0.25,m,7,3
ALP0021-L,SP30054,C08,024_2_34,024_2_34,0.25,m,8,3
ALP0021-L,SP30054,C09,034_3_24,034_3_24,0.25,m,9,3
ALP0021-L,SP30054,C10,034_3_25,034_3_25,0.25,m,10,3
ALP0021-L,SP30054,C11,034_3_26,034_3_26,0.25,m,11,3
ALP0021-L,SP30054,C12,034_3_27,034_3_27,0.25,m,12,3
ALP0021-L,SP30054,C13,103_1_38,103_1_38,0.25,m,13,3
ALP0021-L,SP30054,C14,103_1_39,103_1_39,0.25,m,14,3
ALP0021-L,SP30054,C15,103_1_43,103_1_43,0.25,m,15,3
ALP0021-L,SP30054,C16,103_1_45,103_1_45,0.25,m,16,3
ALP0021-L,SP30054,C17,103_2_06,103_2_06,0.25,m,17,3
ALP0021-L,SP30054,C18,103_2_07,103_2_07,0.25,m,18,3
ALP0021-L,SP30054,C19,103_2_32,103_2_32,0.25,m,19,3
ALP0021-L,SP30054,C20,103_2_33,103_2_33,0.25,m,20,3
ALP0021-L,SP30054,C21,103_2_34,103_2_34,0.25,m,21,3
ALP0021-L,SP30054,C22,103_2_48,103_2_48,0.25,m,22,3
ALP0021-L,SP30054,D03,SMD-3031,SMD-3031,0.125,m,3,4
ALP0021-L,SP30054,D04,SMD-3032,SMD-3032,0.125,m,4,4
ALP0021-L,SP30054,D05,SMD-1001,SMD-1001,0.125,m,5,4
ALP0021-L,SP30054,D06,SMD-5001,SMD-5001,0.125,m,6,4
ALP0021-L,SP30054,D07,SMD-5002,SMD-5002,0.125,m,7,4
ALP0021-L,SP30054,D08,024_2_34,024_2_34,0.125,m,8,4
ALP0021-L,SP30054,D09,034_3_24,034_3_24,0.125,m,9,4
ALP0021-L,SP30054,D10,034_3_25,034_3_25,0.125,m,10,4
ALP0021-L,SP30054,D11,034_3_26,034_3_26,0.125,m,11,4
ALP0021-L,SP30054,D12,034_3_27,034_3_27,0.125,m,12,4
ALP0021-L,SP30054,D13,103_1_38,103_1_38,0.125,m,13,4
ALP0021-L,SP30054,D14,103_1_39,103_1_39,0.125,m,14,4
ALP0021-L,SP30054,D15,103_1_43,103_1_43,0.125,m,15,4
ALP0021-L,SP30054,D16,103_1_45,103_1_45,0.125,m,16,4
ALP0021-L,SP30054,D17,103_2_06,103_2_06,0.125,m,17,4
ALP0021-L,SP30054,D18,103_2_07,103_2_07,0.125,m,18,4
ALP0021-L,SP30054,D19,103_2_32,103_2_32,0.125,m,19,4
ALP0021-L,SP30054,D20,103_2_33,103_2_33,0.125,m,20,4
ALP0021-L,SP30054,D21,103_2_34,103_2_34,0.125,m,21,4
ALP0021-L,SP30054,D22,103_2_48,103_2_48,0.125,m,22,4
ALP0021-L,SP30054,E03,SMD-3031,SMD-3031,0.0625,m,3,5
ALP0021-L,SP30054,E04,SMD-3032,SMD-3032,0.0625,m,4,5
ALP0021-L,SP30054,E05,SMD-1001,SMD-1001,0.0625,m,5,5
ALP0021-L,SP30054,E06,SMD-5001,SMD-5001,0.0625,m,6,5
ALP0021-L,SP30054,E07,SMD-5002,SMD-5002,0.0625,m,7,5
ALP0021-L,SP30054,E08,024_2_34,024_2_34,0.0625,m,8,5
ALP0021-L,SP30054,E09,034_3_24,034_3_24,0.0625,m,9,5
ALP0021-L,SP30054,E10,034_3_25,034_3_25,0.0625,m,10,5
ALP0021-L,SP30054,E11,034_3_26,034_3_26,0.0625,m,11,5
ALP0021-L,SP30054,E12,034_3_27,034_3_27,0.0625,m,12,5
ALP0021-L,SP30054,E13,103_1_38,103_1_38,0.0625,m,13,5
ALP0021-L,SP30054,E14,103_1_39,103_1_39,0.0625,m,14,5
ALP0021-L,SP30054,E15,103_1_43,103_1_43,0.0625,m,15,5
ALP0021-L,SP30054,E16,103_1_45,103_1_45,0.0625,m,16,5
ALP0021-L,SP30054,E17,103_2_06,103_2_06,0.0625,m,17,5
ALP0021-L,SP30054,E18,103_2_07,103_2_07,0.0625,m,18,5
ALP0021-L,SP30054,E19,103_2_32,103_2_32,0.0625,m,19,5
ALP0021-L,SP30054,E20,103_2_33,103_2_33,0.0625,m,20,5
ALP0021-L,SP30054,E21,103_2_34,103_2_34,0.0625,m,21,5
ALP0021-L,SP30054,E22,103_2_48,103_2_48,0.0625,m,22,5
ALP0021-L,SP30054,F03,SMD-3031,SMD-3031,0.03125,m,3,6
ALP0021-L,SP30054,F04,SMD-3032,SMD-3032,0.03125,m,4,6
ALP0021-L,SP30054,F05,SMD-1001,SMD-1001,0.03125,m,5,6
ALP0021-L,SP30054,F06,SMD-5001,SMD-5001,0.03125,m,6,6
ALP0021-L,SP30054,F07,SMD-5002,SMD-5002,0.03125,m,7,6
ALP0021-L,SP30054,F08,024_2_34,024_2_34,0.03125,m,8,6
ALP0021-L,SP30054,F09,034_3_24,034_3_24,0.03125,m,9,6
ALP0021-L,SP30054,F10,034_3_25,034_3_25,0.03125,m,10,6
ALP0021-L,SP30054,F11,034_3_26,034_3_26,0.03125,m,11,6
ALP0021-L,SP30054,F12,034_3_27,034_3_27,0.03125,m,12,6
ALP0021-L,SP30054,F13,103_1_38,103_1_38,0.03125,m,13,6
ALP0021-L,SP30054,F14,103_1_39,103_1_39,0.03125,m,14,6
ALP0021-L,SP30054,F15,103_1_43,103_1_43,0.03125,m,15,6
ALP0021-L,SP30054,F16,103_1_45,103_1_45,0.03125,m,16,6
ALP0021-L,SP30054,F17,103_2_06,103_2_06,0.03125,m,17,6
ALP0021-L,SP30054,F18,103_2_07,103_2_07,0.03125,m,18,6
ALP0021-L,SP30054,F19,103_2_32,103_2_32,0.03125,m,19,6
ALP0021-L,SP30054,F20,103_2_33,103_2_33,0.03125,m,20,6
ALP0021-L,SP30054,F21,103_2_34,103_2_34,0.03125,m,21,6
ALP0021-L,SP30054,F22,103_2_48,103_2_48,0.03125,m,22,6
ALP0021-L,SP30054,G03,SMD-3031,SMD-3031,0.01563,m,3,7
ALP0021-L,SP30054,G04,SMD-3032,SMD-3032,0.01563,m,4,7
ALP0021-L,SP30054,G05,SMD-1001,SMD-1001,0.01563,m,5,7
ALP0021-L,SP30054,G06,SMD-5001,SMD-5001,0.01563,m,6,7
ALP0021-L,SP30054,G07,SMD-5002,SMD-5002,0.01563,m,7,7
ALP0021-L,SP30054,G08,024_2_34,024_2_34,0.01563,m,8,7
ALP0021-L,SP30054,G09,034_3_24,034_3_24,0.01563,m,9,7
ALP0021-L,SP30054,G10,034_3_25,034_3_25,0.01563,m,10,7
ALP0021-L,SP30054,G11,034_3_26,034_3_26,0.01563,m,11,7
ALP0021-L,SP30054,G12,034_3_27,034_3_27,0.01563,m,12,7
ALP0021-L,SP30054,G13,103_1_38,103_1_38,0.01563,m,13,7
ALP0021-L,SP30054,G14,103_1_39,103_1_39,0.01563,m,14,7
ALP0021-L,SP30054,G15,103_1_43,103_1_43,0.01563,m,15,7
ALP0021-L,SP30054,G16,103_1_45,103_1_45,0.01563,m,16,7
ALP0021-L,SP30054,G17,103_2_06,103_2_06,0.01563,m,17,7
ALP0021-L,SP30054,G18,103_2_07,103_2_07,0.01563,m,18,7
ALP0021-L,SP30054,G19,103_2_32,103_2_32,0.01563,m,19,7
ALP0021-L,SP30054,G20,103_2_33,103_2_33,0.01563,m,20,7
ALP0021-L,SP30054,G21,103_2_34,103_2_34,0.01563,m,21,7
ALP0021-L,SP30054,G22,103_2_48,103_2_48,0.01563,m,22,7
ALP0021-L,SP30054,H03,SMD-3031,SMD-3031,0.00781,m,3,8
ALP0021-L,SP30054,H04,SMD-3032,SMD-3032,0.00781,m,4,8
ALP0021-L,SP30054,H05,SMD-1001,SMD-1001,0.00781,m,5,8
ALP0021-L,SP30054,H06,SMD-5001,SMD-5001,0.00781,m,6,8
ALP0021-L,SP30054,H07,SMD-5002,SMD-5002,0.00781,m,7,8
ALP0021-L,SP30054,H08,024_2_34,024_2_34,0.00781,m,8,8
ALP0021-L,SP30054,H09,034_3_24,034_3_24,0.00781,m,9,8
ALP0021-L,SP30054,H10,034_3_25,034_3_25,0.00781,m,10,8
ALP0021-L,SP30054,H11,034_3_26,034_3_26,0.00781,m,11,8
ALP0021-L,SP30054,H12,034_3_27,034_3_27,0.00781,m,12,8
ALP0021-L,SP30054,H13,103_1_38,103_1_38,0.00781,m,13,8
ALP0021-L,SP30054,H14,103_1_39,103_1_39,0.00781,m,14,8
ALP0021-L,SP30054,H15,103_1_43,103_1_43,0.00781,m,15,8
ALP0021-L,SP30054,H16,103_1_45,103_1_45,0.00781,m,16,8
ALP0021-L,SP30054,H17,103_2_06,103_2_06,0.00781,m,17,8
ALP0021-L,SP30054,H18,103_2_07,103_2_07,0.00781,m,18,8
ALP0021-L,SP30054,H19,103_2_32,103_2_32,0.00781,m,19,8
ALP0021-L,SP30054,H20,103_2_33,103_2_33,0.00781,m,20,8
ALP0021-L,SP30054,H21,103_2_34,103_2_34,0.00781,m,21,8
ALP0021-L,SP30054,H22,103_2_48,103_2_48,0.00781,m,22,8
ALP0021-L,SP30054,I03,103_3_01,103_3_01,1,m,3,9
ALP0021-L,SP30054,I04,103_3_02,103_3_02,1,m,4,9
ALP0021-L,SP30054,I05,103_3_03,103_3_03,1,m,5,9
ALP0021-L,SP30054,I06,103_3_04,103_3_04,1,m,6,9
ALP0021-L,SP30054,I07,103_3_05,103_3_05,1,m,7,9
ALP0021-L,SP30054,I08,103_3_06,103_3_06,1,m,8,9
ALP0021-L,SP30054,I09,103_3_07,103_3_07,1,m,9,9
ALP0021-L,SP30054,I10,103_3_23,103_3_23,1,m,10,9
ALP0021-L,SP30054,I11,103_3_24,103_3_24,1,m,11,9
ALP0021-L,SP30054,I12,103_3_25,103_3_25,1,m,12,9
ALP0021-L,SP30054,I13,103_3_26,103_3_26,1,m,13,9
ALP0021-L,SP30054,I14,103_3_27,103_3_27,1,m,14,9
ALP0021-L,SP30054,I15,103_3_28,103_3_28,1,m,15,9
ALP0021-L,SP30054,I16,103_3_29,103_3_29,1,m,16,9
ALP0021-L,SP30054,I17,103_3_30,103_3_30,1,m,17,9
ALP0021-L,SP30054,I18,103_3_31,103_3_31,1,m,18,9
ALP0021-L,SP30054,I19,103_3_32,103_3_32,1,m,19,9
ALP0021-L,SP30054,I20,103_3_40,103_3_40,1,m,20,9
ALP0021-L,SP30054,I21,103_3_41,103_3_41,1,m,21,9
ALP0021-L,SP30054,I22,103_3_43,103_3_43,1,m,22,9
ALP0021-L,SP30054,J03,103_3_01,103_3_01,0.5,m,3,10
ALP0021-L,SP30054,J04,103_3_02,103_3_02,0.5,m,4,10
ALP0021-L,SP30054,J05,103_3_03,103_3_03,0.5,m,5,10
ALP0021-L,SP30054,J06,103_3_04,103_3_04,0.5,m,6,10
ALP0021-L,SP30054,J07,103_3_05,103_3_05,0.5,m,7,10
ALP0021-L,SP30054,J08,103_3_06,103_3_06,0.5,m,8,10
ALP0021-L,SP30054,J09,103_3_07,103_3_07,0.5,m,9,10
ALP0021-L,SP30054,J10,103_3_23,103_3_23,0.5,m,10,10
ALP0021-L,SP30054,J11,103_3_24,103_3_24,0.5,m,11,10
ALP0021-L,SP30054,J12,103_3_25,103_3_25,0.5,m,12,10
ALP0021-L,SP30054,J13,103_3_26,103_3_26,0.5,m,13,10
ALP0021-L,SP30054,J14,103_3_27,103_3_27,0.5,m,14,10
ALP0021-L,SP30054,J15,103_3_28,103_3_28,0.5,m,15,10
ALP0021-L,SP30054,J16,103_3_29,103_3_29,0.5,m,16,10
ALP0021-L,SP30054,J17,103_3_30,103_3_30,0.5,m,17,10
ALP0021-L,SP30054,J18,103_3_31,103_3_31,0.5,m,18,10
ALP0021-L,SP30054,J19,103_3_32,103_3_32,0.5,m,19,10
ALP0021-L,SP30054,J20,103_3_40,103_3_40,0.5,m,20,10
ALP0021-L,SP30054,J21,103_3_41,103_3_41,0.5,m,21,10
ALP0021-L,SP30054,J22,103_3_43,103_3_43,0.5,m,22,10
ALP0021-L,SP30054,K03,103_3_01,103_3_01,0.25,m,3,11
ALP0021-L,SP30054,K04,103_3_02,103_3_02,0.25,m,4,11
ALP0021-L,SP30054,K05,103_3_03,103_3_03,0.25,m,5,11
ALP0021-L,SP30054,K06,103_3_04,103_3_04,0.25,m,6,11
ALP0021-L,SP30054,K07,103_3_05,103_3_05,0.25,m,7,11
ALP0021-L,SP30054,K08,103_3_06,103_3_06,0.25,m,8,11
ALP0021-L,SP30054,K09,103_3_07,103_3_07,0.25,m,9,11
ALP0021-L,SP30054,K10,103_3_23,103_3_23,0.25,m,10,11
ALP0021-L,SP30054,K11,103_3_24,103_3_24,0.25,m,11,11
ALP0021-L,SP30054,K12,103_3_25,103_3_25,0.25,m,12,11
ALP0021-L,SP30054,K13,103_3_26,103_3_26,0.25,m,13,11
ALP0021-L,SP30054,K14,103_3_27,103_3_27,0.25,m,14,11
ALP0021-L,SP30054,K15,103_3_28,103_3_28,0.25,m,15,11
ALP0021-L,SP30054,K16,103_3_29,103_3_29,0.25,m,16,11
ALP0021-L,SP30054,K17,103_3_30,103_3_30,0.25,m,17,11
ALP0021-L,SP30054,K18,103_3_31,103_3_31,0.25,m,18,11
ALP0021-L,SP30054,K19,103_3_32,103_3_32,0.25,m,19,11
ALP0021-L,SP30054,K20,103_3_40,103_3_40,0.25,m,20,11
ALP0021-L,SP30054,K21,103_3_41,103_3_41,0.25,m,21,11
ALP0021-L,SP30054,K22,103_3_43,103_3_43,0.25,m,22,11
ALP0021-L,SP30054,L03,103_3_01,103_3_01,0.125,m,3,12
ALP0021-L,SP30054,L04,103_3_02,103_3_02,0.125,m,4,12
ALP0021-L,SP30054,L05,103_3_03,103_3_03,0.125,m,5,12
ALP0021-L,SP30054,L06,103_3_04,103_3_04,0.125,m,6,12
ALP0021-L,SP30054,L07,103_3_05,103_3_05,0.125,m,7,12
ALP0021-L,SP30054,L08,103_3_06,103_3_06,0.125,m,8,12
