Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit
SP20203,A01,DMSOA01,DMSOA01
SP20203,A03,1560B_03,1560B_03,-1,m
SP20203,A04,1565F_03,1565F_03,-1,m
SP20203,A05,1560B_04,1560B_04,-1,m
SP20203,A06,1565F_04,1565F_04,-1,m
SP20203,A07,1560B_05,1560B_05,-1,m
SP20203,A08,1565F_05,1565F_05,-1,m
SP20203,A09,1560B_06,1560B_06,-1,m
SP20203,A10,1565F_06,1565F_06,-1,m
SP20203,A11,1560B_07,1560B_07,-1,m
SP20203,A12,1565F_07,1565F_07,-1,m
SP20203,A13,1560B_08,1560B_08,-1,m
SP20203,A14,1565F_08,1565F_08,-1,m
SP20203,A15,1560B_09,1560B_09,-1,m
SP20203,A16,1565F_09,1565F_09,-1,m
SP20203,A17,1560B_10,1560B_10,-1,m
SP20203,A18,1565F_10,1565F_10,-1,m
SP20203,A19,1560B_11,1560B_11,-1,m
SP20203,A20,1565F_11,1565F_11,-1,m
SP20203,A21,1560B_12,1560B_12,-1,m
SP20203,A22,1565F_12,1565F_12,-1,m
SP20203,A23,DMSOA23,DMSOA23
SP20203,B02,DMSOB02,DMSOB02
SP20203,B03,1752C_03,1752C_03,-1,m
SP20203,B04,1764F_03,1764F_03,-1,m
SP20203,B05,1752C_04,1752C_04,-1,m
SP20203,B06,1764F_04,1764F_04,-1,m
SP20203,B07,1752C_05,1752C_05,-1,m
SP20203,B08,1764F_05,1764F_05,-1,m
SP20203,B09,1752C_06,1752C_06,-1,m
SP20203,B10,1764F_06,1764F_06,-1,m
SP20203,B11,1752C_07,1752C_07,-1,m
SP20203,B12,1764F_07,1764F_07,-1,m
SP20203,B13,1752C_08,1752C_08,-1,m
SP20203,B14,1764F_08,1764F_08,-1,m
SP20203,B15,1752C_09,1752C_09,-1,m
SP20203,B16,1764F_09,1764F_09,-1,m
SP20203,B17,1752C_10,1752C_10,-1,m
SP20203,B18,1764F_10,1764F_10,-1,m
SP20203,B19,1752C_11,1752C_11,-1,m
SP20203,B20,1764F_11,1764F_11,-1,m
SP20203,B21,1752C_12,1752C_12,-1,m
SP20203,B22,1764F_12,1764F_12,-1,m
SP20203,B24,DMSOB24,DMSOB24
SP20203,C01,DMSOC01,DMSOC01
SP20203,C03,1560B_13,1560B_13,-1,m
SP20203,C04,1565F_13,1565F_13,-1,m
SP20203,C05,1560B_14,1560B_14,-1,m
SP20203,C06,1565F_14,1565F_14,-1,m
SP20203,C07,1560B_15,1560B_15,-1,m
SP20203,C08,1565F_15,1565F_15,-1,m
SP20203,C09,1560B_16,1560B_16,-1,m
SP20203,C10,1565F_16,1565F_16,-1,m
SP20203,C11,1560B_17,1560B_17,-1,m
SP20203,C12,1565F_17,1565F_17,-1,m
SP20203,C13,1560B_18,1560B_18,-1,m
SP20203,C14,1565F_18,1565F_18,-1,m
SP20203,C15,1560B_19,1560B_19,-1,m
SP20203,C16,1565F_19,1565F_19,-1,m
SP20203,C17,1560B_20,1560B_20,-1,m
SP20203,C18,1565F_20,1565F_20,-1,m
SP20203,C19,1560B_21,1560B_21,-1,m
SP20203,C20,1565F_21,1565F_21,-1,m
SP20203,C21,1560B_22,1560B_22,-1,m
SP20203,C22,1565F_22,1565F_22,-1,m
SP20203,C23,DMSOC23,DMSOC23
SP20203,D02,DMSOD02,DMSOD02
SP20203,D03,1752C_13,1752C_13,-1,m
SP20203,D04,1764F_13,1764F_13,-1,m
SP20203,D05,1752C_14,1752C_14,-1,m
SP20203,D06,1764F_14,1764F_14,-1,m
SP20203,D07,1752C_15,1752C_15,-1,m
SP20203,D08,1764F_15,1764F_15,-1,m
SP20203,D09,1752C_16,1752C_16,-1,m
SP20203,D10,1764F_16,1764F_16,-1,m
SP20203,D11,1752C_17,1752C_17,-1,m
SP20203,D12,1764F_17,1764F_17,-1,m
SP20203,D13,1752C_18,1752C_18,-1,m
SP20203,D14,1764F_18,1764F_18,-1,m
SP20203,D15,1752C_19,1752C_19,-1,m
SP20203,D16,1764F_19,1764F_19,-1,m
SP20203,D17,1752C_20,1752C_20,-1,m
SP20203,D18,1764F_20,1764F_20,-1,m
SP20203,D19,1752C_21,1752C_21,-1,m
SP20203,D20,1764F_21,1764F_21,-1,m
SP20203,D21,1752C_22,1752C_22,-1,m
SP20203,D22,1764F_22,1764F_22,-1,m
SP20203,D24,DMSOD24,DMSOD24
SP20203,E01,DMSOE01,DMSOE01
SP20203,E03,1560B_23,1560B_23,-1,m
SP20203,E04,1565F_23,1565F_23,-1,m
SP20203,E05,1560B_24,1560B_24,-1,m
SP20203,E06,1565F_24,1565F_24,-1,m
SP20203,E07,1560B_25,1560B_25,-1,m
SP20203,E08,1565F_25,1565F_25,-1,m
SP20203,E09,1560B_26,1560B_26,-1,m
SP20203,E10,1565F_26,1565F_26,-1,m
SP20203,E11,1560B_27,1560B_27,-1,m
SP20203,E12,1565F_27,1565F_27,-1,m
SP20203,E13,1560B_28,1560B_28,-1,m
