Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit
SP20202,A01,DMSOA01,DMSOA01
SP20202,A03,1665F_03,1665F_03,-1,m
SP20202,A04,1378F_03,1378F_03,-1,m
SP20202,A05,1665F_04,1665F_04,-1,m
SP20202,A06,1378F_04,1378F_04,-1,m
SP20202,A07,1665F_05,1665F_05,-1,m
SP20202,A08,1378F_05,1378F_05,-1,m
SP20202,A09,1665F_06,1665F_06,-1,m
SP20202,A10,1378F_06,1378F_06,-1,m
SP20202,A11,1665F_07,1665F_07,-1,m
SP20202,A12,1378F_07,1378F_07,-1,m
SP20202,A13,1665F_08,1665F_08,-1,m
SP20202,A14,1378F_08,1378F_08,-1,m
SP20202,A15,1665F_09,1665F_09,-1,m
SP20202,A16,1378F_09,1378F_09,-1,m
SP20202,A17,1665F_10,1665F_10,-1,m
SP20202,A18,1378F_10,1378F_10,-1,m
SP20202,A19,1665F_11,1665F_11,-1,m
SP20202,A20,1378F_11,1378F_11,-1,m
SP20202,A21,1665F_12,1665F_12,-1,m
SP20202,A22,1378F_12,1378F_12,-1,m
SP20202,A23,DMSOA23,DMSOA23
SP20202,B02,DMSOB02,DMSOB02
SP20202,B03,1465E_03,1465E_03,-1,m
SP20202,B04,1502B_03,1502B_03,-1,m
SP20202,B05,1465E_04,1465E_04,-1,m
SP20202,B06,1502B_04,1502B_04,-1,m
SP20202,B07,1465E_05,1465E_05,-1,m
SP20202,B08,1502B_05,1502B_05,-1,m
SP20202,B09,1465E_06,1465E_06,-1,m
SP20202,B10,1502B_06,1502B_06,-1,m
SP20202,B11,1465E_07,1465E_07,-1,m
SP20202,B12,1502B_07,1502B_07,-1,m
SP20202,B13,1465E_08,1465E_08,-1,m
SP20202,B14,1502B_08,1502B_08,-1,m
SP20202,B15,1465E_09,1465E_09,-1,m
SP20202,B16,1502B_09,1502B_09,-1,m
SP20202,B17,1465E_10,1465E_10,-1,m
SP20202,B18,1502B_10,1502B_10,-1,m
SP20202,B19,1465E_11,1465E_11,-1,m
SP20202,B20,1502B_11,1502B_11,-1,m
SP20202,B21,1465E_12,1465E_12,-1,m
SP20202,B22,1502B_12,1502B_12,-1,m
SP20202,B24,DMSOB24,DMSOB24
SP20202,C01,DMSOC01,DMSOC01
SP20202,C03,1665F_13,1665F_13,-1,m
SP20202,C04,1378F_13,1378F_13,-1,m
