384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
Cordy Dilutions 05,SP40200,A03,CordyA-I1NMe,CordyA-I1NMe,15,m,3,1
Cordy Dilutions 05,SP40200,A04,CordyA-F3NMe,CordyA-F3NMe,15,m,4,1
Cordy Dilutions 05,SP40200,A05,CordyA-L7NMe,CordyA-L7NMe,15,m,5,1
Cordy Dilutions 05,SP40200,A06,CordyA_I1Pra,CordyA_I1Pra,15,m,6,1
Cordy Dilutions 05,SP40200,A07,CordyA_Sar4NMePra,CordyA_Sar4NMePra,15,m,7,1
Cordy Dilutions 05,SP40200,A08,CordyA-4NH;OMeTyr,CordyA-4NH;OMeTyr,15,m,8,1
Cordy Dilutions 05,SP40200,A09,CordyB-4NH;4FPhe,CordyB-4NH;4FPhe,15,m,9,1
Cordy Dilutions 05,SP40200,A10,CordyA-4BetaAla - 4F-3Phe,CordyA-4BetaAla - 4F-3Phe,15,m,10,1
Cordy Dilutions 05,SP40200,A11,CordyA-4NH; 4FFs,CordyA-4NH; 4FFs,15,m,11,1
Cordy Dilutions 05,SP40200,A12,CordyA-Photo-TID,CordyA-Photo-TID,15,m,12,1
Cordy Dilutions 05,SP40200,A13,CordyA-AzidoLys,CordyA-AzidoLys,15,m,13,1
Cordy Dilutions 05,SP40200,A14,SLx19,SLx19,15,m,14,1
Cordy Dilutions 05,SP40200,A15,CordyA-2NH,CordyA-2NH,15,m,15,1
Cordy Dilutions 05,SP40200,A16,CordyA-6NH,CordyA-6NH,15,m,16,1
Cordy Dilutions 05,SP40200,A17,CordyA_NewStock,CordyA_NewStock,15,m,17,1
Cordy Dilutions 05,SP40200,A18,CordyA_frozenStock,CordyA_frozenStock,15,m,18,1
Cordy Dilutions 05,SP40200,A19,CordyB_4NH,CordyB_4NH,15,m,19,1
Cordy Dilutions 05,SP40200,A20,CordyA-4NH; 4FP,CordyA-4NH; 4FP,15,m,20,1
Cordy Dilutions 05,SP40200,A21,CordyA_OAcylTyr,CordyA_OAcylTyr,15,m,21,1
Cordy Dilutions 05,SP40200,A22,CordyA_I1NMeAla,CordyA_I1NMeAla,15,m,22,1
Cordy Dilutions 05,SP40200,B03,CordyA-I1NMe,CordyA-I1NMe,7.5,m,3,2
Cordy Dilutions 05,SP40200,B04,CordyA-F3NMe,CordyA-F3NMe,7.5,m,4,2
Cordy Dilutions 05,SP40200,B05,CordyA-L7NMe,CordyA-L7NMe,7.5,m,5,2
Cordy Dilutions 05,SP40200,B06,CordyA_I1Pra,CordyA_I1Pra,7.5,m,6,2
Cordy Dilutions 05,SP40200,B07,CordyA_Sar4NMePra,CordyA_Sar4NMePra,7.5,m,7,2
Cordy Dilutions 05,SP40200,B08,CordyA-4NH;OMeTyr,CordyA-4NH;OMeTyr,7.5,m,8,2
Cordy Dilutions 05,SP40200,B09,CordyB-4NH;4FPhe,CordyB-4NH;4FPhe,7.5,m,9,2
Cordy Dilutions 05,SP40200,B10,CordyA-4BetaAla - 4F-3Phe,CordyA-4BetaAla - 4F-3Phe,7.5,m,10,2
Cordy Dilutions 05,SP40200,B11,CordyA-4NH; 4FFs,CordyA-4NH; 4FFs,7.5,m,11,2
Cordy Dilutions 05,SP40200,B12,CordyA-Photo-TID,CordyA-Photo-TID,7.5,m,12,2
Cordy Dilutions 05,SP40200,B13,CordyA-AzidoLys,CordyA-AzidoLys,7.5,m,13,2
Cordy Dilutions 05,SP40200,B14,SLx19,SLx19,7.5,m,14,2
Cordy Dilutions 05,SP40200,B15,CordyA-2NH,CordyA-2NH,7.5,m,15,2
Cordy Dilutions 05,SP40200,B16,CordyA-6NH,CordyA-6NH,7.5,m,16,2
Cordy Dilutions 05,SP40200,B17,CordyA_NewStock,CordyA_NewStock,7.5,m,17,2
Cordy Dilutions 05,SP40200,B18,CordyA_frozenStock,CordyA_frozenStock,7.5,m,18,2
Cordy Dilutions 05,SP40200,B19,CordyB_4NH,CordyB_4NH,7.5,m,19,2
Cordy Dilutions 05,SP40200,B20,CordyA-4NH; 4FP,CordyA-4NH; 4FP,7.5,m,20,2
Cordy Dilutions 05,SP40200,B21,CordyA_OAcylTyr,CordyA_OAcylTyr,7.5,m,21,2
Cordy Dilutions 05,SP40200,B22,CordyA_I1NMeAla,CordyA_I1NMeAla,7.5,m,22,2
Cordy Dilutions 05,SP40200,C03,CordyA-I1NMe,CordyA-I1NMe,3.75,m,3,3
Cordy Dilutions 05,SP40200,C04,CordyA-F3NMe,CordyA-F3NMe,3.75,m,4,3
Cordy Dilutions 05,SP40200,C05,CordyA-L7NMe,CordyA-L7NMe,3.75,m,5,3
Cordy Dilutions 05,SP40200,C06,CordyA_I1Pra,CordyA_I1Pra,3.75,m,6,3
Cordy Dilutions 05,SP40200,C07,CordyA_Sar4NMePra,CordyA_Sar4NMePra,3.75,m,7,3
Cordy Dilutions 05,SP40200,C08,CordyA-4NH;OMeTyr,CordyA-4NH;OMeTyr,3.75,m,8,3
Cordy Dilutions 05,SP40200,C09,CordyB-4NH;4FPhe,CordyB-4NH;4FPhe,3.75,m,9,3
Cordy Dilutions 05,SP40200,C10,CordyA-4BetaAla - 4F-3Phe,CordyA-4BetaAla - 4F-3Phe,3.75,m,10,3
Cordy Dilutions 05,SP40200,C11,CordyA-4NH; 4FFs,CordyA-4NH; 4FFs,3.75,m,11,3
Cordy Dilutions 05,SP40200,C12,CordyA-Photo-TID,CordyA-Photo-TID,3.75,m,12,3
Cordy Dilutions 05,SP40200,C13,CordyA-AzidoLys,CordyA-AzidoLys,3.75,m,13,3
Cordy Dilutions 05,SP40200,C14,SLx19,SLx19,3.75,m,14,3
Cordy Dilutions 05,SP40200,C15,CordyA-2NH,CordyA-2NH,3.75,m,15,3
Cordy Dilutions 05,SP40200,C16,CordyA-6NH,CordyA-6NH,3.75,m,16,3
Cordy Dilutions 05,SP40200,C17,CordyA_NewStock,CordyA_NewStock,3.75,m,17,3
Cordy Dilutions 05,SP40200,C18,CordyA_frozenStock,CordyA_frozenStock,3.75,m,18,3
Cordy Dilutions 05,SP40200,C19,CordyB_4NH,CordyB_4NH,3.75,m,19,3
