96 plate ID,96 plate number,96 well,384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
DMAL1,Plate 1,A02,CTownsend peaks 01,SP40201,A03,001--DMAL1--A03--1'1:1'A,001--DMAL1--A03--1'1:1'A,-1,m,3,1
DMAL2,Plate 2,A02,CTownsend peaks 01,SP40201,A04,081--DMAL2--A04--1'2:1'A,081--DMAL2--A04--1'2:1'A,-1,m,4,1
DMAL1,Plate 1,A03,CTownsend peaks 01,SP40201,A05,009--DMAL1--A05--1'1:2'A,009--DMAL1--A05--1'1:2'A,-1,m,5,1
DMAL2,Plate 2,A03,CTownsend peaks 01,SP40201,A06,089--DMAL2--A06--1'2:2'A,089--DMAL2--A06--1'2:2'A,-1,m,6,1
DMAL1,Plate 1,A04,CTownsend peaks 01,SP40201,A07,017--DMAL1--A07--1'1:3'A,017--DMAL1--A07--1'1:3'A,-1,m,7,1
DMAL2,Plate 2,A04,CTownsend peaks 01,SP40201,A08,097--DMAL2--A08--1'2:3'A,097--DMAL2--A08--1'2:3'A,-1,m,8,1
DMAL1,Plate 1,A05,CTownsend peaks 01,SP40201,A09,025--DMAL1--A09--1'1:4'A,025--DMAL1--A09--1'1:4'A,-1,m,9,1
DMAL2,Plate 2,A05,CTownsend peaks 01,SP40201,A10,105--DMAL2--A10--1'2:4'A,105--DMAL2--A10--1'2:4'A,-1,m,10,1
DMAL1,Plate 1,A06,CTownsend peaks 01,SP40201,A11,033--DMAL1--A11--1'1:5'A,033--DMAL1--A11--1'1:5'A,-1,m,11,1
DMAL2,Plate 2,A06,CTownsend peaks 01,SP40201,A12,113--DMAL2--A12--1'2:5'A,113--DMAL2--A12--1'2:5'A,-1,m,12,1
DMAL1,Plate 1,A07,CTownsend peaks 01,SP40201,A13,041--DMAL1--A13--1'1:6'A,041--DMAL1--A13--1'1:6'A,-1,m,13,1
DMAL2,Plate 2,A07,CTownsend peaks 01,SP40201,A14,121--DMAL2--A14--1'2:6'A,121--DMAL2--A14--1'2:6'A,-1,m,14,1
DMAL1,Plate 1,A08,CTownsend peaks 01,SP40201,A15,049--DMAL1--A15--1'1:7'A,049--DMAL1--A15--1'1:7'A,-1,m,15,1
DMAL2,Plate 2,A08,CTownsend peaks 01,SP40201,A16,129--DMAL2--A16--1'2:7'A,129--DMAL2--A16--1'2:7'A,-1,m,16,1
DMAL1,Plate 1,A09,CTownsend peaks 01,SP40201,A17,057--DMAL1--A17--1'1:8'A,057--DMAL1--A17--1'1:8'A,-1,m,17,1
DMAL2,Plate 2,A09,CTownsend peaks 01,SP40201,A18,137--DMAL2--A18--1'2:8'A,137--DMAL2--A18--1'2:8'A,-1,m,18,1
DMAL1,Plate 1,A10,CTownsend peaks 01,SP40201,A19,065--DMAL1--A19--1'1:9'A,065--DMAL1--A19--1'1:9'A,-1,m,19,1
DMAL2,Plate 2,A10,CTownsend peaks 01,SP40201,A20,145--DMAL2--A20--1'2:9'A,145--DMAL2--A20--1'2:9'A,-1,m,20,1
DMAL1,Plate 1,A11,CTownsend peaks 01,SP40201,A21,073--DMAL1--A21--1'1:10'A,073--DMAL1--A21--1'1:10'A,-1,m,21,1
DMAL2,Plate 2,A11,CTownsend peaks 01,SP40201,A22,153--DMAL2--A22--1'2:10'A,153--DMAL2--A22--1'2:10'A,-1,m,22,1
LDAD1,Plate 3,A02,CTownsend peaks 01,SP40201,B03,001--LDAD1--B03--1'1:1'A,001--LDAD1--B03--1'1:1'A,-1,m,3,2
LDAD2,Plate 4,A02,CTownsend peaks 01,SP40201,B04,081--LDAD2--B04--1'2:1'A,081--LDAD2--B04--1'2:1'A,-1,m,4,2
LDAD1,Plate 3,A03,CTownsend peaks 01,SP40201,B05,009--LDAD1--B05--1'1:2'A,009--LDAD1--B05--1'1:2'A,-1,m,5,2
LDAD2,Plate 4,A03,CTownsend peaks 01,SP40201,B06,089--LDAD2--B06--1'2:2'A,089--LDAD2--B06--1'2:2'A,-1,m,6,2
LDAD1,Plate 3,A04,CTownsend peaks 01,SP40201,B07,017--LDAD1--B07--1'1:3'A,017--LDAD1--B07--1'1:3'A,-1,m,7,2
LDAD2,Plate 4,A04,CTownsend peaks 01,SP40201,B08,097--LDAD2--B08--1'2:3'A,097--LDAD2--B08--1'2:3'A,-1,m,8,2
LDAD1,Plate 3,A05,CTownsend peaks 01,SP40201,B09,025--LDAD1--B09--1'1:4'A,025--LDAD1--B09--1'1:4'A,-1,m,9,2
LDAD2,Plate 4,A05,CTownsend peaks 01,SP40201,B10,105--LDAD2--B10--1'2:4'A,105--LDAD2--B10--1'2:4'A,-1,m,10,2
LDAD1,Plate 3,A06,CTownsend peaks 01,SP40201,B11,033--LDAD1--B11--1'1:5'A,033--LDAD1--B11--1'1:5'A,-1,m,11,2
LDAD2,Plate 4,A06,CTownsend peaks 01,SP40201,B12,113--LDAD2--B12--1'2:5'A,113--LDAD2--B12--1'2:5'A,-1,m,12,2
LDAD1,Plate 3,A07,CTownsend peaks 01,SP40201,B13,041--LDAD1--B13--1'1:6'A,041--LDAD1--B13--1'1:6'A,-1,m,13,2
LDAD2,Plate 4,A07,CTownsend peaks 01,SP40201,B14,121--LDAD2--B14--1'2:6'A,121--LDAD2--B14--1'2:6'A,-1,m,14,2
LDAD1,Plate 3,A08,CTownsend peaks 01,SP40201,B15,049--LDAD1--B15--1'1:7'A,049--LDAD1--B15--1'1:7'A,-1,m,15,2
LDAD2,Plate 4,A08,CTownsend peaks 01,SP40201,B16,129--LDAD2--B16--1'2:7'A,129--LDAD2--B16--1'2:7'A,-1,m,16,2
LDAD1,Plate 3,A09,CTownsend peaks 01,SP40201,B17,057--LDAD1--B17--1'1:8'A,057--LDAD1--B17--1'1:8'A,-1,m,17,2
LDAD2,Plate 4,A09,CTownsend peaks 01,SP40201,B18,137--LDAD2--B18--1'2:8'A,137--LDAD2--B18--1'2:8'A,-1,m,18,2
LDAD1,Plate 3,A10,CTownsend peaks 01,SP40201,B19,065--LDAD1--B19--1'1:9'A,065--LDAD1--B19--1'1:9'A,-1,m,19,2
LDAD2,Plate 4,A10,CTownsend peaks 01,SP40201,B20,145--LDAD2--B20--1'2:9'A,145--LDAD2--B20--1'2:9'A,-1,m,20,2
LDAD1,Plate 3,A11,CTownsend peaks 01,SP40201,B21,073--LDAD1--B21--1'1:10'A,073--LDAD1--B21--1'1:10'A,-1,m,21,2
LDAD2,Plate 4,A11,CTownsend peaks 01,SP40201,B22,153--LDAD2--B22--1'2:10'A,153--LDAD2--B22--1'2:10'A,-1,m,22,2
DMAL1,Plate 1,B02,CTownsend peaks 01,SP40201,C03,002--DMAL1--C03--1'1:1'B,002--DMAL1--C03--1'1:1'B,-1,m,3,3
DMAL2,Plate 2,B02,CTownsend peaks 01,SP40201,C04,082--DMAL2--C04--1'2:1'B,082--DMAL2--C04--1'2:1'B,-1,m,4,3
DMAL1,Plate 1,B03,CTownsend peaks 01,SP40201,C05,010--DMAL1--C05--1'1:2'B,010--DMAL1--C05--1'1:2'B,-1,m,5,3
DMAL2,Plate 2,B03,CTownsend peaks 01,SP40201,C06,090--DMAL2--C06--1'2:2'B,090--DMAL2--C06--1'2:2'B,-1,m,6,3
DMAL1,Plate 1,B04,CTownsend peaks 01,SP40201,C07,018--DMAL1--C07--1'1:3'B,018--DMAL1--C07--1'1:3'B,-1,m,7,3
