Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit
SP20221,A01,DMSOA01,DMSOA01
SP20221,A03,F1_1043C_03,F1_1043C_03,-1,m
SP20221,A04,F1_1043D_03,F1_1043D_03,-1,m
SP20221,A05,F1_1043C_04,F1_1043C_04,-1,m
SP20221,A06,F1_1043D_04,F1_1043D_04,-1,m
SP20221,A07,F1_1043C_05,F1_1043C_05,-1,m
SP20221,A08,F1_1043D_05,F1_1043D_05,-1,m
SP20221,A09,F1_1043C_06,F1_1043C_06,-1,m
SP20221,A10,F1_1043D_06,F1_1043D_06,-1,m
SP20221,A11,F1_1043C_07,F1_1043C_07,-1,m
SP20221,A12,F1_1043D_07,F1_1043D_07,-1,m
SP20221,A13,F1_1043C_08,F1_1043C_08,-1,m
SP20221,A14,F1_1043D_08,F1_1043D_08,-1,m
SP20221,A15,F1_1043C_09,F1_1043C_09,-1,m
SP20221,A16,F1_1043D_09,F1_1043D_09,-1,m
SP20221,A17,F1_1043C_10,F1_1043C_10,-1,m
SP20221,A18,F1_1043D_10,F1_1043D_10,-1,m
SP20221,A19,F1_1043C_11,F1_1043C_11,-1,m
SP20221,A20,F1_1043D_11,F1_1043D_11,-1,m
SP20221,A21,F1_1043C_12,F1_1043C_12,-1,m
SP20221,A22,F1_1043D_12,F1_1043D_12,-1,m
SP20221,A23,DMSOA23,DMSOA23
SP20221,B02,DMSOB02,DMSOB02
SP20221,B03,F1_1040E_03,F1_1040E_03,-1,m
SP20221,B04,F1_1038F_03,F1_1038F_03,-1,m
SP20221,B05,F1_1040E_04,F1_1040E_04,-1,m
SP20221,B06,F1_1038F_04,F1_1038F_04,-1,m
SP20221,B07,F1_1040E_05,F1_1040E_05,-1,m
SP20221,B08,F1_1038F_05,F1_1038F_05,-1,m
SP20221,B09,F1_1040E_06,F1_1040E_06,-1,m
SP20221,B10,F1_1038F_06,F1_1038F_06,-1,m
SP20221,B11,F1_1040E_07,F1_1040E_07,-1,m
SP20221,B12,F1_1038F_07,F1_1038F_07,-1,m
SP20221,B13,F1_1040E_08,F1_1040E_08,-1,m
SP20221,B14,F1_1038F_08,F1_1038F_08,-1,m
SP20221,B15,F1_1040E_09,F1_1040E_09,-1,m
SP20221,B16,F1_1038F_09,F1_1038F_09,-1,m
SP20221,B17,F1_1040E_10,F1_1040E_10,-1,m
SP20221,B18,F1_1038F_10,F1_1038F_10,-1,m
SP20221,B19,F1_1040E_11,F1_1040E_11,-1,m
SP20221,B20,F1_1038F_11,F1_1038F_11,-1,m
SP20221,B21,F1_1040E_12,F1_1040E_12,-1,m
SP20221,B22,F1_1038F_12,F1_1038F_12,-1,m
SP20221,B24,DMSOB24,DMSOB24
SP20221,C01,DMSOC01,DMSOC01
SP20221,C03,F1_1043C_13,F1_1043C_13,-1,m
SP20221,C04,F1_1043D_13,F1_1043D_13,-1,m
SP20221,C05,F1_1043C_14,F1_1043C_14,-1,m
SP20221,C06,F1_1043D_14,F1_1043D_14,-1,m
SP20221,C07,F1_1043C_15,F1_1043C_15,-1,m
SP20221,C08,F1_1043D_15,F1_1043D_15,-1,m
SP20221,C09,F1_1043C_16,F1_1043C_16,-1,m
SP20221,C10,F1_1043D_16,F1_1043D_16,-1,m
SP20221,C11,F1_1043C_17,F1_1043C_17,-1,m
SP20221,C12,F1_1043D_17,F1_1043D_17,-1,m
SP20221,C13,F1_1043C_18,F1_1043C_18,-1,m
SP20221,C14,F1_1043D_18,F1_1043D_18,-1,m
SP20221,C15,F1_1043C_19,F1_1043C_19,-1,m
SP20221,C16,F1_1043D_19,F1_1043D_19,-1,m
SP20221,C17,F1_1043C_20,F1_1043C_20,-1,m
SP20221,C18,F1_1043D_20,F1_1043D_20,-1,m
SP20221,C19,F1_1043C_21,F1_1043C_21,-1,m
SP20221,C20,F1_1043D_21,F1_1043D_21,-1,m
SP20221,C21,F1_1043C_22,F1_1043C_22,-1,m
SP20221,C22,F1_1043D_22,F1_1043D_22,-1,m
SP20221,C23,DMSOC23,DMSOC23
SP20221,D02,DMSOD02,DMSOD02
SP20221,D03,F1_1040E_13,F1_1040E_13,-1,m
SP20221,D04,F1_1038F_13,F1_1038F_13,-1,m
SP20221,D05,F1_1040E_14,F1_1040E_14,-1,m
SP20221,D06,F1_1038F_14,F1_1038F_14,-1,m
SP20221,D07,F1_1040E_15,F1_1040E_15,-1,m
SP20221,D08,F1_1038F_15,F1_1038F_15,-1,m
SP20221,D09,F1_1040E_16,F1_1040E_16,-1,m
SP20221,D10,F1_1038F_16,F1_1038F_16,-1,m
SP20221,D11,F1_1040E_17,F1_1040E_17,-1,m
SP20221,D12,F1_1038F_17,F1_1038F_17,-1,m
SP20221,D13,F1_1040E_18,F1_1040E_18,-1,m
SP20221,D14,F1_1038F_18,F1_1038F_18,-1,m
SP20221,D15,F1_1040E_19,F1_1040E_19,-1,m
SP20221,D16,F1_1038F_19,F1_1038F_19,-1,m
SP20221,D17,F1_1040E_20,F1_1040E_20,-1,m
SP20221,D18,F1_1038F_20,F1_1038F_20,-1,m
SP20221,D19,F1_1040E_21,F1_1040E_21,-1,m
SP20221,D20,F1_1038F_21,F1_1038F_21,-1,m
SP20221,D21,F1_1040E_22,F1_1040E_22,-1,m
