96 plate ID,96 plate number,96 well,384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
130111 Plate A',Plate 1,B02,Amagata009 Batch7b,SP90102,C03,130111_20%_3M,130111_20%_3M,-1,m,3,3
130111 Plate B',Plate 2,B02,Amagata009 Batch7b,SP90102,C04,130111_40%_7M,130111_40%_7M,-1,m,4,3
130111 Plate A',Plate 1,B03,Amagata009 Batch7b,SP90102,C05,130111_20%_4M,130111_20%_4M,-1,m,5,3
130111 Plate B',Plate 2,B03,Amagata009 Batch7b,SP90102,C06,130111_40%_8M,130111_40%_8M,-1,m,6,3
130111 Plate A',Plate 1,B04,Amagata009 Batch7b,SP90102,C07,130111_20%_5M,130111_20%_5M,-1,m,7,3
130111 Plate B',Plate 2,B04,Amagata009 Batch7b,SP90102,C08,130111_40%_9M,130111_40%_9M,-1,m,8,3
130111 Plate A',Plate 1,B05,Amagata009 Batch7b,SP90102,C09,130111_20%_6M,130111_20%_6M,-1,m,9,3
130111 Plate B',Plate 2,B05,Amagata009 Batch7b,SP90102,C10,130111_40%_10M,130111_40%_10M,-1,m,10,3
130111 Plate A',Plate 1,B06,Amagata009 Batch7b,SP90102,C11,130111_20%_7M,130111_20%_7M,-1,m,11,3
130111 Plate B',Plate 2,B06,Amagata009 Batch7b,SP90102,C12,130111_40%_11M,130111_40%_11M,-1,m,12,3
130111 Plate A',Plate 1,B07,Amagata009 Batch7b,SP90102,C13,130111_20%_8M,130111_20%_8M,-1,m,13,3
130111 Plate B',Plate 2,B07,Amagata009 Batch7b,SP90102,C14,130111_40%_12M,130111_40%_12M,-1,m,14,3
130111 Plate A',Plate 1,B08,Amagata009 Batch7b,SP90102,C15,130111_20%_9M,130111_20%_9M,-1,m,15,3
130111 Plate B',Plate 2,B08,Amagata009 Batch7b,SP90102,C16,130111_40%_13M,130111_40%_13M,-1,m,16,3
130111 Plate A',Plate 1,B09,Amagata009 Batch7b,SP90102,C17,130111_20%_10M,130111_20%_10M,-1,m,17,3
130111 Plate B',Plate 2,B09,Amagata009 Batch7b,SP90102,C18,130111_40%_14M,130111_40%_14M,-1,m,18,3
130111 Plate A',Plate 1,B10,Amagata009 Batch7b,SP90102,C19,130111_20%_11M,130111_20%_11M,-1,m,19,3
130111 Plate B',Plate 2,B10,Amagata009 Batch7b,SP90102,C20,130111_40%_15M,130111_40%_15M,-1,m,20,3
130111 Plate A',Plate 1,B11,Amagata009 Batch7b,SP90102,C21,130111_20%_12M,130111_20%_12M,-1,m,21,3
130111 Plate B',Plate 2,B11,Amagata009 Batch7b,SP90102,C22,130111_40%_16M,130111_40%_16M,-1,m,22,3
130111 Plate A',Plate 1,C03,Amagata009 Batch7b,SP90102,E05,130111_20%_21M,130111_20%_21M,-1,m,5,5
130111 Plate A',Plate 1,C04,Amagata009 Batch7b,SP90102,E07,130111_20%_20M,130111_20%_20M,-1,m,7,5
130111 Plate B',Plate 2,C04,Amagata009 Batch7b,SP90102,E08,130111_40%_24M,130111_40%_24M,-1,m,8,5
130111 Plate A',Plate 1,C05,Amagata009 Batch7b,SP90102,E09,130111_20%_19M,130111_20%_19M,-1,m,9,5
130111 Plate B',Plate 2,C05,Amagata009 Batch7b,SP90102,E10,130111_40%_23M,130111_40%_23M,-1,m,10,5
130111 Plate A',Plate 1,C06,Amagata009 Batch7b,SP90102,E11,130111_20%_18M,130111_20%_18M,-1,m,11,5
130111 Plate B',Plate 2,C06,Amagata009 Batch7b,SP90102,E12,130111_40%_22M,130111_40%_22M,-1,m,12,5
130111 Plate A',Plate 1,C07,Amagata009 Batch7b,SP90102,E13,130111_20%_17M,130111_20%_17M,-1,m,13,5
130111 Plate B',Plate 2,C07,Amagata009 Batch7b,SP90102,E14,130111_40%_21M,130111_40%_21M,-1,m,14,5
130111 Plate A',Plate 1,C08,Amagata009 Batch7b,SP90102,E15,130111_20%_16M,130111_20%_16M,-1,m,15,5
130111 Plate B',Plate 2,C08,Amagata009 Batch7b,SP90102,E16,130111_40%_20M,130111_40%_20M,-1,m,16,5
130111 Plate A',Plate 1,C09,Amagata009 Batch7b,SP90102,E17,130111_20%_15M,130111_20%_15M,-1,m,17,5
130111 Plate B',Plate 2,C09,Amagata009 Batch7b,SP90102,E18,130111_40%_19M,130111_40%_19M,-1,m,18,5
130111 Plate A',Plate 1,C10,Amagata009 Batch7b,SP90102,E19,130111_20%_14M,130111_20%_14M,-1,m,19,5
130111 Plate B',Plate 2,C10,Amagata009 Batch7b,SP90102,E20,130111_40%_18M,130111_40%_18M,-1,m,20,5
130111 Plate A',Plate 1,C11,Amagata009 Batch7b,SP90102,E21,130111_20%_13M,130111_20%_13M,-1,m,21,5
130111 Plate B',Plate 2,C11,Amagata009 Batch7b,SP90102,E22,130111_40%_17M,130111_40%_17M,-1,m,22,5
130111 Plate A',Plate 1,D02,Amagata009 Batch7b,SP90102,G03,130111_60%_3M,130111_60%_3M,-1,m,3,7
130111 Plate B',Plate 2,D02,Amagata009 Batch7b,SP90102,G04,130111_100%_10M,130111_100%_10M,-1,m,4,7
130111 Plate A',Plate 1,D03,Amagata009 Batch7b,SP90102,G05,130111_60%_4M,130111_60%_4M,-1,m,5,7
130111 Plate B',Plate 2,D03,Amagata009 Batch7b,SP90102,G06,130111_100%_11M,130111_100%_11M,-1,m,6,7
130111 Plate A',Plate 1,D04,Amagata009 Batch7b,SP90102,G07,130111_60%_5M,130111_60%_5M,-1,m,7,7
130111 Plate B',Plate 2,D04,Amagata009 Batch7b,SP90102,G08,130111_100%_12M,130111_100%_12M,-1,m,8,7
130111 Plate A',Plate 1,D05,Amagata009 Batch7b,SP90102,G09,130111_60%_6M,130111_60%_6M,-1,m,9,7
130111 Plate B',Plate 2,D05,Amagata009 Batch7b,SP90102,G10,130111_100%_13M,130111_100%_13M,-1,m,10,7
130111 Plate A',Plate 1,D06,Amagata009 Batch7b,SP90102,G11,130111_60%_7M,130111_60%_7M,-1,m,11,7
