Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
SP30032,B10,M123SB 081A TNE,M123SB 081A TNE,1,m,10,2
SP30032,B11,M128SB 422Ax TPE ,M128SB 422Ax TPE ,1,m,11,2
SP30032,B13,M128SB 422Ax TNE ,M128SB 422Ax TNE ,1,m,13,2
SP30032,B15,M123SB 074Ax TPE,M123SB 074Ax TPE,1,m,15,2
SP30032,B17,M123SB 074Ax TNE,M123SB 074Ax TNE,1,m,17,2
SP30032,B19,M125SB 121Ax TPE,M125SB 121Ax TPE,1,m,19,2
SP30032,B21,M125SB 121Ax TNE,M125SB 121Ax TNE,1,m,21,2
SP30032,C03,M123SB 081A F5,M123SB 081A F5,0.5,m,3,3
SP30032,C04,M125SB_171AX_F3,M125SB_171AX_F3,0.5,m,4,3
SP30032,C05,M123SB 331AX W,M123SB 331AX W,1,m,5,3
SP30032,C06,M125SB_171AX_F4,M125SB_171AX_F4,0.5,m,6,3
SP30032,C07,M123SB 331AX F,M123SB 331AX F,1,m,7,3
SP30032,C08,M125SB_171AX_F5,M125SB_171AX_F5,0.5,m,8,3
SP30032,C09,M123SB 331AX F1,M123SB 331AX F1,0.5,m,9,3
SP30032,C10,M123SB_312A_WB,M123SB_312A_WB,1,m,10,3
SP30032,C11,M123SB 331AX F2,M123SB 331AX F2,0.5,m,11,3
SP30032,C12,M123SB_312A_FM,M123SB_312A_FM,1,m,12,3
SP30032,C13,M123SB 331AX F3,M123SB 331AX F3,0.5,m,13,3
SP30032,C14,M123SB_312A_FD,M123SB_312A_FD,1,m,14,3
SP30032,C15,M123SB 331AX F4,M123SB 331AX F4,0.5,m,15,3
SP30032,C16,M123SB_312A_FH,M123SB_312A_FH,1,m,16,3
SP30032,C17,M123SB 331AX F5,M123SB 331AX F5,0.5,m,17,3
SP30032,C18,M123SB_312A_FD_F1,M123SB_312A_FD_F1,0.5,m,18,3
SP30032,C19,M123SB 392AX W,M123SB 392AX W,1,m,19,3
SP30032,C20,M123SB_312A_FD_F2,M123SB_312A_FD_F2,0.5,m,20,3
SP30032,C21,M123SB 392AX F,M123SB 392AX F,1,m,21,3
SP30032,C22,M123SB_312A_FD_F3,M123SB_312A_FD_F3,0.5,m,22,3
SP30032,D03,M128SB 304Ax TPE (F0),M128SB 304Ax TPE (F0),1,m,3,4
SP30032,D04,M128SB 374Ax TPE (F0),M128SB 374Ax TPE (F0),0.2,m,4,4
SP30032,D05,M128SB 304Ax TNE (F0),M128SB 304Ax TNE (F0),1,m,5,4
SP30032,D06,M128SB 374Ax TNE (F0),M128SB 374Ax TNE (F0),1,m,6,4
SP30032,D07,M128SB 161Ax (F0),M128SB 161Ax (F0),1,m,7,4
SP30032,D08,M123SB 081A TPE (F0),M123SB 081A TPE (F0),1,m,8,4
SP30032,D09,M128SB 031Ax TPE (F2),M128SB 031Ax TPE (F2),1,m,9,4
SP30032,D10,M123SB 081A TNE (F0),M123SB 081A TNE (F0),1,m,10,4
SP30032,D11,M128SB 422Ax TPE (F0),M128SB 422Ax TPE (F0),1,m,11,4
SP30032,D12,M128SB 381A (F0),M128SB 381A (F0),1,m,12,4
SP30032,D13,M128SB 422Ax TNE (F0),M128SB 422Ax TNE (F0),1,m,13,4
SP30032,D14,M125SB 162Ax (F0),M125SB 162Ax (F0),1,m,14,4
SP30032,D15,M123SB 074Ax TPE (F0),M123SB 074Ax TPE (F0),1,m,15,4
SP30032,D19,M125SB 121Ax TPE (F0),M125SB 121Ax TPE (F0),1,m,19,4
SP30032,D21,M125SB 121Ax TNE (F0),M125SB 121Ax TNE (F0),1,m,21,4
SP30032,E03,M125SB 392AX F,M125SB 392AX F,1,m,3,5
SP30032,E04,M123SB_312A_FD_F4,M123SB_312A_FD_F4,0.5,m,4,5
SP30032,E05,M125SB 392AX F1,M125SB 392AX F1,0.5,m,5,5
SP30032,E06,M123SB_312A_FD_F5,M123SB_312A_FD_F5,0.5,m,6,5
SP30032,E07,M125SB 392AX F2,M125SB 392AX F2,0.5,m,7,5
SP30032,E08,M123SB_312A_FD_F6,M123SB_312A_FD_F6,0.5,m,8,5
SP30032,E09,M125SB 392AX F3,M125SB 392AX F3,0.5,m,9,5
SP30032,E10,M123SB_105A_F_regrow pool,M123SB_105A_F_regrow pool,1,m,10,5
SP30032,E11,M125SB 392AX F4,M125SB 392AX F4,0.5,m,11,5
SP30032,E12,M123SB_105A_F_P1,M123SB_105A_F_P1,0.5,m,12,5
SP30032,E13,M125SB 392AX F5,M125SB 392AX F5,0.5,m,13,5
SP30032,E14,M123SB_105A_F_P3,M123SB_105A_F_P3,0.5,m,14,5
SP30032,E15,M125SB 392AX A_F,M125SB 392AX A_F,1,m,15,5
SP30032,E16,M123SB_105A_FM+FD_P2,M123SB_105A_FM+FD_P2,0.5,m,16,5
SP30032,E17,M125SB 392AX A_F1,M125SB 392AX A_F1,0.5,m,17,5
SP30032,E18,M128SB_362_AX_5L_A_W,M128SB_362_AX_5L_A_W,1,m,18,5
SP30032,E19,M125SB 392AX A_F2,M125SB 392AX A_F2,0.5,m,19,5
SP30032,E20,M128SB_362_AX_5L_A_F,M128SB_362_AX_5L_A_F,1,m,20,5
SP30032,E21,M125SB 392AX A_F3,M125SB 392AX A_F3,0.5,m,21,5
SP30032,E22,M128SB_362_AX_5L_M_W,M128SB_362_AX_5L_M_W,1,m,22,5
SP30032,F03,M128SB 304Ax TPE (F1),M128SB 304Ax TPE (F1),1,m,3,6
SP30032,F04,M128SB 374Ax TPE (F1),M128SB 374Ax TPE (F1),1,m,4,6
SP30032,F05,M128SB 304Ax TNE (F1),M128SB 304Ax TNE (F1),1,m,5,6
SP30032,F06,M128SB 374Ax TNE (F1),M128SB 374Ax TNE (F1),1,m,6,6
SP30032,F07,M128SB 161Ax (F1),M128SB 161Ax (F1),1,m,7,6
SP30032,F08,M123SB 081A TPE (F1),M123SB 081A TPE (F1),1,m,8,6
SP30032,F09,M128SB 031Ax TPE (F3),M128SB 031Ax TPE (F3),1,m,9,6
SP30032,F10,M123SB 081A TNE (F1),M123SB 081A TNE (F1),1,m,10,6
SP30032,F11,M128SB 422Ax TPE (F1),M128SB 422Ax TPE (F1),1,m,11,6
SP30032,F12,M128SB 381A (F1),M128SB 381A (F1),1,m,12,6
SP30032,F13,M128SB 422Ax TNE (F1),M128SB 422Ax TNE (F1),1,m,13,6
SP30032,F14,M125SB 162Ax (F1),M125SB 162Ax (F1),1,m,14,6
SP30032,F15,M123SB 074Ax TPE (F1),M123SB 074Ax TPE (F1),1,m,15,6
SP30032,F17,M123SB 074Ax TNE (F1),M123SB 074Ax TNE (F1),1,m,17,6
SP30032,F19,M125SB 121Ax TPE (F1),M125SB 121Ax TPE (F1),1,m,19,6
SP30032,F21,M125SB 121Ax TNE (F1),M125SB 121Ax TNE (F1),1,m,21,6
SP30032,G03,M125SB 392AX_F4,M125SB 392AX_F4,0.5,m,3,7
SP30032,G04,M128SB_362AX_5L_M_F,M128SB_362AX_5L_M_F,1,m,4,7
SP30032,G05,M125SB 392AX_F5,M125SB 392AX_F5,0.5,m,5,7
SP30032,G06,M128SB_362AX_5L_M_F1,M128SB_362AX_5L_M_F1,0.5,m,6,7
SP30032,G07,M125SB 042SB_AX_W,M125SB 042SB_AX_W,1,m,7,7
SP30032,G08,M128SB_362AX_5L_M_F2,M128SB_362AX_5L_M_F2,0.5,m,8,7
SP30032,G09,M125SB 042SB_AX_F,M125SB 042SB_AX_F,1,m,9,7
SP30032,G10,M128SB_362AX_5L_M_F3,M128SB_362AX_5L_M_F3,0.5,m,10,7
SP30032,G11,M125SB 033AX_F,M125SB 033AX_F,1,m,11,7
SP30032,G12,M128SB_362AX_5L_M_F4,M128SB_362AX_5L_M_F4,0.5,m,12,7
SP30032,G13,M125SB 033AX_F1,M125SB 033AX_F1,0.5,m,13,7
SP30032,G14,M128SB_362AX_10L_A_W,M128SB_362AX_10L_A_W,1,m,14,7
SP30032,G15,M125SB 033AX_F2,M125SB 033AX_F2,0.5,m,15,7
SP30032,G16,M128SB_362AX_10L_A_F,M128SB_362AX_10L_A_F,1,m,16,7
SP30032,G17,M125SB 033AX_F3,M125SB 033AX_F3,0.5,m,17,7
SP30032,G18,M128SB_362AX_10L_M_W,M128SB_362AX_10L_M_W,1,m,18,7
SP30032,G19,M125SB 033AX_F4,M125SB 033AX_F4,0.5,m,19,7
SP30032,G20,M128SB_362AX_10L_M_F,M128SB_362AX_10L_M_F,1,m,20,7
SP30032,G21,M125SB 033AX_F5,M125SB 033AX_F5,0.5,m,21,7
SP30032,G22,M128SB_362AX_10L_M_F1,M128SB_362AX_10L_M_F1,0.5,m,22,7
SP30032,H03,M128SB 304Ax TPE (F2),M128SB 304Ax TPE (F2),1,m,3,8
SP30032,H04,M128SB 374Ax TPE (F3),M128SB 374Ax TPE (F3),0.4,m,4,8
SP30032,H05,M128SB 304Ax TNE (F2),M128SB 304Ax TNE (F2),1,m,5,8
SP30032,H07,M128SB 161Ax (F2),M128SB 161Ax (F2),1,m,7,8
SP30032,H08,M123SB 081A TPE (F2),M123SB 081A TPE (F2),1,m,8,8
SP30032,H10,M123SB 081A TNE (F2),M123SB 081A TNE (F2),1,m,10,8
SP30032,H11,M128SB 422Ax TPE (F2),M128SB 422Ax TPE (F2),1,m,11,8
SP30032,H12,M128SB 381A (F2),M128SB 381A (F2),1,m,12,8
SP30032,H13,M128SB 422Ax TNE (F2),M128SB 422Ax TNE (F2),1,m,13,8
SP30032,H14,M125SB 162Ax (F2),M125SB 162Ax (F2),1,m,14,8
SP30032,H15,M123SB 074Ax TPE (F2),M123SB 074Ax TPE (F2),1,m,15,8
SP30032,H17,M123SB 074Ax TNE (F2),M123SB 074Ax TNE (F2),1,m,17,8
SP30032,H19,M125SB 121Ax TPE (F2),M125SB 121Ax TPE (F2),0.5,m,19,8
SP30032,H21,M125SB 121Ax TNE (F2),M125SB 121Ax TNE (F2),1,m,21,8
SP30032,I03,M125SB 417AX_M_W,M125SB 417AX_M_W,1,m,3,9
SP30032,I04,M128SB_362AX_M_F2,M128SB_362AX_M_F2,0.5,m,4,9
SP30032,I05,M125SB 417AX_M_F,M125SB 417AX_M_F,1,m,5,9
SP30032,I06,M128SB_362AX_M_F3,M128SB_362AX_M_F3,0.5,m,6,9
SP30032,I07,M125SB 417AX_M_F1,M125SB 417AX_M_F1,0.5,m,7,9
SP30032,I08,M128SB_362AX_M_F4,M128SB_362AX_M_F4,0.5,m,8,9
SP30032,I09,M125SB 417AX_M_F2,M125SB 417AX_M_F2,0.5,m,9,9
SP30032,I10,M128SB_362AX_M_F5,M128SB_362AX_M_F5,0.5,m,10,9
SP30032,I11,M125SB 417AX_M_F3,M125SB 417AX_M_F3,0.5,m,11,9
SP30032,I12,M128SB_283AX'_F,M128SB_283AX'_F,1,m,12,9
SP30032,I13,M125SB 417AX_A_F,M125SB 417AX_A_F,1,m,13,9
SP30032,I14,M128SB_283AX'_F_F1,M128SB_283AX'_F_F1,0.5,m,14,9
SP30032,I15,M125SB 417AX_A_F1,M125SB 417AX_A_F1,0.5,m,15,9
SP30032,I16,M128SB_283AX'_F_F2,M128SB_283AX'_F_F2,0.5,m,16,9
SP30032,I17,M125SB 417AX_A_F2,M125SB 417AX_A_F2,0.5,m,17,9
SP30032,I18,M128SB_283AX'_F_F3,M128SB_283AX'_F_F3,0.5,m,18,9
SP30032,I19,M125SB 417AX_A_F3,M125SB 417AX_A_F3,0.5,m,19,9
SP30032,I20,M128SB_283AX''_F_F3,M128SB_283AX''_F_F3,0.5,m,20,9
SP30032,I21,M125SB 417AX_A_F4,M125SB 417AX_A_F4,0.5,m,21,9
SP30032,I22,M128SB_283AX'_F_F4+F5 POOL,M128SB_283AX'_F_F4+F5 POOL,0.5,m,22,9
SP30032,J03,M128SB 304Ax TPE (F3),M128SB 304Ax TPE (F3),1,m,3,10
SP30032,J05,M128SB 304Ax TNE (F3),M128SB 304Ax TNE (F3),1,m,5,10
SP30032,J07,M128SB 161Ax (F3),M128SB 161Ax (F3),1,m,7,10
SP30032,J08,M123SB 081A TPE (F3),M123SB 081A TPE (F3),1,m,8,10
SP30032,J10,M123SB 081A TNE (F3),M123SB 081A TNE (F3),1,m,10,10
SP30032,J11,M128SB 422Ax TPE (F3),M128SB 422Ax TPE (F3),1,m,11,10
SP30032,J12,M128SB 381A (F3),M128SB 381A (F3),1,m,12,10
SP30032,J13,M128SB 422Ax TNE (F3),M128SB 422Ax TNE (F3),1,m,13,10
SP30032,J14,M125SB 162Ax (F3),M125SB 162Ax (F3),1,m,14,10
SP30032,J15,M123SB 074Ax TPE (F3),M123SB 074Ax TPE (F3),1,m,15,10
SP30032,J17,M123SB 074Ax TNE (F3),M123SB 074Ax TNE (F3),1,m,17,10
SP30032,J19,M125SB 121Ax TPE (F3),M125SB 121Ax TPE (F3),1,m,19,10
SP30032,J21,M125SB 121Ax TNE (F3),M125SB 121Ax TNE (F3),1,m,21,10
SP30032,K03,M125SB 417AX A_F5,M125SB 417AX A_F5,0.5,m,3,11
SP30032,K04,M128SB_283AX_M_W,M128SB_283AX_M_W,1,m,4,11
SP30032,K05,M128SB 293AX M_W,M128SB 293AX M_W,1,m,5,11
SP30032,K06,M128SB_283AX_A_F_F3_H34,M128SB_283AX_A_F_F3_H34,0.5,m,6,11
SP30032,K07,M128SB 293AX M_F,M128SB 293AX M_F,1,m,7,11
SP30032,K08,M128SB_283AX_TCY_F10,M128SB_283AX_TCY_F10,0.5,m,8,11
SP30032,K09,M128SB 293AX M_F1,M128SB 293AX M_F1,0.5,m,9,11
SP30032,K10,M128SB_283AX_TCY_F5,M128SB_283AX_TCY_F5,0.25,m,10,11
SP30032,K11,M128SB 293AX M_F2,M128SB 293AX M_F2,0.5,m,11,11
SP30032,K12,M128SB_283AX_TCY_F1,M128SB_283AX_TCY_F1,0.05,m,12,11
SP30032,K13,M128SB 293AX M_F3,M128SB 293AX M_F3,0.5,m,13,11
SP30032,K14,M128SB_283AX_RFP_F10,M128SB_283AX_RFP_F10,0.5,m,14,11
SP30032,K15,M128SB 293AX A_F,M128SB 293AX A_F,1,m,15,11
SP30032,K16,M128SB_283AX_RFP_F5,M128SB_283AX_RFP_F5,0.25,m,16,11
SP30032,K17,M128SB 293AX A_F1,M128SB 293AX A_F1,0.5,m,17,11
SP30032,K18,M128SB_283AX_RFP_F1,M128SB_283AX_RFP_F1,0.05,m,18,11
SP30032,K19,M128SB 293AX A_F2,M128SB 293AX A_F2,0.5,m,19,11
SP30032,K20,MD1-Y_XAD_7HP_F - media,MD1-Y_XAD_7HP_F - media,2,m,20,11
SP30032,K21,M128SB 293AX A_F3,M128SB 293AX A_F3,0.5,m,21,11
SP30032,K22,MD1-Y_XAD_7-F - media,MD1-Y_XAD_7-F - media,3,m,22,11
SP30032,L03,M128SB 304Ax TPE (F4),M128SB 304Ax TPE (F4),1,m,3,12
SP30032,L05,M128SB 304Ax TNE (F4),M128SB 304Ax TNE (F4),1,m,5,12
SP30032,L07,M128SB 161Ax (F5),M128SB 161Ax (F5),1,m,7,12
SP30032,L08,M123SB 081A TPE (F4),M123SB 081A TPE (F4),1,m,8,12
SP30032,L10,M123SB 081A TNE (F4),M123SB 081A TNE (F4),1,m,10,12
SP30032,L11,M128SB 422Ax TPE (F4),M128SB 422Ax TPE (F4),1,m,11,12
SP30032,L12,M128SB 381A (F4),M128SB 381A (F4),1,m,12,12
SP30032,L13,M128SB 422Ax TNE (F4),M128SB 422Ax TNE (F4),1,m,13,12
SP30032,L14,M125SB 162Ax (F4),M125SB 162Ax (F4),1,m,14,12
SP30032,L15,M123SB 074Ax TPE (F4),M123SB 074Ax TPE (F4),1,m,15,12
SP30032,L17,M123SB 074Ax TNE (F4),M123SB 074Ax TNE (F4),1,m,17,12
SP30032,L19,M125SB 121Ax TPE (F4),M125SB 121Ax TPE (F4),1,m,19,12
SP30032,L21,M125SB 121Ax TNE (F4),M125SB 121Ax TNE (F4),1,m,21,12
SP30032,M03,M128SB 293AX A_F4,M128SB 293AX A_F4,0.5,m,3,13
SP30032,M04,MD1-Y_XAD_16_MEOH-F - media,MD1-Y_XAD_16_MEOH-F - media,2,m,4,13
SP30032,M05,M128SB 293AX A_F5,M128SB 293AX A_F5,0.5,m,5,13
SP30032,M07,M125SB 112AX M_W,M125SB 112AX M_W,1,m,7,13
SP30032,M09,M125SB 112AX M_F,M125SB 112AX M_F,1,m,9,13
SP30032,M11,M125SB 112AX M_F1,M125SB 112AX M_F1,0.5,m,11,13
SP30032,M13,M125SB 112AX M_F2,M125SB 112AX M_F2,0.5,m,13,13
SP30032,M15,M125SB 112AX M_F3,M125SB 112AX M_F3,0.5,m,15,13
SP30032,M17,M125SB 112AX M_F5,M125SB 112AX M_F5,0.5,m,17,13
SP30032,M19,M125SB 112AX W,M125SB 112AX W,1,m,19,13
SP30032,M21,M125SB 112AX WB,M125SB 112AX WB,1,m,21,13
SP30032,N03,M128SB 304Ax TPE (F5),M128SB 304Ax TPE (F5),1,m,3,14
SP30032,N05,M128SB 304Ax TNE (F5),M128SB 304Ax TNE (F5),1,m,5,14
SP30032,N08,M123SB 081A TPE (F5),M123SB 081A TPE (F5),1,m,8,14
SP30032,N10,M123SB 081A TNE (F5),M123SB 081A TNE (F5),1,m,10,14
SP30032,N11,M128SB 422Ax TPE (F5),M128SB 422Ax TPE (F5),1,m,11,14
SP30032,N12,M128SB 381A (F5),M128SB 381A (F5),1,m,12,14
SP30032,N13,M128SB 422Ax TNE (F5),M128SB 422Ax TNE (F5),1,m,13,14
SP30032,N14,M125SB 162Ax (F5),M125SB 162Ax (F5),1,m,14,14
SP30032,N15,M123SB 074Ax TPE (F5),M123SB 074Ax TPE (F5),1,m,15,14
SP30032,N17,M123SB 074Ax TNE (F5),M123SB 074Ax TNE (F5),1,m,17,14
SP30032,N19,M125SB 121Ax TPE (F5),M125SB 121Ax TPE (F5),0.3,m,19,14
SP30032,N21,M125SB 121Ax TNE (F5),M125SB 121Ax TNE (F5),0.4,m,21,14
SP30032,O03,M125SB 151AX M_F,M125SB 151AX M_F,1,m,3,15
SP30032,O05,M125SB 151AX M_F1,M125SB 151AX M_F1,0.5,m,5,15
SP30032,O07,M125SB 151AX M_F2,M125SB 151AX M_F2,0.5,m,7,15
SP30032,O09,M125SB 151AX M_F3,M125SB 151AX M_F3,0.5,m,9,15
SP30032,O11,M125SB 151AX M_F4,M125SB 151AX M_F4,0.5,m,11,15
SP30032,O13,M125SB 151AX M_F5,M125SB 151AX M_F5,0.5,m,13,15
SP30032,O15,M125SB 152AX M_WA,M125SB 152AX M_WA,1,m,15,15
SP30032,O17,M125SB 152AX M_WB,M125SB 152AX M_WB,1,m,17,15
SP30032,O19,M125SB 152AX M_F,M125SB 152AX M_F,1,m,19,15
SP30032,O21,M125SB 152AX M_F1,M125SB 152AX M_F1,0.5,m,21,15
