96 plate ID,96 plate number,96 well,384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
UCSC Peak Lib 071718 1,Plate 3,B07,Taro Batch007a,SP90101,D13,110627 20%_8M,110627 20%_8M,-1,m,13,4
110627S Peak Lib 071718,Plate 4,B07,Taro Batch007a,SP90101,D14,110627S 60%_16M,110627S 60%_16M,-1,m,14,4
UCSC Peak Lib 071718 1,Plate 3,B08,Taro Batch007a,SP90101,D15,110627 20%_9M,110627 20%_9M,-1,m,15,4
110627S Peak Lib 071718,Plate 4,B08,Taro Batch007a,SP90101,D16,110627S 60%_17M,110627S 60%_17M,-1,m,16,4
UCSC Peak Lib 071718 1,Plate 3,B09,Taro Batch007a,SP90101,D17,110627 20%_10M,110627 20%_10M,-1,m,17,4
110627S Peak Lib 071718,Plate 4,B09,Taro Batch007a,SP90101,D18,110627S 60%_18M,110627S 60%_18M,-1,m,18,4
UCSC Peak Lib 071718 1,Plate 3,B10,Taro Batch007a,SP90101,D19,110627 20%_11M,110627 20%_11M,-1,m,19,4
110627S Peak Lib 071718,Plate 4,B10,Taro Batch007a,SP90101,D20,110627S 60%_19M,110627S 60%_19M,-1,m,20,4
UCSC Peak Lib 071718 1,Plate 3,B11,Taro Batch007a,SP90101,D21,110627 20%_12M,110627 20%_12M,-1,m,21,4
0908154 PL plate,Plate 1,C02,Taro Batch007a,SP90101,E03,0908154_CE_24M,0908154_CE_24M,-1,m,3,5
UCSC 110546PL,Plate 2,C02,Taro Batch007a,SP90101,E04,110546CE_13M,110546CE_13M,-1,m,4,5
0908154 PL plate,Plate 1,C03,Taro Batch007a,SP90101,E05,0908154_CE_25M,0908154_CE_25M,-1,m,5,5
UCSC 110546PL,Plate 2,C03,Taro Batch007a,SP90101,E06,110546CE_14M,110546CE_14M,-1,m,6,5
0908154 PL plate,Plate 1,C04,Taro Batch007a,SP90101,E07,0908154_CE_26M,0908154_CE_26M,-1,m,7,5
UCSC 110546PL,Plate 2,C04,Taro Batch007a,SP90101,E08,110546CE_15M,110546CE_15M,-1,m,8,5
0908154 PL plate,Plate 1,C05,Taro Batch007a,SP90101,E09,0908154_CE_27M,0908154_CE_27M,-1,m,9,5
UCSC 110546PL,Plate 2,C05,Taro Batch007a,SP90101,E10,110546CE_16M,110546CE_16M,-1,m,10,5
0908154 PL plate,Plate 1,C06,Taro Batch007a,SP90101,E11,0908154_CE_28M,0908154_CE_28M,-1,m,11,5
UCSC 110546PL,Plate 2,C06,Taro Batch007a,SP90101,E12,110546CE_17M,110546CE_17M,-1,m,12,5
0908154 PL plate,Plate 1,C07,Taro Batch007a,SP90101,E13,0908154_CE_29M,0908154_CE_29M,-1,m,13,5
UCSC 110546PL,Plate 2,C07,Taro Batch007a,SP90101,E14,110546CE_18M,110546CE_18M,-1,m,14,5
UCSC 110546PL,Plate 2,C08,Taro Batch007a,SP90101,E16,110546CE_19M,110546CE_19M,-1,m,16,5
UCSC 110546PL,Plate 2,C09,Taro Batch007a,SP90101,E18,110546CE_20M,110546CE_20M,-1,m,18,5
UCSC 110546PL,Plate 2,C10,Taro Batch007a,SP90101,E20,110546CE_21M,110546CE_21M,-1,m,20,5
UCSC 110546PL,Plate 2,C11,Taro Batch007a,SP90101,E22,110546CE_22M,110546CE_22M,-1,m,22,5
UCSC Peak Lib 071718 1,Plate 3,C02,Taro Batch007a,SP90101,F03,110627S 20%_13M,110627S 20%_13M,-1,m,3,6
UCSC Peak Lib 071718 1,Plate 3,C03,Taro Batch007a,SP90101,F05,110627S 20%_14M,110627S 20%_14M,-1,m,5,6
UCSC Peak Lib 071718 1,Plate 3,C04,Taro Batch007a,SP90101,F07,110627S 20%_15M,110627S 20%_15M,-1,m,7,6
UCSC Peak Lib 071718 1,Plate 3,C05,Taro Batch007a,SP90101,F09,110627S 20%_16M,110627S 20%_16M,-1,m,9,6
UCSC Peak Lib 071718 1,Plate 3,C06,Taro Batch007a,SP90101,F11,110627S 20%_17M,110627S 20%_17M,-1,m,11,6
UCSC Peak Lib 071718 1,Plate 3,C07,Taro Batch007a,SP90101,F13,110627S 20%_18M,110627S 20%_18M,-1,m,13,6
UCSC Peak Lib 071718 1,Plate 3,C08,Taro Batch007a,SP90101,F15,110627S 20%_19M,110627S 20%_19M,-1,m,15,6
UCSC Peak Lib 071718 1,Plate 3,C09,Taro Batch007a,SP90101,F17,110627S 20%_20M,110627S 20%_20M,-1,m,17,6
UCSC Peak Lib 071718 1,Plate 3,C10,Taro Batch007a,SP90101,F19,110627S 20%_21M,110627S 20%_21M,-1,m,19,6
UCSC Peak Lib 071718 1,Plate 3,C11,Taro Batch007a,SP90101,F21,110627S 20%_22M,110627S 20%_22M,-1,m,21,6
0908154 PL plate,Plate 1,D02,Taro Batch007a,SP90101,G03,0908154_60%_3M,0908154_60%_3M,-1,m,3,7
UCSC 110546PL,Plate 2,D02,Taro Batch007a,SP90101,G04,110546CE_23M,110546CE_23M,-1,m,4,7
0908154 PL plate,Plate 1,D03,Taro Batch007a,SP90101,G05,0908154_60%_4M,0908154_60%_4M,-1,m,5,7
UCSC 110546PL,Plate 2,D03,Taro Batch007a,SP90101,G06,110546CE_24M,110546CE_24M,-1,m,6,7
0908154 PL plate,Plate 1,D04,Taro Batch007a,SP90101,G07,0908154_60%_5M,0908154_60%_5M,-1,m,7,7
UCSC 110546PL,Plate 2,D04,Taro Batch007a,SP90101,G08,110546CE_25M,110546CE_25M,-1,m,8,7
0908154 PL plate,Plate 1,D05,Taro Batch007a,SP90101,G09,0908154_60%_6M,0908154_60%_6M,-1,m,9,7
UCSC 110546PL,Plate 2,D05,Taro Batch007a,SP90101,G10,110546CE_26M,110546CE_26M,-1,m,10,7
0908154 PL plate,Plate 1,D06,Taro Batch007a,SP90101,G11,0908154_60%_7M,0908154_60%_7M,-1,m,11,7
UCSC 110546PL,Plate 2,D06,Taro Batch007a,SP90101,G12,110546_CE,110546_CE,-1,m,12,7
0908154 PL plate,Plate 1,D07,Taro Batch007a,SP90101,G13,0908154_60%_8M,0908154_60%_8M,-1,m,13,7
0908154 PL plate,Plate 1,D08,Taro Batch007a,SP90101,G15,0908154_60%_9M,0908154_60%_9M,-1,m,15,7
0908154 PL plate,Plate 1,D09,Taro Batch007a,SP90101,G17,0908154_60%_10M,0908154_60%_10M,-1,m,17,7
0908154 PL plate,Plate 1,D10,Taro Batch007a,SP90101,G19,0908154_60%_11M,0908154_60%_11M,-1,m,19,7
0908154 PL plate,Plate 1,D11,Taro Batch007a,SP90101,G21,0908154_60%_12M,0908154_60%_12M,-1,m,21,7
UCSC Peak Lib 071718 1,Plate 3,D01,Taro Batch007a,SP90101,H01,110627S 20%_23M,110627S 20%_23M,-1,m,1,8
UCSC Peak Lib 071718 1,Plate 3,D02,Taro Batch007a,SP90101,H03,110627S 20%_24M,110627S 20%_24M,-1,m,3,8
UCSC Peak Lib 071718 1,Plate 3,D03,Taro Batch007a,SP90101,H05,110627S 20%_25M,110627S 20%_25M,-1,m,5,8
UCSC Peak Lib 071718 1,Plate 3,D04,Taro Batch007a,SP90101,H07,110627S 20%_26M,110627S 20%_26M,-1,m,7,8
UCSC Peak Lib 071718 1,Plate 3,D05,Taro Batch007a,SP90101,H09,110627S 20%_27M,110627S 20%_27M,-1,m,9,8
UCSC Peak Lib 071718 1,Plate 3,D06,Taro Batch007a,SP90101,H11,110627S 20%_28M,110627S 20%_28M,-1,m,11,8
0908154 PL plate,Plate 1,E02,Taro Batch007a,SP90101,I03,0908154_60%_13M,0908154_60%_13M,-1,m,3,9
0908154 PL plate,Plate 1,E03,Taro Batch007a,SP90101,I05,0908154_60%_14M,0908154_60%_14M,-1,m,5,9
0908154 PL plate,Plate 1,E04,Taro Batch007a,SP90101,I07,0908154_60%_15M,0908154_60%_15M,-1,m,7,9
0908154 PL plate,Plate 1,E05,Taro Batch007a,SP90101,I09,0908154_60%_16M,0908154_60%_16M,-1,m,9,9
0908154 PL plate,Plate 1,E06,Taro Batch007a,SP90101,I11,0908154_60%_17M,0908154_60%_17M,-1,m,11,9
0908154 PL plate,Plate 1,E07,Taro Batch007a,SP90101,I13,0908154_60%_18M,0908154_60%_18M,-1,m,13,9
0908154 PL plate,Plate 1,E08,Taro Batch007a,SP90101,I15,0908154_60%_19M,0908154_60%_19M,-1,m,15,9
0908154 PL plate,Plate 1,E09,Taro Batch007a,SP90101,I17,0908154_60%_20M,0908154_60%_20M,-1,m,17,9
0908154 PL plate,Plate 1,E10,Taro Batch007a,SP90101,I19,0908154_60%_21M,0908154_60%_21M,-1,m,19,9
0908154 PL plate,Plate 1,E11,Taro Batch007a,SP90101,I21,0908154_60%_22M,0908154_60%_22M,-1,m,21,9
UCSC Peak Lib 071718 1,Plate 3,E02,Taro Batch007a,SP90101,J03,130111S CE_4M,130111S CE_4M,-1,m,3,10
UCSC Peak Lib 071718 1,Plate 3,E03,Taro Batch007a,SP90101,J05,130111S CE_5M,130111S CE_5M,-1,m,5,10
UCSC Peak Lib 071718 1,Plate 3,E04,Taro Batch007a,SP90101,J07,130111S CE_6M,130111S CE_6M,-1,m,7,10
UCSC Peak Lib 071718 1,Plate 3,E05,Taro Batch007a,SP90101,J09,130111S CE_7M,130111S CE_7M,-1,m,9,10
UCSC Peak Lib 071718 1,Plate 3,E06,Taro Batch007a,SP90101,J11,130111S CE_8M,130111S CE_8M,-1,m,11,10
UCSC Peak Lib 071718 1,Plate 3,E07,Taro Batch007a,SP90101,J13,130111S CE_9M,130111S CE_9M,-1,m,13,10
UCSC Peak Lib 071718 1,Plate 3,E08,Taro Batch007a,SP90101,J15,130111S CE_10M,130111S CE_10M,-1,m,15,10
UCSC Peak Lib 071718 1,Plate 3,E09,Taro Batch007a,SP90101,J17,130111S CE_11M,130111S CE_11M,-1,m,17,10
UCSC Peak Lib 071718 1,Plate 3,E10,Taro Batch007a,SP90101,J19,130111S CE_12M,130111S CE_12M,-1,m,19,10
UCSC Peak Lib 071718 1,Plate 3,E11,Taro Batch007a,SP90101,J21,130111S CE_13M,130111S CE_13M,-1,m,21,10
0908154 PL plate,Plate 1,F02,Taro Batch007a,SP90101,K03,0908154_60%_23M,0908154_60%_23M,-1,m,3,11
0908154 PL plate,Plate 1,F03,Taro Batch007a,SP90101,K05,0908154_60%_24M,0908154_60%_24M,-1,m,5,11
0908154 PL plate,Plate 1,F04,Taro Batch007a,SP90101,K07,0908154_60%_25M,0908154_60%_25M,-1,m,7,11
0908154 PL plate,Plate 1,F05,Taro Batch007a,SP90101,K09,0908154_60%_26M,0908154_60%_26M,-1,m,9,11
UCSC Peak Lib 071718 1,Plate 3,F02,Taro Batch007a,SP90101,L03,130111S CE_14M,130111S CE_14M,-1,m,3,12
UCSC Peak Lib 071718 1,Plate 3,F03,Taro Batch007a,SP90101,L05,130111S CE_15M,130111S CE_15M,-1,m,5,12
UCSC Peak Lib 071718 1,Plate 3,F04,Taro Batch007a,SP90101,L07,130111S CE_16M,130111S CE_16M,-1,m,7,12
UCSC Peak Lib 071718 1,Plate 3,F05,Taro Batch007a,SP90101,L09,130111S CE_17M,130111S CE_17M,-1,m,9,12
UCSC Peak Lib 071718 1,Plate 3,F06,Taro Batch007a,SP90101,L11,130111S CE_18M,130111S CE_18M,-1,m,11,12
UCSC Peak Lib 071718 1,Plate 3,F07,Taro Batch007a,SP90101,L13,130111S CE_19M,130111S CE_19M,-1,m,13,12
UCSC Peak Lib 071718 1,Plate 3,F08,Taro Batch007a,SP90101,L15,130111S CE_20M,130111S CE_20M,-1,m,15,12
UCSC Peak Lib 071718 1,Plate 3,F09,Taro Batch007a,SP90101,L17,130111S CE_21M,130111S CE_21M,-1,m,17,12
UCSC Peak Lib 071718 1,Plate 3,F10,Taro Batch007a,SP90101,L19,130111S CE_22M,130111S CE_22M,-1,m,19,12
UCSC Peak Lib 071718 1,Plate 3,F11,Taro Batch007a,SP90101,L21,130111S CE_23M,130111S CE_23M,-1,m,21,12
0908154 PL plate,Plate 1,G02,Taro Batch007a,SP90101,M03,0908154_40%_4M,0908154_40%_4M,-1,m,3,13
0908154 PL plate,Plate 1,G03,Taro Batch007a,SP90101,M05,0908154_40%_5M,0908154_40%_5M,-1,m,5,13
0908154 PL plate,Plate 1,G04,Taro Batch007a,SP90101,M07,0908154_40%_6M,0908154_40%_6M,-1,m,7,13
0908154 PL plate,Plate 1,G05,Taro Batch007a,SP90101,M09,0908154_40%_7M,0908154_40%_7M,-1,m,9,13
0908154 PL plate,Plate 1,G06,Taro Batch007a,SP90101,M11,0908154_40%_8M,0908154_40%_8M,-1,m,11,13
0908154 PL plate,Plate 1,G07,Taro Batch007a,SP90101,M13,0908154_40%_9M,0908154_40%_9M,-1,m,13,13
0908154 PL plate,Plate 1,G08,Taro Batch007a,SP90101,M15,0908154_40%_10M,0908154_40%_10M,-1,m,15,13
0908154 PL plate,Plate 1,G09,Taro Batch007a,SP90101,M17,0908154_40%_11M,0908154_40%_11M,-1,m,17,13
0908154 PL plate,Plate 1,G10,Taro Batch007a,SP90101,M19,0908154_40%_12M,0908154_40%_12M,-1,m,19,13
0908154 PL plate,Plate 1,G11,Taro Batch007a,SP90101,M21,0908154_40%_13M,0908154_40%_13M,-1,m,21,13
UCSC Peak Lib 071718 1,Plate 3,G02,Taro Batch007a,SP90101,N03,130111S CE_24M,130111S CE_24M,-1,m,3,14
UCSC Peak Lib 071718 1,Plate 3,G03,Taro Batch007a,SP90101,N05,130111S CE_25M,130111S CE_25M,-1,m,5,14
UCSC Peak Lib 071718 1,Plate 3,G04,Taro Batch007a,SP90101,N07,130111S CE_26M,130111S CE_26M,-1,m,7,14
UCSC Peak Lib 071718 1,Plate 3,G05,Taro Batch007a,SP90101,N09,130111S CE_27M,130111S CE_27M,-1,m,9,14
UCSC Peak Lib 071718 1,Plate 3,G06,Taro Batch007a,SP90101,N11,130111S CE_28M,130111S CE_28M,-1,m,11,14
0908154 PL plate,Plate 1,H02,Taro Batch007a,SP90101,O03,0908154_40%_14M,0908154_40%_14M,-1,m,3,15
0908154 PL plate,Plate 1,H03,Taro Batch007a,SP90101,O05,0908154_40%_15M,0908154_40%_15M,-1,m,5,15
0908154 PL plate,Plate 1,H04,Taro Batch007a,SP90101,O07,0908154_40%_16M,0908154_40%_16M,-1,m,7,15
0908154 PL plate,Plate 1,H05,Taro Batch007a,SP90101,O09,0908154_40%_17M,0908154_40%_17M,-1,m,9,15
0908154 PL plate,Plate 1,H06,Taro Batch007a,SP90101,O11,0908154_40%_18M,0908154_40%_18M,-1,m,11,15
0908154 PL plate,Plate 1,H07,Taro Batch007a,SP90101,O13,0908154_40%_19M,0908154_40%_19M,-1,m,13,15
0908154 PL plate,Plate 1,H08,Taro Batch007a,SP90101,O15,0908154_40%_20M,0908154_40%_20M,-1,m,15,15
0908154 PL plate,Plate 1,H09,Taro Batch007a,SP90101,O17,0908154_40%_21M,0908154_40%_21M,-1,m,17,15
0908154 PL plate,Plate 1,H10,Taro Batch007a,SP90101,O19,0908154_40%_22M,0908154_40%_22M,-1,m,19,15
