96 plate ID,96 plate number,96 well,384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
DDLD1,Plate 3,A02,CNK peaks 01,SP40203,B03,DDLD1_A02,DDLD1_A02,-1,m,3,2
DDLD1,Plate 3,A03,CNK peaks 01,SP40203,B05,DDLD1_A03,DDLD1_A03,-1,m,5,2
DDLD1,Plate 3,A04,CNK peaks 01,SP40203,B07,DDLD1_A04,DDLD1_A04,-1,m,7,2
DDLD1,Plate 3,A05,CNK peaks 01,SP40203,B09,DDLD1_A05,DDLD1_A05,-1,m,9,2
DDLD1,Plate 3,A06,CNK peaks 01,SP40203,B11,DDLD1_A06,DDLD1_A06,-1,m,11,2
DDLD1,Plate 3,A07,CNK peaks 01,SP40203,B13,DDLD1_A07,DDLD1_A07,-1,m,13,2
DDLD1,Plate 3,A08,CNK peaks 01,SP40203,B15,DDLD1_A08,DDLD1_A08,-1,m,15,2
DDLD1,Plate 3,A09,CNK peaks 01,SP40203,B17,DDLD1_A09,DDLD1_A09,-1,m,17,2
DDLD1,Plate 3,A10,CNK peaks 01,SP40203,B19,DDLD1_A10,DDLD1_A10,-1,m,19,2
DDLD1,Plate 3,A11,CNK peaks 01,SP40203,B21,DDLD1_A11,DDLD1_A11,-1,m,21,2
DDLD1,Plate 3,B02,CNK peaks 01,SP40203,D03,DDLD1_B02,DDLD1_B02,-1,m,3,4
DDLD1,Plate 3,B03,CNK peaks 01,SP40203,D05,DDLD1_B03,DDLD1_B03,-1,m,5,4
DDLD1,Plate 3,B04,CNK peaks 01,SP40203,D07,DDLD1_B04,DDLD1_B04,-1,m,7,4
DDLD1,Plate 3,B05,CNK peaks 01,SP40203,D09,DDLD1_B05,DDLD1_B05,-1,m,9,4
DDLD1,Plate 3,B06,CNK peaks 01,SP40203,D11,DDLD1_B06,DDLD1_B06,-1,m,11,4
DDLD1,Plate 3,B07,CNK peaks 01,SP40203,D13,DDLD1_B07,DDLD1_B07,-1,m,13,4
DDLD1,Plate 3,B08,CNK peaks 01,SP40203,D15,DDLD1_B08,DDLD1_B08,-1,m,15,4
DDLD1,Plate 3,B09,CNK peaks 01,SP40203,D17,DDLD1_B09,DDLD1_B09,-1,m,17,4
DDLD1,Plate 3,B10,CNK peaks 01,SP40203,D19,DDLD1_B10,DDLD1_B10,-1,m,19,4
DDLD1,Plate 3,B11,CNK peaks 01,SP40203,D21,DDLD1_B11,DDLD1_B11,-1,m,21,4
DDLD1,Plate 3,C02,CNK peaks 01,SP40203,F03,DDLD1_C02,DDLD1_C02,-1,m,3,6
DDLD1,Plate 3,C03,CNK peaks 01,SP40203,F05,DDLD1_C03,DDLD1_C03,-1,m,5,6
DDLD1,Plate 3,C04,CNK peaks 01,SP40203,F07,DDLD1_C04,DDLD1_C04,-1,m,7,6
DDLD1,Plate 3,C05,CNK peaks 01,SP40203,F09,DDLD1_C05,DDLD1_C05,-1,m,9,6
DDLD1,Plate 3,C06,CNK peaks 01,SP40203,F11,DDLD1_C06,DDLD1_C06,-1,m,11,6
DDLD1,Plate 3,C07,CNK peaks 01,SP40203,F13,DDLD1_C07,DDLD1_C07,-1,m,13,6
DDLD1,Plate 3,C08,CNK peaks 01,SP40203,F15,DDLD1_C08,DDLD1_C08,-1,m,15,6
DDLD1,Plate 3,C09,CNK peaks 01,SP40203,F17,DDLD1_C09,DDLD1_C09,-1,m,17,6
