Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit
SP20162,A01,DMSOA01,DMSOA01
SP20162,A03,RLUS-1851A,RLUS-1851A,-1,m
SP20162,A04,RLUS-1864A,RLUS-1864A,-1,m
SP20162,A05,RLUS-1851B,RLUS-1851B,-1,m
SP20162,A06,RLUS-1864B,RLUS-1864B,-1,m
SP20162,A07,RLUS-1851C,RLUS-1851C,-1,m
SP20162,A08,RLUS-1864C,RLUS-1864C,-1,m
SP20162,A09,RLUS-1851D,RLUS-1851D,-1,m
SP20162,A10,RLUS-1864D,RLUS-1864D,-1,m
SP20162,A11,RLUS-1851E,RLUS-1851E,-1,m
SP20162,A12,RLUS-1864F,RLUS-1864F,-1,m
SP20162,A13,RLUS-1851F,RLUS-1851F,-1,m
SP20162,A14,RLUS-1864E,RLUS-1864E,-1,m
SP20162,A15,RLUS-1852A,RLUS-1852A,-1,m
SP20162,A16,RLUS-1865A,RLUS-1865A,-1,m
SP20162,A17,RLUS-1852B,RLUS-1852B,-1,m
SP20162,A18,RLUS-1865B,RLUS-1865B,-1,m
SP20162,A19,RLUS-1852C,RLUS-1852C,-1,m
SP20162,A20,RLUS-1865C,RLUS-1865C,-1,m
SP20162,A21,RLUS-1852D,RLUS-1852D,-1,m
SP20162,A22,RLUS-1865D,RLUS-1865D,-1,m
SP20162,A23,DMSOA23,DMSOA23
SP20162,B02,DMSOB02,DMSOB02
SP20162,B03,RLUS-1877A,RLUS-1877A,-1,m
SP20162,B04,RLUS-1890A,RLUS-1890A,-1,m
SP20162,B05,RLUS-1877B,RLUS-1877B,-1,m
SP20162,B06,RLUS-1890B,RLUS-1890B,-1,m
SP20162,B07,RLUS-1877C,RLUS-1877C,-1,m
SP20162,B08,RLUS-1890C,RLUS-1890C,-1,m
SP20162,B09,RLUS-1877D,RLUS-1877D,-1,m
SP20162,B10,RLUS-1890D,RLUS-1890D,-1,m
SP20162,B11,RLUS-1877E,RLUS-1877E,-1,m
SP20162,B12,RLUS-1890E,RLUS-1890E,-1,m
SP20162,B13,RLUS-1877F,RLUS-1877F,-1,m
SP20162,B14,RLUS-1890F,RLUS-1890F,-1,m
SP20162,B15,RLUS-1878A,RLUS-1878A,-1,m
SP20162,B16,RLUS-1891A,RLUS-1891A,-1,m
SP20162,B17,RLUS-1878B,RLUS-1878B,-1,m
SP20162,B18,RLUS-1891B,RLUS-1891B,-1,m
SP20162,B19,RLUS-1878C,RLUS-1878C,-1,m
SP20162,B20,RLUS-1891C,RLUS-1891C,-1,m
SP20162,B21,RLUS-1878D,RLUS-1878D,-1,m
SP20162,B22,RLUS-1891D,RLUS-1891D,-1,m
SP20162,B24,DMSOB24,DMSOB24
SP20162,C01,DMSOC01,DMSOC01
SP20162,C03,RLUS-1852E,RLUS-1852E,-1,m
SP20162,C04,RLUS-1865E,RLUS-1865E,-1,m
SP20162,C05,RLUS-1852F,RLUS-1852F,-1,m
SP20162,C06,RLUS-1865F,RLUS-1865F,-1,m
SP20162,C07,RLUS-1853A,RLUS-1853A,-1,m
SP20162,C08,RLUS-1866A,RLUS-1866A,-1,m
SP20162,C09,RLUS-1853B,RLUS-1853B,-1,m
SP20162,C10,RLUS-1866B,RLUS-1866B,-1,m
SP20162,C11,RLUS-1853C,RLUS-1853C,-1,m
SP20162,C12,RLUS-1866C,RLUS-1866C,-1,m
SP20162,C13,RLUS-1853D,RLUS-1853D,-1,m
SP20162,C14,RLUS-1866D,RLUS-1866D,-1,m
SP20162,C15,RLUS-1853E,RLUS-1853E,-1,m
SP20162,C16,RLUS-1866E,RLUS-1866E,-1,m
SP20162,C17,RLUS-1853F,RLUS-1853F,-1,m
SP20162,C18,RLUS-1866F,RLUS-1866F,-1,m
SP20162,C19,RLUS-1854A,RLUS-1854A,-1,m
SP20162,C20,RLUS-1867A,RLUS-1867A,-1,m
SP20162,C21,RLUS-1854B,RLUS-1854B,-1,m
SP20162,C22,RLUS-1867B,RLUS-1867B,-1,m
SP20162,C23,DMSOC23,DMSOC23
SP20162,D02,DMSOD02,DMSOD02
SP20162,D03,RLUS-1878E,RLUS-1878E,-1,m
SP20162,D04,RLUS-1891E,RLUS-1891E,-1,m
SP20162,D05,RLUS-1878F,RLUS-1878F,-1,m
SP20162,D06,RLUS-1891F,RLUS-1891F,-1,m
SP20162,D07,RLUS-1879A,RLUS-1879A,-1,m
SP20162,D08,RLUS-1892A,RLUS-1892A,-1,m
SP20162,D09,RLUS-1879B,RLUS-1879B,-1,m
SP20162,D10,RLUS-1892B,RLUS-1892B,-1,m
SP20162,D11,RLUS-1879C,RLUS-1879C,-1,m
SP20162,D12,RLUS-1892C,RLUS-1892C,-1,m
SP20162,D13,RLUS-1879D,RLUS-1879D,-1,m
SP20162,D14,RLUS-1892D,RLUS-1892D,-1,m
SP20162,D15,RLUS-1879E,RLUS-1879E,-1,m
SP20162,D16,RLUS-1892E,RLUS-1892E,-1,m
SP20162,D17,RLUS-1879F,RLUS-1879F,-1,m
SP20162,D18,RLUS-1892F,RLUS-1892F,-1,m
SP20162,D19,RLUS-1880A,RLUS-1880A,-1,m
SP20162,D20,RLUS-1893A,RLUS-1893A,-1,m
SP20162,D21,RLUS-1880B,RLUS-1880B,-1,m
SP20162,D22,RLUS-1893B,RLUS-1893B,-1,m
SP20162,D24,DMSOD24,DMSOD24
SP20162,E01,DMSOE01,DMSOE01
SP20162,E03,RLUS-1854C,RLUS-1854C,-1,m
SP20162,E04,RLUS-1867C,RLUS-1867C,-1,m
SP20162,E05,RLUS-1854D,RLUS-1854D,-1,m
SP20162,E06,RLUS-1867D,RLUS-1867D,-1,m
SP20162,E07,RLUS-1854E,RLUS-1854E,-1,m
SP20162,E08,RLUS-1867E,RLUS-1867E,-1,m
SP20162,E09,RLUS-1854F,RLUS-1854F,-1,m
SP20162,E10,RLUS-1867F,RLUS-1867F,-1,m
SP20162,E11,RLUS-1855A,RLUS-1855A,-1,m
SP20162,E12,RLUS-1868A,RLUS-1868A,-1,m
SP20162,E13,RLUS-1855B,RLUS-1855B,-1,m
