384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,well_x,well_y
SFU002,SP20259,G07,SYC7-112,SYC7-112,0.3125,m,7,7
SFU002,SP20259,H07,SYC7-112,SYC7-112,0.15625,m,7,8
SFU002,SP20259,I07,SYC7-112,SYC7-112,0.078125,m,7,9
SFU002,SP20259,J07,SYC7-112,SYC7-112,0.0390625,m,7,10
SFU002,SP20259,K07,SYC7-112,SYC7-112,0.01953125,m,7,11
SFU002,SP20259,L07,SYC7-112,SYC7-112,0.009765625,m,7,12
SFU002,SP20259,M07,SYC7-112,SYC7-112,0.004882813,m,7,13
SFU002,SP20259,N07,SYC7-112,SYC7-112,0.002441406,m,7,14
SFU002,SP20259,O07,SYC7-112,SYC7-112,0.001220703,m,7,15
SFU002,SP20259,P07,SYC7-112,SYC7-112,0.000610352,m,7,16
SFU002,SP20259,A08,SYC7-113,SYC7-113,20,m,8,1
SFU002,SP20259,B08,SYC7-113,SYC7-113,10,m,8,2
SFU002,SP20259,C08,SYC7-113,SYC7-113,5,m,8,3
SFU002,SP20259,D08,SYC7-113,SYC7-113,2.5,m,8,4
SFU002,SP20259,E08,SYC7-113,SYC7-113,1.25,m,8,5
SFU002,SP20259,F08,SYC7-113,SYC7-113,0.625,m,8,6
SFU002,SP20259,G08,SYC7-113,SYC7-113,0.3125,m,8,7
SFU002,SP20259,H08,SYC7-113,SYC7-113,0.15625,m,8,8
SFU002,SP20259,I08,SYC7-113,SYC7-113,0.078125,m,8,9
SFU002,SP20259,J08,SYC7-113,SYC7-113,0.0390625,m,8,10
SFU002,SP20259,K08,SYC7-113,SYC7-113,0.01953125,m,8,11
SFU002,SP20259,L08,SYC7-113,SYC7-113,0.009765625,m,8,12
SFU002,SP20259,M08,SYC7-113,SYC7-113,0.004882813,m,8,13
SFU002,SP20259,N08,SYC7-113,SYC7-113,0.002441406,m,8,14
SFU002,SP20259,O08,SYC7-113,SYC7-113,0.001220703,m,8,15
SFU002,SP20259,P08,SYC7-113,SYC7-113,0.000610352,m,8,16
SFU002,SP20259,A09,SYC7-114,SYC7-114,20,m,9,1
SFU002,SP20259,B09,SYC7-114,SYC7-114,10,m,9,2
SFU002,SP20259,C09,SYC7-114,SYC7-114,5,m,9,3
SFU002,SP20259,D09,SYC7-114,SYC7-114,2.5,m,9,4
SFU002,SP20259,E09,SYC7-114,SYC7-114,1.25,m,9,5
SFU002,SP20259,F09,SYC7-114,SYC7-114,0.625,m,9,6
SFU002,SP20259,G09,SYC7-114,SYC7-114,0.3125,m,9,7
SFU002,SP20259,H09,SYC7-114,SYC7-114,0.15625,m,9,8
SFU002,SP20259,I09,SYC7-114,SYC7-114,0.078125,m,9,9
SFU002,SP20259,J09,SYC7-114,SYC7-114,0.0390625,m,9,10
SFU002,SP20259,K09,SYC7-114,SYC7-114,0.01953125,m,9,11
SFU002,SP20259,L09,SYC7-114,SYC7-114,0.009765625,m,9,12
SFU002,SP20259,M09,SYC7-114,SYC7-114,0.004882813,m,9,13
SFU002,SP20259,N09,SYC7-114,SYC7-114,0.002441406,m,9,14
SFU002,SP20259,O09,SYC7-114,SYC7-114,0.001220703,m,9,15
SFU002,SP20259,P09,SYC7-114,SYC7-114,0.000610352,m,9,16
SFU002,SP20259,A10,SYC7-115,SYC7-115,20,m,10,1
SFU002,SP20259,B10,SYC7-115,SYC7-115,10,m,10,2
SFU002,SP20259,C10,SYC7-115,SYC7-115,5,m,10,3
SFU002,SP20259,D10,SYC7-115,SYC7-115,2.5,m,10,4
SFU002,SP20259,E10,SYC7-115,SYC7-115,1.25,m,10,5
SFU002,SP20259,F10,SYC7-115,SYC7-115,0.625,m,10,6
SFU002,SP20259,G10,SYC7-115,SYC7-115,0.3125,m,10,7
SFU002,SP20259,H10,SYC7-115,SYC7-115,0.15625,m,10,8
SFU002,SP20259,I10,SYC7-115,SYC7-115,0.078125,m,10,9
SFU002,SP20259,J10,SYC7-115,SYC7-115,0.0390625,m,10,10
SFU002,SP20259,K10,SYC7-115,SYC7-115,0.01953125,m,10,11
SFU002,SP20259,L10,SYC7-115,SYC7-115,0.009765625,m,10,12
SFU002,SP20259,M10,SYC7-115,SYC7-115,0.004882813,m,10,13
SFU002,SP20259,N10,SYC7-115,SYC7-115,0.002441406,m,10,14
SFU002,SP20259,O10,SYC7-115,SYC7-115,0.001220703,m,10,15
SFU002,SP20259,P10,SYC7-115,SYC7-115,0.000610352,m,10,16
