384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit
RLPA_384_1010_2032 Dilution,SP20250,D05,RLPA-2009F,RLPA-2009F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D06,RLPA-2022F,RLPA-2022F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D07,RLPA-2010A,RLPA-2010A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D08,RLPA-2023A,RLPA-2023A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D09,RLPA-2010B,RLPA-2010B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D10,RLPA-2023B,RLPA-2023B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D11,RLPA-2010C,RLPA-2010C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D12,RLPA-2023C,RLPA-2023C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D13,RLPA-2010D,RLPA-2010D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D14,RLPA-2023D,RLPA-2023D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D15,RLPA-2010E,RLPA-2010E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D16,RLPA-2023E,RLPA-2023E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D17,RLPA-2010F,RLPA-2010F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D18,RLPA-2023F,RLPA-2023F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D19,RLPA-2011A,RLPA-2011A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D20,RLPA-2003A,RLPA-2003A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D21,RLPA-2011B,RLPA-2011B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,D22,RLPA-2003B,RLPA-2003B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,E04,RLPA-1020C,RLPA-1020C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,E06,RLPA-1020D,RLPA-1020D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,E08,RLPA-1020E,RLPA-1020E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,E10,RLPA-1020F,RLPA-1020F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,E12,RLPA-2001A,RLPA-2001A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,E14,RLPA-2001B,RLPA-2001B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,E16,RLPA-2001C,RLPA-2001C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,E18,RLPA-2001D,RLPA-2001D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,E20,RLPA-2001E,RLPA-2001E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,E22,RLPA-2001F,RLPA-2001F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F03,RLPA-2011C,RLPA-2011C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F04,RLPA-2003C,RLPA-2003C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F05,RLPA-2011D,RLPA-2011D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F06,RLPA-2003D,RLPA-2003D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F07,RLPA-2011E,RLPA-2011E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F08,RLPA-2003E,RLPA-2003E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F09,RLPA-2011F,RLPA-2011F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F10,RLPA-2003F,RLPA-2003F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F11,RLPA-2012A,RLPA-2012A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F12,RLPA-2024A,RLPA-2024A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F13,RLPA-2012B,RLPA-2012B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F14,RLPA-2024B,RLPA-2024B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F15,RLPA-2012C,RLPA-2012C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F16,RLPA-2024C,RLPA-2024C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F17,RLPA-2012D,RLPA-2012D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F18,RLPA-2024D,RLPA-2024D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F19,RLPA-2012E,RLPA-2012E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F20,RLPA-2024E,RLPA-2024E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F21,RLPA-2012F,RLPA-2012F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,F22,RLPA-2024F,RLPA-2024F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,G04,RLPA-2002A,RLPA-2002A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,G06,RLPA-2002B,RLPA-2002B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,G08,RLPA-2002C,RLPA-2002C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,G10,RLPA-2002D,RLPA-2002D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,G12,RLPA-2002E,RLPA-2002E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,G14,RLPA-2002F,RLPA-2002F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,G16,RLPA-1021A,RLPA-1021A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,G18,RLPA-1021B,RLPA-1021B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,G20,RLPA-1021C,RLPA-1021C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,G22,RLPA-1021D,RLPA-1021D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H03,RLPA-2013A,RLPA-2013A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H04,RLPA-2025A,RLPA-2025A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H05,RLPA-2013B,RLPA-2013B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H06,RLPA-2025B,RLPA-2025B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H07,RLPA-2013C,RLPA-2013C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H08,RLPA-2025C,RLPA-2025C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H09,RLPA-2013D,RLPA-2013D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H10,RLPA-2025D,RLPA-2025D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H11,RLPA-2013E,RLPA-2013E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H12,RLPA-2025E,RLPA-2025E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H13,RLPA-2013F,RLPA-2013F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H14,RLPA-2025F,RLPA-2025F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H15,RLPA-2014A,RLPA-2014A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H16,RLPA-2026A,RLPA-2026A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H17,RLPA-2014B,RLPA-2014B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H18,RLPA-2026B,RLPA-2026B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H19,RLPA-2014C,RLPA-2014C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H20,RLPA-2026C,RLPA-2026C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H21,RLPA-2014D,RLPA-2014D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,H22,RLPA-2026D,RLPA-2026D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,I04,RLPA-1021E,RLPA-1021E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,I06,RLPA-1021F,RLPA-1021F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,I08,RLPA-1022A,RLPA-1022A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,I10,RLPA-1022B,RLPA-1022B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,I12,RLPA-1022C,RLPA-1022C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,I14,RLPA-1022D,RLPA-1022D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,I16,RLPA-1022E,RLPA-1022E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,I18,RLPA-1022F,RLPA-1022F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,I20,RLPA-2004A,RLPA-2004A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,I22,RLPA-2004B,RLPA-2004B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J03,RLPA-2014E,RLPA-2014E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J04,RLPA-2026E,RLPA-2026E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J05,RLPA-2014F,RLPA-2014F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J06,RLPA-2026F,RLPA-2026F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J07,RLPA-2015A,RLPA-2015A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J08,RLPA-2027A,RLPA-2027A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J09,RLPA-2015B,RLPA-2015B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J10,RLPA-2027B,RLPA-2027B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J11,RLPA-2015C,RLPA-2015C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J12,RLPA-2027C,RLPA-2027C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J13,RLPA-2015D,RLPA-2015D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J14,RLPA-2027D,RLPA-2027D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J15,RLPA-2015E,RLPA-2015E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J16,RLPA-2027E,RLPA-2027E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J17,RLPA-2015F,RLPA-2015F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J18,RLPA-2027F,RLPA-2027F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J19,RLPA-2016A,RLPA-2016A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J20,RLPA-2028A,RLPA-2028A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J21,RLPA-2016B,RLPA-2016B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,J22,RLPA-2028B,RLPA-2028B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,K04,RLPA-2004C,RLPA-2004C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,K06,RLPA-2004D,RLPA-2004D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,K08,RLPA-2004E,RLPA-2004E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,K10,RLPA-2004F,RLPA-2004F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,K12,RLPA-2005A,RLPA-2005A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,K14,RLPA-2005B,RLPA-2005B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,K16,RLPA-2005C,RLPA-2005C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,K18,RLPA-2005D,RLPA-2005D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,K20,RLPA-2005E,RLPA-2005E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,K22,RLPA-2005F,RLPA-2005F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L03,RLPA-2016C,RLPA-2016C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L04,RLPA-2028C,RLPA-2028C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L05,RLPA-2016D,RLPA-2016D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L06,RLPA-2028D,RLPA-2028D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L07,RLPA-2016E,RLPA-2016E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L08,RLPA-2028E,RLPA-2028E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L09,RLPA-2016F,RLPA-2016F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L10,RLPA-2028F,RLPA-2028F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L11,RLPA-2017A,RLPA-2017A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L12,RLPA-2029A,RLPA-2029A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L13,RLPA-2017B,RLPA-2017B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L14,RLPA-2029B,RLPA-2029B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L15,RLPA-2017C,RLPA-2017C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L16,RLPA-2029C,RLPA-2029C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L17,RLPA-2017D,RLPA-2017D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L18,RLPA-2029D,RLPA-2029D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L19,RLPA-2017E,RLPA-2017E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L20,RLPA-2029E,RLPA-2029E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L21,RLPA-2017F,RLPA-2017F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,L22,RLPA-2029F,RLPA-2029F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,M04,RLPA-2006A,RLPA-2006A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,M06,RLPA-2006B,RLPA-2006B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,M08,RLPA-2006C,RLPA-2006C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,M10,RLPA-2006D,RLPA-2006D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,M12,RLPA-2006E,RLPA-2006E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,M14,RLPA-2006F,RLPA-2006F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,M16,RLPA-2007A,RLPA-2007A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,M18,RLPA-2007B,RLPA-2007B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,M20,RLPA-2007C,RLPA-2007C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,M22,RLPA-2007D,RLPA-2007D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N03,RLPA-2018A,RLPA-2018A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N04,RLPA-2030A,RLPA-2030A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N05,RLPA-2018B,RLPA-2018B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N06,RLPA-2030B,RLPA-2030B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N07,RLPA-2018C,RLPA-2018C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N08,RLPA-2030C,RLPA-2030C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N09,RLPA-2018D,RLPA-2018D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N10,RLPA-2030D,RLPA-2030D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N11,RLPA-2018E,RLPA-2018E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N12,RLPA-2030E,RLPA-2030E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N13,RLPA-2018F,RLPA-2018F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N14,RLPA-2030F,RLPA-2030F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N15,RLPA-2019A,RLPA-2019A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N16,RLPA-2031A,RLPA-2031A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N17,RLPA-2019B,RLPA-2019B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N18,RLPA-2031B,RLPA-2031B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N19,RLPA-2019C,RLPA-2019C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N20,RLPA-2031C,RLPA-2031C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N21,RLPA-2019D,RLPA-2019D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,N22,RLPA-2031D,RLPA-2031D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,O04,RLPA-2007E,RLPA-2007E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,O06,RLPA-2007F,RLPA-2007F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,O08,RLPA-1010A,RLPA-1010A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,O10,RLPA-1010B,RLPA-1010B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,O12,RLPA-1010C,RLPA-1010C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,O14,RLPA-1010D,RLPA-1010D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,O16,RLPA-1010E,RLPA-1010E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,O18,RLPA-1010F,RLPA-1010F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,P03,RLPA-2019E,RLPA-2019E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,P04,RLPA-2031E,RLPA-2031E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,P05,RLPA-2019F,RLPA-2019F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,P06,RLPA-2031F,RLPA-2031F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,P07,RLPA-2020A,RLPA-2020A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,P08,RLPA-2032A,RLPA-2032A,-5,m
RLPA_384_1010_2032 Dilution,SP20250,P09,RLPA-2020B,RLPA-2020B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,P10,RLPA-2032B,RLPA-2032B,-5,m
RLPA_384_1010_2032 Dilution,SP20250,P11,RLPA-2020C,RLPA-2020C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,P12,RLPA-2032C,RLPA-2032C,-5,m
RLPA_384_1010_2032 Dilution,SP20250,P13,RLPA-2020D,RLPA-2020D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,P14,RLPA-2032D,RLPA-2032D,-5,m
RLPA_384_1010_2032 Dilution,SP20250,P15,RLPA-2020E,RLPA-2020E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,P16,RLPA-2032E,RLPA-2032E,-5,m
RLPA_384_1010_2032 Dilution,SP20250,P17,RLPA-2020F,RLPA-2020F,-5,m
RLPA_384_1010_2032 Dilution,SP20250,P18,RLPA-2032F,RLPA-2032F,-5,m
