384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y,Notes1,Notes2
HHAprilt2015,SP20261,A03,Anabaenopeptin 679,Anabaenopeptin 679,200,m,3,1
HHAprilt2015,SP20261,A04,1949-D-62-2-1,1949-D-62-2-1,1000,m,4,1
HHAprilt2015,SP20261,A05,1949D62-2-3,1949D62-2-3,900,m,5,1
HHAprilt2015,SP20261,A06,1748B03-2,1748B03-2,600,m,6,1
HHAprilt2015,SP20261,A07,1748-03-4-2,1748-03-4-2,400,m,7,1
HHAprilt2015,SP20261,A08,1748B-03-8-1,1748B-03-8-1,1600,m,8,1
HHAprilt2015,SP20261,A09,1748B-03-8-3,1748B-03-8-3,500,m,9,1
HHAprilt2015,SP20261,A10,1748B-03-8-5,1748B-03-8-5,1,m,10,1
HHAprilt2015,SP20261,A11,1748B-03-10-2,1748B-03-10-2,500,m,11,1
HHAprilt2015,SP20261,A12,1748B03-10-3,1748B03-10-3,200,m,12,1
HHAprilt2015,SP20261,A13,1748B-03-10-6,1748B-03-10-6,300,m,13,1
HHAprilt2015,SP20261,A14,1748B-18-4.1,1748B-18-4.1,135,m,14,1
HHAprilt2015,SP20261,A15,1748B-18-4-3,1748B-18-4-3,750,m,15,1
HHAprilt2015,SP20261,A16,1748B-18-7-1,1748B-18-7-1,1450,m,16,1
HHAprilt2015,SP20261,A17,1748B--18-7-3,1748B--18-7-3,900,m,17,1
HHAprilt2015,SP20261,A18,1867F13.3.9.2,1867F13.3.9.2,1,m,18,1
HHAprilt2015,SP20261,A19,1867F-16-R,1867F-16-R,1,m,19,1,,mitotic
HHAprilt2015,SP20261,A20,1867F12-2-1,1867F12-2-1,200,m,20,1
HHAprilt2015,SP20261,A21,1867F12-2-3,1867F12-2-3,1300,m,21,1
HHAprilt2015,SP20261,A22,1867F1213-10-1-4,1867F1213-10-1-4,1,m,22,1
HHAprilt2015,SP20261,B03,Anabaenopeptin 679,Anabaenopeptin 679,100,m,3,2
HHAprilt2015,SP20261,B04,1949-D-62-2-1,1949-D-62-2-1,500,m,4,2
HHAprilt2015,SP20261,B05,1949D62-2-3,1949D62-2-3,450,m,5,2
HHAprilt2015,SP20261,B06,1748B03-2,1748B03-2,300,m,6,2
HHAprilt2015,SP20261,B07,1748-03-4-2,1748-03-4-2,200,m,7,2
HHAprilt2015,SP20261,B08,1748B-03-8-1,1748B-03-8-1,800,m,8,2
HHAprilt2015,SP20261,B09,1748B-03-8-3,1748B-03-8-3,250,m,9,2
HHAprilt2015,SP20261,B10,1748B-03-8-5,1748B-03-8-5,0.5,m,10,2
HHAprilt2015,SP20261,B11,1748B-03-10-2,1748B-03-10-2,250,m,11,2
HHAprilt2015,SP20261,B12,1748B03-10-3,1748B03-10-3,100,m,12,2
HHAprilt2015,SP20261,B13,1748B-03-10-6,1748B-03-10-6,150,m,13,2
HHAprilt2015,SP20261,B14,1748B-18-4.1,1748B-18-4.1,67.5,m,14,2
HHAprilt2015,SP20261,B15,1748B-18-4-3,1748B-18-4-3,375,m,15,2
HHAprilt2015,SP20261,B16,1748B-18-7-1,1748B-18-7-1,725,m,16,2
HHAprilt2015,SP20261,B17,1748B--18-7-3,1748B--18-7-3,450,m,17,2
HHAprilt2015,SP20261,B18,1867F13.3.9.2,1867F13.3.9.2,0.5,m,18,2
HHAprilt2015,SP20261,B19,1867F-16-R,1867F-16-R,0.5,m,19,2
HHAprilt2015,SP20261,B20,1867F12-2-1,1867F12-2-1,100,m,20,2
HHAprilt2015,SP20261,B21,1867F12-2-3,1867F12-2-3,650,m,21,2
HHAprilt2015,SP20261,B22,1867F1213-10-1-4,1867F1213-10-1-4,0.5,m,22,2
HHAprilt2015,SP20261,C03,Anabaenopeptin 679,Anabaenopeptin 679,50,m,3,3
HHAprilt2015,SP20261,C04,1949-D-62-2-1,1949-D-62-2-1,250,m,4,3
HHAprilt2015,SP20261,C05,1949D62-2-3,1949D62-2-3,225,m,5,3
HHAprilt2015,SP20261,C06,1748B03-2,1748B03-2,150,m,6,3
HHAprilt2015,SP20261,C07,1748-03-4-2,1748-03-4-2,100,m,7,3
HHAprilt2015,SP20261,C08,1748B-03-8-1,1748B-03-8-1,400,m,8,3
HHAprilt2015,SP20261,C09,1748B-03-8-3,1748B-03-8-3,125,m,9,3
HHAprilt2015,SP20261,C10,1748B-03-8-5,1748B-03-8-5,0.25,m,10,3
HHAprilt2015,SP20261,C11,1748B-03-10-2,1748B-03-10-2,125,m,11,3
HHAprilt2015,SP20261,C12,1748B03-10-3,1748B03-10-3,50,m,12,3
HHAprilt2015,SP20261,C13,1748B-03-10-6,1748B-03-10-6,75,m,13,3
HHAprilt2015,SP20261,C14,1748B-18-4.1,1748B-18-4.1,33.75,m,14,3
HHAprilt2015,SP20261,C15,1748B-18-4-3,1748B-18-4-3,187.5,m,15,3
HHAprilt2015,SP20261,C16,1748B-18-7-1,1748B-18-7-1,362.5,m,16,3
HHAprilt2015,SP20261,C17,1748B--18-7-3,1748B--18-7-3,225,m,17,3
HHAprilt2015,SP20261,C18,1867F13.3.9.2,1867F13.3.9.2,0.25,m,18,3
HHAprilt2015,SP20261,C19,1867F-16-R,1867F-16-R,0.25,m,19,3
HHAprilt2015,SP20261,C20,1867F12-2-1,1867F12-2-1,50,m,20,3
HHAprilt2015,SP20261,C21,1867F12-2-3,1867F12-2-3,325,m,21,3
HHAprilt2015,SP20261,C22,1867F1213-10-1-4,1867F1213-10-1-4,0.25,m,22,3
HHAprilt2015,SP20261,D03,Anabaenopeptin 679,Anabaenopeptin 679,25,m,3,4
HHAprilt2015,SP20261,D04,1949-D-62-2-1,1949-D-62-2-1,125,m,4,4
HHAprilt2015,SP20261,D05,1949D62-2-3,1949D62-2-3,112.5,m,5,4
HHAprilt2015,SP20261,D06,1748B03-2,1748B03-2,75,m,6,4
HHAprilt2015,SP20261,D07,1748-03-4-2,1748-03-4-2,50,m,7,4
HHAprilt2015,SP20261,D08,1748B-03-8-1,1748B-03-8-1,200,m,8,4
HHAprilt2015,SP20261,D09,1748B-03-8-3,1748B-03-8-3,62.5,m,9,4
HHAprilt2015,SP20261,D10,1748B-03-8-5,1748B-03-8-5,0.125,m,10,4
HHAprilt2015,SP20261,D11,1748B-03-10-2,1748B-03-10-2,62.5,m,11,4
HHAprilt2015,SP20261,D12,1748B03-10-3,1748B03-10-3,25,m,12,4
HHAprilt2015,SP20261,D13,1748B-03-10-6,1748B-03-10-6,37.5,m,13,4
HHAprilt2015,SP20261,D14,1748B-18-4.1,1748B-18-4.1,16.875,m,14,4
HHAprilt2015,SP20261,D15,1748B-18-4-3,1748B-18-4-3,93.75,m,15,4
HHAprilt2015,SP20261,D16,1748B-18-7-1,1748B-18-7-1,181.25,m,16,4
HHAprilt2015,SP20261,D17,1748B--18-7-3,1748B--18-7-3,112.5,m,17,4
HHAprilt2015,SP20261,D18,1867F13.3.9.2,1867F13.3.9.2,0.125,m,18,4
HHAprilt2015,SP20261,D19,1867F-16-R,1867F-16-R,0.125,m,19,4
HHAprilt2015,SP20261,D20,1867F12-2-1,1867F12-2-1,25,m,20,4
HHAprilt2015,SP20261,D21,1867F12-2-3,1867F12-2-3,162.5,m,21,4
HHAprilt2015,SP20261,D22,1867F1213-10-1-4,1867F1213-10-1-4,0.125,m,22,4
HHAprilt2015,SP20261,E03,Anabaenopeptin 679,Anabaenopeptin 679,12.5,m,3,5
HHAprilt2015,SP20261,E04,1949-D-62-2-1,1949-D-62-2-1,62.5,m,4,5
HHAprilt2015,SP20261,E05,1949D62-2-3,1949D62-2-3,56.25,m,5,5
HHAprilt2015,SP20261,E06,1748B03-2,1748B03-2,37.5,m,6,5
HHAprilt2015,SP20261,E07,1748-03-4-2,1748-03-4-2,25,m,7,5
HHAprilt2015,SP20261,E08,1748B-03-8-1,1748B-03-8-1,100,m,8,5
HHAprilt2015,SP20261,E09,1748B-03-8-3,1748B-03-8-3,31.25,m,9,5
HHAprilt2015,SP20261,E10,1748B-03-8-5,1748B-03-8-5,0.0625,m,10,5
HHAprilt2015,SP20261,E11,1748B-03-10-2,1748B-03-10-2,31.25,m,11,5
HHAprilt2015,SP20261,E12,1748B03-10-3,1748B03-10-3,12.5,m,12,5
HHAprilt2015,SP20261,E13,1748B-03-10-6,1748B-03-10-6,18.75,m,13,5
HHAprilt2015,SP20261,E14,1748B-18-4.1,1748B-18-4.1,8.4375,m,14,5
HHAprilt2015,SP20261,E15,1748B-18-4-3,1748B-18-4-3,46.875,m,15,5
HHAprilt2015,SP20261,E16,1748B-18-7-1,1748B-18-7-1,90.625,m,16,5
HHAprilt2015,SP20261,E17,1748B--18-7-3,1748B--18-7-3,56.25,m,17,5
HHAprilt2015,SP20261,E18,1867F13.3.9.2,1867F13.3.9.2,0.0625,m,18,5
HHAprilt2015,SP20261,E19,1867F-16-R,1867F-16-R,0.0625,m,19,5
HHAprilt2015,SP20261,E20,1867F12-2-1,1867F12-2-1,12.5,m,20,5
HHAprilt2015,SP20261,E21,1867F12-2-3,1867F12-2-3,81.25,m,21,5
HHAprilt2015,SP20261,E22,1867F1213-10-1-4,1867F1213-10-1-4,0.0625,m,22,5
HHAprilt2015,SP20261,F03,Anabaenopeptin 679,Anabaenopeptin 679,6.25,m,3,6
HHAprilt2015,SP20261,F04,1949-D-62-2-1,1949-D-62-2-1,31.25,m,4,6
HHAprilt2015,SP20261,F05,1949D62-2-3,1949D62-2-3,28.125,m,5,6
HHAprilt2015,SP20261,F06,1748B03-2,1748B03-2,18.75,m,6,6
HHAprilt2015,SP20261,F07,1748-03-4-2,1748-03-4-2,12.5,m,7,6
HHAprilt2015,SP20261,F08,1748B-03-8-1,1748B-03-8-1,50,m,8,6
HHAprilt2015,SP20261,F09,1748B-03-8-3,1748B-03-8-3,15.625,m,9,6
HHAprilt2015,SP20261,F10,1748B-03-8-5,1748B-03-8-5,0.03125,m,10,6
HHAprilt2015,SP20261,F11,1748B-03-10-2,1748B-03-10-2,15.625,m,11,6
HHAprilt2015,SP20261,F12,1748B03-10-3,1748B03-10-3,6.25,m,12,6
HHAprilt2015,SP20261,F13,1748B-03-10-6,1748B-03-10-6,9.375,m,13,6
HHAprilt2015,SP20261,F14,1748B-18-4.1,1748B-18-4.1,4.21875,m,14,6
HHAprilt2015,SP20261,F15,1748B-18-4-3,1748B-18-4-3,23.4375,m,15,6
HHAprilt2015,SP20261,F16,1748B-18-7-1,1748B-18-7-1,45.3125,m,16,6
HHAprilt2015,SP20261,F17,1748B--18-7-3,1748B--18-7-3,28.125,m,17,6
HHAprilt2015,SP20261,F18,1867F13.3.9.2,1867F13.3.9.2,0.03125,m,18,6
HHAprilt2015,SP20261,F19,1867F-16-R,1867F-16-R,0.03125,m,19,6
HHAprilt2015,SP20261,F20,1867F12-2-1,1867F12-2-1,6.25,m,20,6
HHAprilt2015,SP20261,F21,1867F12-2-3,1867F12-2-3,40.625,m,21,6
HHAprilt2015,SP20261,F22,1867F1213-10-1-4,1867F1213-10-1-4,0.03125,m,22,6
HHAprilt2015,SP20261,G03,Anabaenopeptin 679,Anabaenopeptin 679,3.125,m,3,7
HHAprilt2015,SP20261,G04,1949-D-62-2-1,1949-D-62-2-1,15.625,m,4,7
HHAprilt2015,SP20261,G05,1949D62-2-3,1949D62-2-3,14.0625,m,5,7
HHAprilt2015,SP20261,G06,1748B03-2,1748B03-2,9.375,m,6,7
HHAprilt2015,SP20261,G07,1748-03-4-2,1748-03-4-2,6.25,m,7,7
HHAprilt2015,SP20261,G08,1748B-03-8-1,1748B-03-8-1,25,m,8,7
HHAprilt2015,SP20261,G09,1748B-03-8-3,1748B-03-8-3,7.8125,m,9,7
HHAprilt2015,SP20261,G10,1748B-03-8-5,1748B-03-8-5,0.015625,m,10,7
HHAprilt2015,SP20261,G11,1748B-03-10-2,1748B-03-10-2,7.8125,m,11,7
HHAprilt2015,SP20261,G12,1748B03-10-3,1748B03-10-3,3.125,m,12,7
HHAprilt2015,SP20261,G13,1748B-03-10-6,1748B-03-10-6,4.6875,m,13,7
HHAprilt2015,SP20261,G14,1748B-18-4.1,1748B-18-4.1,2.109375,m,14,7
HHAprilt2015,SP20261,G15,1748B-18-4-3,1748B-18-4-3,11.71875,m,15,7
HHAprilt2015,SP20261,G16,1748B-18-7-1,1748B-18-7-1,22.65625,m,16,7
HHAprilt2015,SP20261,G17,1748B--18-7-3,1748B--18-7-3,14.0625,m,17,7
HHAprilt2015,SP20261,G18,1867F13.3.9.2,1867F13.3.9.2,0.015625,m,18,7
HHAprilt2015,SP20261,G19,1867F-16-R,1867F-16-R,0.015625,m,19,7
HHAprilt2015,SP20261,G20,1867F12-2-1,1867F12-2-1,3.125,m,20,7
HHAprilt2015,SP20261,G21,1867F12-2-3,1867F12-2-3,20.3125,m,21,7
HHAprilt2015,SP20261,G22,1867F1213-10-1-4,1867F1213-10-1-4,0.015625,m,22,7
HHAprilt2015,SP20261,H03,Anabaenopeptin 679,Anabaenopeptin 679,1.5625,m,3,8,*
HHAprilt2015,SP20261,H04,1949-D-62-2-1,1949-D-62-2-1,7.8125,m,4,8
HHAprilt2015,SP20261,H05,1949D62-2-3,1949D62-2-3,7.03125,m,5,8,,cell count
HHAprilt2015,SP20261,H06,1748B03-2,1748B03-2,4.6875,m,6,8
HHAprilt2015,SP20261,H07,1748-03-4-2,1748-03-4-2,3.125,m,7,8
HHAprilt2015,SP20261,H08,1748B-03-8-1,1748B-03-8-1,12.5,m,8,8
HHAprilt2015,SP20261,H09,1748B-03-8-3,1748B-03-8-3,3.90625,m,9,8
HHAprilt2015,SP20261,H10,1748B-03-8-5,1748B-03-8-5,0.0078125,m,10,8
HHAprilt2015,SP20261,H11,1748B-03-10-2,1748B-03-10-2,3.90625,m,11,8
HHAprilt2015,SP20261,H12,1748B03-10-3,1748B03-10-3,1.5625,m,12,8
HHAprilt2015,SP20261,H13,1748B-03-10-6,1748B-03-10-6,2.34375,m,13,8
HHAprilt2015,SP20261,H14,1748B-18-4.1,1748B-18-4.1,1.0546875,m,14,8
HHAprilt2015,SP20261,H15,1748B-18-4-3,1748B-18-4-3,5.859375,m,15,8
HHAprilt2015,SP20261,H16,1748B-18-7-1,1748B-18-7-1,11.328125,m,16,8
HHAprilt2015,SP20261,H17,1748B--18-7-3,1748B--18-7-3,7.03125,m,17,8
HHAprilt2015,SP20261,H18,1867F13.3.9.2,1867F13.3.9.2,0.0078125,m,18,8
HHAprilt2015,SP20261,H19,1867F-16-R,1867F-16-R,0.0078125,m,19,8
HHAprilt2015,SP20261,H20,1867F12-2-1,1867F12-2-1,1.5625,m,20,8
HHAprilt2015,SP20261,H21,1867F12-2-3,1867F12-2-3,10.15625,m,21,8
HHAprilt2015,SP20261,H22,1867F1213-10-1-4,1867F1213-10-1-4,0.0078125,m,22,8
HHAprilt2015,SP20261,I03,Anabaenopeptin 679,Anabaenopeptin 679,0.78125,m,3,9,*
HHAprilt2015,SP20261,I04,1949D62-2-2,1949D62-2-2,1000,m,4,9
HHAprilt2015,SP20261,I05,1949D62-2-4,1949D62-2-4,1500,m,5,9
HHAprilt2015,SP20261,I06,1748B03-3,1748B03-3,500,m,6,9
HHAprilt2015,SP20261,I07,1748-03-4-6,1748-03-4-6,150,m,7,9
