Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
SP20246,I12,1867F13.3.3,1867F13.3.3,27.5,m,12,9
SP20246,I13,1867F13.3.4,1867F13.3.4,22.5,m,13,9
SP20246,I14,1867F13.3.5,1867F13.3.5,25,m,14,9
SP20246,I15,1867F13.3.6,1867F13.3.6,55,m,15,9
SP20246,I16,1867F13.3.7,1867F13.3.7,25,m,16,9
SP20246,I17,1867F13.3.8,1867F13.3.8,25,m,17,9
SP20246,I18,1867F13.9,1867F13.9,17.5,m,18,9
SP20246,I19,1867F13-sp+13.5,1867F13-sp+13.5,62.5,m,19,9
SP20246,I20,1867F13.u,1867F13.u,50,m,20,9
SP20246,I21,1867F12.3.7,1867F12.3.7,12.5,m,21,9
SP20246,I22,1867F12.3.R,1867F12.3.R,140,m,22,9
SP20246,J03,1867F12.3.1,1867F12.3.1,3.75,m,3,10
SP20246,J04,1867F12.3.2,1867F12.3.2,37.5,m,4,10
SP20246,J05,1867F12.3.3,1867F12.3.3,11.25,m,5,10
SP20246,J06,1867F13.3.5,1867F13.3.5,8.75,m,6,10
SP20246,J07,1867F12.3.6,1867F12.3.6,12.5,m,7,10
SP20246,J08,1867F12.3.9,1867F12.3.9,6.25,m,8,10
SP20246,J09,1867F12.3.10,1867F12.3.10,0.5,m,9,10
SP20246,J10,1867F13.3.R,1867F13.3.R,70,m,10,10
SP20246,J11,1867F13.3.2,1867F13.3.2,0.5,m,11,10
SP20246,J12,1867F13.3.3,1867F13.3.3,13.75,m,12,10
SP20246,J13,1867F13.3.4,1867F13.3.4,11.25,m,13,10
SP20246,J14,1867F13.3.5,1867F13.3.5,12.5,m,14,10
SP20246,J15,1867F13.3.6,1867F13.3.6,27.5,m,15,10
SP20246,J16,1867F13.3.7,1867F13.3.7,12.5,m,16,10
SP20246,J17,1867F13.3.8,1867F13.3.8,12.5,m,17,10
SP20246,J18,1867F13.9,1867F13.9,8.75,m,18,10
SP20246,J19,1867F13-sp+13.5,1867F13-sp+13.5,31.25,m,19,10
SP20246,J20,1867F13.u,1867F13.u,25,m,20,10
SP20246,J21,1867F12.3.7,1867F12.3.7,6.25,m,21,10
SP20246,J22,1867F12.3.R,1867F12.3.R,70,m,22,10
SP20246,K03,1867F12.3.1,1867F12.3.1,1.875,m,3,11
SP20246,K04,1867F12.3.2,1867F12.3.2,18.75,m,4,11
SP20246,K05,1867F12.3.3,1867F12.3.3,5.625,m,5,11
SP20246,K06,1867F13.3.5,1867F13.3.5,4.375,m,6,11
SP20246,K07,1867F12.3.6,1867F12.3.6,6.25,m,7,11
SP20246,K08,1867F12.3.9,1867F12.3.9,3.125,m,8,11
SP20246,K09,1867F12.3.10,1867F12.3.10,0.25,m,9,11
SP20246,K10,1867F13.3.R,1867F13.3.R,35,m,10,11
SP20246,K11,1867F13.3.2,1867F13.3.2,0.25,m,11,11
SP20246,K12,1867F13.3.3,1867F13.3.3,6.875,m,12,11
SP20246,K13,1867F13.3.4,1867F13.3.4,5.625,m,13,11
SP20246,K14,1867F13.3.5,1867F13.3.5,6.25,m,14,11
SP20246,K15,1867F13.3.6,1867F13.3.6,13.75,m,15,11
SP20246,K16,1867F13.3.7,1867F13.3.7,6.25,m,16,11
SP20246,K17,1867F13.3.8,1867F13.3.8,6.25,m,17,11
SP20246,K18,1867F13.9,1867F13.9,4.375,m,18,11
SP20246,K19,1867F13-sp+13.5,1867F13-sp+13.5,15.625,m,19,11
SP20246,K20,1867F13.u,1867F13.u,12.5,m,20,11
SP20246,K21,1867F12.3.7,1867F12.3.7,3.125,m,21,11
SP20246,K22,1867F12.3.R,1867F12.3.R,35,m,22,11
SP20246,L03,1867F12.3.1,1867F12.3.1,0.9375,m,3,12
SP20246,L04,1867F12.3.2,1867F12.3.2,9.375,m,4,12
SP20246,L05,1867F12.3.3,1867F12.3.3,2.8125,m,5,12
SP20246,L06,1867F13.3.5,1867F13.3.5,2.1875,m,6,12
SP20246,L07,1867F12.3.6,1867F12.3.6,3.125,m,7,12
SP20246,L08,1867F12.3.9,1867F12.3.9,1.5625,m,8,12
SP20246,L09,1867F12.3.10,1867F12.3.10,0.125,m,9,12
SP20246,L10,1867F13.3.R,1867F13.3.R,17.5,m,10,12
SP20246,L11,1867F13.3.2,1867F13.3.2,0.125,m,11,12
SP20246,L12,1867F13.3.3,1867F13.3.3,3.4375,m,12,12
SP20246,L13,1867F13.3.4,1867F13.3.4,2.8125,m,13,12
SP20246,L14,1867F13.3.5,1867F13.3.5,3.125,m,14,12
SP20246,L15,1867F13.3.6,1867F13.3.6,6.875,m,15,12
SP20246,L16,1867F13.3.7,1867F13.3.7,3.125,m,16,12
SP20246,L17,1867F13.3.8,1867F13.3.8,3.125,m,17,12
SP20246,L18,1867F13.9,1867F13.9,2.1875,m,18,12
SP20246,L19,1867F13-sp+13.5,1867F13-sp+13.5,7.8125,m,19,12
SP20246,L20,1867F13.u,1867F13.u,6.25,m,20,12
SP20246,L21,1867F12.3.7,1867F12.3.7,1.5625,m,21,12
SP20246,L22,1867F12.3.R,1867F12.3.R,17.5,m,22,12
SP20246,M03,1867F12.3.1,1867F12.3.1,0.46875,m,3,13
SP20246,M04,1867F12.3.2,1867F12.3.2,4.6875,m,4,13
SP20246,M05,1867F12.3.3,1867F12.3.3,1.40625,m,5,13
SP20246,M06,1867F13.3.5,1867F13.3.5,1.09375,m,6,13
SP20246,M07,1867F12.3.6,1867F12.3.6,1.5625,m,7,13
SP20246,M08,1867F12.3.9,1867F12.3.9,0.78125,m,8,13
SP20246,M09,1867F12.3.10,1867F12.3.10,0.0625,m,9,13
SP20246,M10,1867F13.3.R,1867F13.3.R,8.75,m,10,13
SP20246,M11,1867F13.3.2,1867F13.3.2,0.0625,m,11,13
SP20246,M12,1867F13.3.3,1867F13.3.3,1.71875,m,12,13
SP20246,M13,1867F13.3.4,1867F13.3.4,1.40625,m,13,13
SP20246,M14,1867F13.3.5,1867F13.3.5,1.5625,m,14,13
SP20246,M15,1867F13.3.6,1867F13.3.6,3.4375,m,15,13
SP20246,M16,1867F13.3.7,1867F13.3.7,1.5625,m,16,13
SP20246,M17,1867F13.3.8,1867F13.3.8,1.5625,m,17,13
SP20246,M18,1867F13.9,1867F13.9,1.09375,m,18,13
SP20246,M19,1867F13-sp+13.5,1867F13-sp+13.5,3.90625,m,19,13
SP20246,M20,1867F13.u,1867F13.u,3.125,m,20,13
SP20246,M21,1867F12.3.7,1867F12.3.7,0.78125,m,21,13
SP20246,M22,1867F12.3.R,1867F12.3.R,8.75,m,22,13
SP20246,N03,1867F12.3.1,1867F12.3.1,0.234375,m,3,14
SP20246,N04,1867F12.3.2,1867F12.3.2,2.34375,m,4,14
SP20246,N05,1867F12.3.3,1867F12.3.3,0.703125,m,5,14
SP20246,N06,1867F13.3.5,1867F13.3.5,0.546875,m,6,14
SP20246,N07,1867F12.3.6,1867F12.3.6,0.78125,m,7,14
SP20246,N08,1867F12.3.9,1867F12.3.9,0.390625,m,8,14
SP20246,N09,1867F12.3.10,1867F12.3.10,0.03125,m,9,14
SP20246,N10,1867F13.3.R,1867F13.3.R,4.375,m,10,14
SP20246,N11,1867F13.3.2,1867F13.3.2,0.03125,m,11,14
SP20246,N12,1867F13.3.3,1867F13.3.3,0.859375,m,12,14
SP20246,N13,1867F13.3.4,1867F13.3.4,0.703125,m,13,14
SP20246,N14,1867F13.3.5,1867F13.3.5,0.78125,m,14,14
SP20246,N15,1867F13.3.6,1867F13.3.6,1.71875,m,15,14
SP20246,N16,1867F13.3.7,1867F13.3.7,0.78125,m,16,14
SP20246,N17,1867F13.3.8,1867F13.3.8,0.78125,m,17,14
SP20246,N18,1867F13.9,1867F13.9,0.546875,m,18,14
SP20246,N19,1867F13-sp+13.5,1867F13-sp+13.5,1.953125,m,19,14
SP20246,N20,1867F13.u,1867F13.u,1.5625,m,20,14
SP20246,N21,1867F12.3.7,1867F12.3.7,0.390625,m,21,14
SP20246,N22,1867F12.3.R,1867F12.3.R,4.375,m,22,14
SP20246,O03,1867F12.3.1,1867F12.3.1,0.1171875,m,3,15
SP20246,O04,1867F12.3.2,1867F12.3.2,1.171875,m,4,15
SP20246,O05,1867F12.3.3,1867F12.3.3,0.3515625,m,5,15
SP20246,O06,1867F13.3.5,1867F13.3.5,0.2734375,m,6,15
SP20246,O07,1867F12.3.6,1867F12.3.6,0.390625,m,7,15
SP20246,O08,1867F12.3.9,1867F12.3.9,0.1953125,m,8,15
SP20246,O09,1867F12.3.10,1867F12.3.10,0.015625,m,9,15
SP20246,O10,1867F13.3.R,1867F13.3.R,2.1875,m,10,15
SP20246,O11,1867F13.3.2,1867F13.3.2,0.015625,m,11,15
SP20246,O12,1867F13.3.3,1867F13.3.3,0.4296875,m,12,15
SP20246,O13,1867F13.3.4,1867F13.3.4,0.3515625,m,13,15
SP20246,O14,1867F13.3.5,1867F13.3.5,0.390625,m,14,15
SP20246,O15,1867F13.3.6,1867F13.3.6,0.859375,m,15,15
SP20246,O16,1867F13.3.7,1867F13.3.7,0.390625,m,16,15
SP20246,O17,1867F13.3.8,1867F13.3.8,0.390625,m,17,15
SP20246,O18,1867F13.9,1867F13.9,0.2734375,m,18,15
SP20246,O19,1867F13-sp+13.5,1867F13-sp+13.5,0.9765625,m,19,15
SP20246,O20,1867F13.u,1867F13.u,0.78125,m,20,15
SP20246,O21,1867F12.3.7,1867F12.3.7,0.1953125,m,21,15
SP20246,O22,1867F12.3.R,1867F12.3.R,2.1875,m,22,15
SP20246,P03,1867F12.3.1,1867F12.3.1,0.05859375,m,3,16
SP20246,P04,1867F12.3.2,1867F12.3.2,0.5859375,m,4,16
SP20246,P05,1867F12.3.3,1867F12.3.3,0.17578125,m,5,16
SP20246,P06,1867F13.3.5,1867F13.3.5,0.13671875,m,6,16
SP20246,P07,1867F12.3.6,1867F12.3.6,0.1953125,m,7,16
SP20246,P08,1867F12.3.9,1867F12.3.9,0.09765625,m,8,16
SP20246,P09,1867F12.3.10,1867F12.3.10,0.0078125,m,9,16
SP20246,P10,1867F13.3.R,1867F13.3.R,1.09375,m,10,16
SP20246,P11,1867F13.3.2,1867F13.3.2,0.0078125,m,11,16
SP20246,P12,1867F13.3.3,1867F13.3.3,0.21484375,m,12,16
SP20246,P13,1867F13.3.4,1867F13.3.4,0.17578125,m,13,16
SP20246,P14,1867F13.3.5,1867F13.3.5,0.1953125,m,14,16
SP20246,P15,1867F13.3.6,1867F13.3.6,0.4296875,m,15,16
SP20246,P16,1867F13.3.7,1867F13.3.7,0.1953125,m,16,16
SP20246,P17,1867F13.3.8,1867F13.3.8,0.1953125,m,17,16
SP20246,P18,1867F13.9,1867F13.9,0.13671875,m,18,16
SP20246,P19,1867F13-sp+13.5,1867F13-sp+13.5,0.48828125,m,19,16
SP20246,P20,1867F13.u,1867F13.u,0.390625,m,20,16
SP20246,P21,1867F12.3.7,1867F12.3.7,0.09765625,m,21,16
SP20246,P22,1867F12.3.R,1867F12.3.R,1.09375,m,22,16
