HIFAN Plate Map,384 plate ID,Plate Map,Well,Human Readable Name,SWID,MoleculeID,Concentration,Concentration units,Volume,Preparer,Date Prepared,Notes
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A03,SW329748-1,SW329748-1,RLCA-1053A,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A04,SW329749-1,SW329749-1,RLCA-1066A,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A05,SW329750-1,SW329750-1,RLCA-1053B,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A06,SW329751-1,SW329751-1,RLCA-1066B,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A07,SW329752-1,SW329752-1,RLCA-1053C,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A08,SW329753-1,SW329753-1,RLCA-1066C,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A09,SW329754-1,SW329754-1,RLCA-1053D,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A10,SW329755-1,SW329755-1,RLCA-1066D,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A11,SW329756-1,SW329756-1,RLCA-1053E,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A12,SW329757-1,SW329757-1,RLCA-1066E,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A13,SW329758-1,SW329758-1,RLCA-1053F,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A14,SW329759-1,SW329759-1,RLCA-1066F,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A15,SW329760-1,SW329760-1,RLCA-1054A,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A16,SW329761-1,SW329761-1,RLCA-1067A,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A17,SW329762-1,SW329762-1,RLCA-1054B,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A18,SW329763-1,SW329763-1,RLCA-1067B,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A19,SW329764-1,SW329764-1,RLCA-1054C,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A20,SW329765-1,SW329765-1,RLCA-1067C,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A21,SW329766-1,SW329766-1,RLCA-1054D,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,A22,SW329767-1,SW329767-1,RLCA-1067D,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B03,SW329768-1,SW329768-1,RLCA-1079A,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B04,SW329769-1,SW329769-1,RLCA-1092A,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B05,SW329770-1,SW329770-1,RLCA-1079B,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B06,SW329771-1,SW329771-1,RLCA-1092B,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B07,SW329772-1,SW329772-1,RLCA-1079C,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B08,SW329773-1,SW329773-1,RLCA-1092C,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B09,SW329774-1,SW329774-1,RLCA-1079D,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B10,SW329775-1,SW329775-1,RLCA-1092D,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B11,SW329776-1,SW329776-1,RLCA-1079E,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B12,SW329777-1,SW329777-1,RLCA-1092E,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B13,SW329778-1,SW329778-1,RLCA-1079F,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B14,SW329779-1,SW329779-1,RLCA-1092F,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B15,SW329780-1,SW329780-1,RLCA-1080A,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B16,SW329781-1,SW329781-1,RLCA-1093A,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B17,SW329782-1,SW329782-1,RLCA-1080B,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B18,SW329783-1,SW329783-1,RLCA-1093B,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B19,SW329784-1,SW329784-1,RLCA-1080C,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B20,SW329785-1,SW329785-1,RLCA-1093C,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B21,SW329786-1,SW329786-1,RLCA-1080D,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,B22,SW329787-1,SW329787-1,RLCA-1093D,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C03,SW329788-1,SW329788-1,RLCA-1054E,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C04,SW329789-1,SW329789-1,RLCA-1067E,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C05,SW329790-1,SW329790-1,RLCA-1054F,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C06,SW329791-1,SW329791-1,RLCA-1067F,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C07,SW329792-1,SW329792-1,RLCA-1055A,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C08,SW329793-1,SW329793-1,RLCA-1068A,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C09,SW329794-1,SW329794-1,RLCA-1055B,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C10,SW329795-1,SW329795-1,RLCA-1068B,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C11,SW329796-1,SW329796-1,RLCA-1055C,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C12,SW329797-1,SW329797-1,RLCA-1068C,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C13,SW329798-1,SW329798-1,RLCA-1055D,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C14,SW329799-1,SW329799-1,RLCA-1068D,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C15,SW329800-1,SW329800-1,RLCA-1055E,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C16,SW329801-1,SW329801-1,RLCA-1068E,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C17,SW329802-1,SW329802-1,RLCA-1055F,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C18,SW329803-1,SW329803-1,RLCA-1068F,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C19,SW329804-1,SW329804-1,RLCA-1056A,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C20,SW329805-1,SW329805-1,RLCA-1069A,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C21,SW329806-1,SW329806-1,RLCA-1056B,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,C22,SW329807-1,SW329807-1,RLCA-1069B,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D03,SW329808-1,SW329808-1,RLCA-1080E,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D04,SW329809-1,SW329809-1,RLCA-1093E,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D05,SW329810-1,SW329810-1,RLCA-1080F,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D06,SW329811-1,SW329811-1,RLCA-1093F,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D07,SW329812-1,SW329812-1,RLCA-1081A,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D08,SW329813-1,SW329813-1,RLCA-1094A,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D09,SW329814-1,SW329814-1,RLCA-1081B,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D10,SW329815-1,SW329815-1,RLCA-1094B,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D11,SW329816-1,SW329816-1,RLCA-1081C,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D12,SW329817-1,SW329817-1,RLCA-1094C,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D13,SW329818-1,SW329818-1,RLCA-1081D,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D14,SW329819-1,SW329819-1,RLCA-1094D,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D15,SW329820-1,SW329820-1,RLCA-1081E,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D16,SW329821-1,SW329821-1,RLCA-1094E,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D17,SW329822-1,SW329822-1,RLCA-1081F,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D18,SW329823-1,SW329823-1,RLCA-1094F,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D19,SW329824-1,SW329824-1,RLCA-1082A,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D20,SW329825-1,SW329825-1,RLCA-1095A,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D21,SW329826-1,SW329826-1,RLCA-1082B,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,D22,SW329827-1,SW329827-1,RLCA-1095B,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,E03,SW329828-1,SW329828-1,RLCA-1056C,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,E04,SW329829-1,SW329829-1,RLCA-1069C,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,E05,SW329830-1,SW329830-1,RLCA-1056D,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,E06,SW329831-1,SW329831-1,RLCA-1069D,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,E07,SW329832-1,SW329832-1,RLCA-1056E,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,E08,SW329833-1,SW329833-1,RLCA-1069E,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,E09,SW329834-1,SW329834-1,RLCA-1056F,-5,m
HIFAN_RL_003,RLCA_384_1053_1104,SP20294,E10,SW329835-1,SW329835-1,RLCA-1069F,-5,m
