96 plate ID,96 plate number,96 well,384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
,Plate 2,E10,Leni 384001,SP90097,I20,R6AW,R6AW,10,m,20,9
,Plate 3,E02,Leni 384001,SP90097,J03,BV5,BV5,2,m,3,10
,Plate 4,E02,Leni 384001,SP90097,J04,BV5,BV5,0.4,m,4,10
,Plate 3,E03,Leni 384001,SP90097,J05,BV13,BV13,2,m,5,10
,Plate 4,E03,Leni 384001,SP90097,J06,BV13,BV13,0.4,m,6,10
,Plate 3,E04,Leni 384001,SP90097,J07,24083,24083,2,m,7,10
,Plate 4,E04,Leni 384001,SP90097,J08,24083,24083,0.4,m,8,10
,Plate 3,E05,Leni 384001,SP90097,J09,R6A,R6A,2,m,9,10
,Plate 4,E05,Leni 384001,SP90097,J10,R6A,R6A,0.4,m,10,10
,Plate 3,E07,Leni 384001,SP90097,J13,BV5W,BV5W,2,m,13,10
,Plate 4,E07,Leni 384001,SP90097,J14,BV5W,BV5W,0.4,m,14,10
,Plate 3,E08,Leni 384001,SP90097,J15,BV13W,BV13W,2,m,15,10
,Plate 4,E08,Leni 384001,SP90097,J16,BV13W,BV13W,0.4,m,16,10
,Plate 3,E09,Leni 384001,SP90097,J17,24083W,24083W,2,m,17,10
,Plate 4,E09,Leni 384001,SP90097,J18,24083W,24083W,0.4,m,18,10
,Plate 3,E10,Leni 384001,SP90097,J19,R6AW,R6AW,2,m,19,10
,Plate 4,E10,Leni 384001,SP90097,J20,R6AW,R6AW,0.4,m,20,10
,Plate 1,F02,Leni 384001,SP90097,K03,BV6,BV6,50,m,3,11
,Plate 2,F02,Leni 384001,SP90097,K04,BV6,BV6,10,m,4,11
,Plate 1,F03,Leni 384001,SP90097,K05,BV1-2,BV1-2,50,m,5,11
,Plate 2,F03,Leni 384001,SP90097,K06,BV1-2,BV1-2,10,m,6,11
,Plate 1,F04,Leni 384001,SP90097,K07,R1-1,R1-1,50,m,7,11
,Plate 2,F04,Leni 384001,SP90097,K08,R1-1,R1-1,10,m,8,11
,Plate 1,F05,Leni 384001,SP90097,K09,R6B,R6B,50,m,9,11
,Plate 2,F05,Leni 384001,SP90097,K10,R6B,R6B,10,m,10,11
,Plate 1,F07,Leni 384001,SP90097,K13,BV6W,BV6W,50,m,13,11
,Plate 2,F07,Leni 384001,SP90097,K14,BV6W,BV6W,10,m,14,11
,Plate 1,F08,Leni 384001,SP90097,K15,BV1-2W,BV1-2W,50,m,15,11
,Plate 2,F08,Leni 384001,SP90097,K16,BV1-2W,BV1-2W,10,m,16,11
,Plate 1,F09,Leni 384001,SP90097,K17,R1-1W,R1-1W,50,m,17,11
,Plate 2,F09,Leni 384001,SP90097,K18,R1-1W,R1-1W,10,m,18,11
,Plate 1,F10,Leni 384001,SP90097,K19,R6BW,R6BW,50,m,19,11
,Plate 2,F10,Leni 384001,SP90097,K20,R6BW,R6BW,10,m,20,11
,Plate 3,F02,Leni 384001,SP90097,L03,BV6,BV6,2,m,3,12
,Plate 4,F02,Leni 384001,SP90097,L04,BV6,BV6,0.4,m,4,12
,Plate 3,F03,Leni 384001,SP90097,L05,BV1-2,BV1-2,2,m,5,12
,Plate 4,F03,Leni 384001,SP90097,L06,BV1-2,BV1-2,0.4,m,6,12
,Plate 3,F04,Leni 384001,SP90097,L07,R1-1,R1-1,2,m,7,12
,Plate 4,F04,Leni 384001,SP90097,L08,R1-1,R1-1,0.4,m,8,12
,Plate 3,F05,Leni 384001,SP90097,L09,R6B,R6B,2,m,9,12
,Plate 4,F05,Leni 384001,SP90097,L10,R6B,R6B,0.4,m,10,12
,Plate 3,F07,Leni 384001,SP90097,L13,BV6W,BV6W,2,m,13,12
,Plate 4,F07,Leni 384001,SP90097,L14,BV6W,BV6W,0.4,m,14,12
,Plate 3,F08,Leni 384001,SP90097,L15,BV1-2W,BV1-2W,2,m,15,12
,Plate 4,F08,Leni 384001,SP90097,L16,BV1-2W,BV1-2W,0.4,m,16,12
,Plate 3,F09,Leni 384001,SP90097,L17,R1-1W,R1-1W,2,m,17,12
,Plate 4,F09,Leni 384001,SP90097,L18,R1-1W,R1-1W,0.4,m,18,12
,Plate 3,F10,Leni 384001,SP90097,L19,R6BW,R6BW,2,m,19,12
,Plate 4,F10,Leni 384001,SP90097,L20,R6BW,R6BW,0.4,m,20,12
,Plate 1,G02,Leni 384001,SP90097,M03,BV7,BV7,50,m,3,13
,Plate 2,G02,Leni 384001,SP90097,M04,BV7,BV7,10,m,4,13
,Plate 1,G03,Leni 384001,SP90097,M05,SG01,SG01,50,m,5,13
,Plate 2,G03,Leni 384001,SP90097,M06,SG01,SG01,10,m,6,13
,Plate 1,G04,Leni 384001,SP90097,M07,R1-2,R1-2,50,m,7,13
,Plate 2,G04,Leni 384001,SP90097,M08,R1-2,R1-2,10,m,8,13
,Plate 1,G05,Leni 384001,SP90097,M09,R7A,R7A,50,m,9,13
,Plate 2,G05,Leni 384001,SP90097,M10,R7A,R7A,10,m,10,13
,Plate 1,G07,Leni 384001,SP90097,M13,BV7W,BV7W,50,m,13,13
,Plate 2,G07,Leni 384001,SP90097,M14,BV7W,BV7W,10,m,14,13
,Plate 1,G08,Leni 384001,SP90097,M15,SG01W,SG01W,50,m,15,13
,Plate 2,G08,Leni 384001,SP90097,M16,SG01W,SG01W,10,m,16,13
,Plate 1,G09,Leni 384001,SP90097,M17,R1-2W,R1-2W,50,m,17,13
,Plate 2,G09,Leni 384001,SP90097,M18,R1-2W,R1-2W,10,m,18,13
,Plate 1,G10,Leni 384001,SP90097,M19,R7AW,R7AW,50,m,19,13
,Plate 2,G10,Leni 384001,SP90097,M20,R7AW,R7AW,10,m,20,13
,Plate 3,G02,Leni 384001,SP90097,N03,BV7,BV7,2,m,3,14
,Plate 4,G02,Leni 384001,SP90097,N04,BV7,BV7,0.4,m,4,14
,Plate 3,G03,Leni 384001,SP90097,N05,SG01,SG01,2,m,5,14
,Plate 4,G03,Leni 384001,SP90097,N06,SG01,SG01,0.4,m,6,14
,Plate 3,G04,Leni 384001,SP90097,N07,R1-2,R1-2,2,m,7,14
,Plate 4,G04,Leni 384001,SP90097,N08,R1-2,R1-2,0.4,m,8,14
,Plate 3,G05,Leni 384001,SP90097,N09,R7A,R7A,2,m,9,14
,Plate 4,G05,Leni 384001,SP90097,N10,R7A,R7A,0.4,m,10,14
,Plate 3,G07,Leni 384001,SP90097,N13,BV7W,BV7W,2,m,13,14
,Plate 4,G07,Leni 384001,SP90097,N14,BV7W,BV7W,0.4,m,14,14
,Plate 3,G08,Leni 384001,SP90097,N15,SG01W,SG01W,2,m,15,14
,Plate 4,G08,Leni 384001,SP90097,N16,SG01W,SG01W,0.4,m,16,14
,Plate 3,G09,Leni 384001,SP90097,N17,R1-2W,R1-2W,2,m,17,14
,Plate 4,G09,Leni 384001,SP90097,N18,R1-2W,R1-2W,0.4,m,18,14
,Plate 3,G10,Leni 384001,SP90097,N19,R7AW,R7AW,2,m,19,14
,Plate 4,G10,Leni 384001,SP90097,N20,R7AW,R7AW,0.4,m,20,14
,Plate 1,H02,Leni 384001,SP90097,O03,BV8,BV8,50,m,3,15
,Plate 2,H02,Leni 384001,SP90097,O04,BV8,BV8,10,m,4,15
,Plate 1,H03,Leni 384001,SP90097,O05,SG31,SG31,50,m,5,15
,Plate 2,H03,Leni 384001,SP90097,O06,SG31,SG31,10,m,6,15
,Plate 1,H04,Leni 384001,SP90097,O07,R2-1,R2-1,50,m,7,15
,Plate 2,H04,Leni 384001,SP90097,O08,R2-1,R2-1,10,m,8,15
,Plate 1,H05,Leni 384001,SP90097,O09,R7B,R7B,50,m,9,15
,Plate 2,H05,Leni 384001,SP90097,O10,R7B,R7B,10,m,10,15
,Plate 1,H07,Leni 384001,SP90097,O13,BV8-DW,BV8-DW,50,m,13,15
,Plate 2,H07,Leni 384001,SP90097,O14,BV8-DW,BV8-DW,10,m,14,15
,Plate 1,H08,Leni 384001,SP90097,O15,SG31W,SG31W,50,m,15,15
,Plate 2,H08,Leni 384001,SP90097,O16,SG31W,SG31W,10,m,16,15
,Plate 1,H09,Leni 384001,SP90097,O17,R2-1W,R2-1W,50,m,17,15
,Plate 2,H09,Leni 384001,SP90097,O18,R2-1W,R2-1W,10,m,18,15
,Plate 1,H10,Leni 384001,SP90097,O19,R7BW,R7BW,50,m,19,15
,Plate 2,H10,Leni 384001,SP90097,O20,R7BW,R7BW,10,m,20,15
,Plate 3,H02,Leni 384001,SP90097,P03,BV8,BV8,2,m,3,16
,Plate 4,H02,Leni 384001,SP90097,P04,BV8,BV8,0.4,m,4,16
,Plate 3,H03,Leni 384001,SP90097,P05,SG31,SG31,2,m,5,16
,Plate 4,H03,Leni 384001,SP90097,P06,SG31,SG31,0.4,m,6,16
,Plate 3,H04,Leni 384001,SP90097,P07,R2-1,R2-1,2,m,7,16
,Plate 4,H04,Leni 384001,SP90097,P08,R2-1,R2-1,0.4,m,8,16
,Plate 3,H05,Leni 384001,SP90097,P09,R7B,R7B,2,m,9,16
,Plate 4,H05,Leni 384001,SP90097,P10,R7B,R7B,0.4,m,10,16
,Plate 3,H07,Leni 384001,SP90097,P13,BV8-DW,BV8-DW,2,m,13,16
,Plate 4,H07,Leni 384001,SP90097,P14,BV8-DW,BV8-DW,0.4,m,14,16
,Plate 3,H08,Leni 384001,SP90097,P15,SG31W,SG31W,2,m,15,16
,Plate 4,H08,Leni 384001,SP90097,P16,SG31W,SG31W,0.4,m,16,16
,Plate 3,H09,Leni 384001,SP90097,P17,R2-1W,R2-1W,2,m,17,16
,Plate 4,H09,Leni 384001,SP90097,P18,R2-1W,R2-1W,0.4,m,18,16
,Plate 3,H10,Leni 384001,SP90097,P19,R7BW,R7BW,2,m,19,16
,Plate 4,H10,Leni 384001,SP90097,P20,R7BW,R7BW,0.4,m,20,16
