Plate Map,Well,Human Readable Name,MoleculeID,Concentration,unit
SP40036,A01,DMSOA01,DMSOA01
SP40036,A03,1526E_C_24hr,1526E_C_24hr,300,u
SP40036,A04,Echinomycin_24hr,Echinomycin_24hr,300,u
SP40036,A05,Luzopeptin_24hr,Luzopeptin_24hr,300,u
SP40036,A06,1526E_C_12hr,1526E_C_12hr,300,u
SP40036,A07,Echinomycin_12hr,Echinomycin_12hr,300,u
SP40036,A08,Luzopeptin_12hr,Luzopeptin_12hr,300,u
SP40036,A09,1526E_C_6hr,1526E_C_6hr,300,u
SP40036,A10,Echinomycin_6hr,Echinomycin_6hr,300,u
SP40036,A11,Luzopeptin_6hr,Luzopeptin_6hr,300,u
SP40036,A12,1526E_C_3hr,1526E_C_3hr,300,u
SP40036,A13,Echinomycin_3hr,Echinomycin_3hr,300,u
SP40036,A14,Luzopeptin_3hr,Luzopeptin_3hr,300,u
SP40036,A15,1526E_C_1hr,1526E_C_1hr,300,u
SP40036,A16,Echinomycin_1hr,Echinomycin_1hr,300,u
SP40036,A17,Luzopeptin_1hr,Luzopeptin_1hr,300,u
SP40036,A18,1526E_C_15min,1526E_C_15min,300,u
SP40036,A19,Echinomycin_15min,Echinomycin_15min,300,u
SP40036,A20,Luzopeptin_15min,Luzopeptin_15min,300,u
SP40036,A21,Echinomycin,Echinomycin,3000,u
SP40036,A22,Echinomycin,Echinomycin,3000,u
SP40036,A23,DMSOA23,DMSOA23
SP40036,B02,DMSOB02,DMSOB02
SP40036,B03,1526E_C_24hr,1526E_C_24hr,300,u
SP40036,B04,Echinomycin_24hr,Echinomycin_24hr,300,u
SP40036,B05,Luzopeptin_24hr,Luzopeptin_24hr,300,u
SP40036,B06,1526E_C_12hr,1526E_C_12hr,300,u
SP40036,B07,Echinomycin_12hr,Echinomycin_12hr,300,u
SP40036,B08,Luzopeptin_12hr,Luzopeptin_12hr,300,u
SP40036,B09,1526E_C_6hr,1526E_C_6hr,300,u
SP40036,B10,Echinomycin_6hr,Echinomycin_6hr,300,u
SP40036,B11,Luzopeptin_6hr,Luzopeptin_6hr,300,u
SP40036,B12,1526E_C_3hr,1526E_C_3hr,300,u
SP40036,B13,Echinomycin_3hr,Echinomycin_3hr,300,u
SP40036,B14,Luzopeptin_3hr,Luzopeptin_3hr,300,u
SP40036,B15,1526E_C_1hr,1526E_C_1hr,300,u
SP40036,B16,Echinomycin_1hr,Echinomycin_1hr,300,u
SP40036,B17,Luzopeptin_1hr,Luzopeptin_1hr,300,u
SP40036,B18,1526E_C_15min,1526E_C_15min,300,u
SP40036,B19,Echinomycin_15min,Echinomycin_15min,300,u
SP40036,B20,Luzopeptin_15min,Luzopeptin_15min,300,u
SP40036,B21,Echinomycin,Echinomycin,1500,u
SP40036,B22,Echinomycin,Echinomycin,1500,u
SP40036,B24,DMSOB24,DMSOB24
SP40036,C01,DMSOC01,DMSOC01
SP40036,C03,1526E_C_24hr,1526E_C_24hr,300,u
SP40036,C04,Echinomycin_24hr,Echinomycin_24hr,300,u
SP40036,C05,Luzopeptin_24hr,Luzopeptin_24hr,300,u
SP40036,C06,1526E_C_12hr,1526E_C_12hr,300,u
SP40036,C07,Echinomycin_12hr,Echinomycin_12hr,300,u
SP40036,C08,Luzopeptin_12hr,Luzopeptin_12hr,300,u
SP40036,C09,1526E_C_6hr,1526E_C_6hr,300,u
SP40036,C10,Echinomycin_6hr,Echinomycin_6hr,300,u
SP40036,C11,Luzopeptin_6hr,Luzopeptin_6hr,300,u
SP40036,C12,1526E_C_3hr,1526E_C_3hr,300,u
SP40036,C13,Echinomycin_3hr,Echinomycin_3hr,300,u
SP40036,C14,Luzopeptin_3hr,Luzopeptin_3hr,300,u
SP40036,C15,1526E_C_1hr,1526E_C_1hr,300,u
SP40036,C16,Echinomycin_1hr,Echinomycin_1hr,300,u
SP40036,C17,Luzopeptin_1hr,Luzopeptin_1hr,300,u
SP40036,C18,1526E_C_15min,1526E_C_15min,300,u
SP40036,C19,Echinomycin_15min,Echinomycin_15min,300,u
SP40036,C20,Luzopeptin_15min,Luzopeptin_15min,300,u
SP40036,C21,Echinomycin,Echinomycin,750,u
SP40036,C22,Echinomycin,Echinomycin,750,u
SP40036,C23,DMSOC23,DMSOC23
SP40036,D02,DMSOD02,DMSOD02
SP40036,D03,1526E_C_24hr,1526E_C_24hr,30,u
SP40036,D04,Echinomycin_24hr,Echinomycin_24hr,30,u
SP40036,D05,Luzopeptin_24hr,Luzopeptin_24hr,30,u
SP40036,D06,1526E_C_12hr,1526E_C_12hr,30,u
SP40036,D07,Echinomycin_12hr,Echinomycin_12hr,30,u
SP40036,D08,Luzopeptin_12hr,Luzopeptin_12hr,30,u
SP40036,D09,1526E_C_6hr,1526E_C_6hr,30,u
SP40036,D10,Echinomycin_6hr,Echinomycin_6hr,30,u
SP40036,D11,Luzopeptin_6hr,Luzopeptin_6hr,30,u
SP40036,D12,1526E_C_3hr,1526E_C_3hr,30,u
SP40036,D13,Echinomycin_3hr,Echinomycin_3hr,30,u
SP40036,D14,Luzopeptin_3hr,Luzopeptin_3hr,30,u
SP40036,D15,1526E_C_1hr,1526E_C_1hr,30,u
SP40036,D16,Echinomycin_1hr,Echinomycin_1hr,30,u
SP40036,D17,Luzopeptin_1hr,Luzopeptin_1hr,30,u
SP40036,D18,1526E_C_15min,1526E_C_15min,30,u
SP40036,D19,Echinomycin_15min,Echinomycin_15min,30,u
SP40036,D20,Luzopeptin_15min,Luzopeptin_15min,30,u
SP40036,D21,Echinomycin,Echinomycin,375,u
SP40036,D22,Echinomycin,Echinomycin,375,u
SP40036,D24,DMSOD24,DMSOD24
SP40036,E01,DMSOE01,DMSOE01
SP40036,E03,1526E_C_24hr,1526E_C_24hr,30,u
SP40036,E04,Echinomycin_24hr,Echinomycin_24hr,30,u
SP40036,E05,Luzopeptin_24hr,Luzopeptin_24hr,30,u
SP40036,E06,1526E_C_12hr,1526E_C_12hr,30,u
SP40036,E07,Echinomycin_12hr,Echinomycin_12hr,30,u
SP40036,E08,Luzopeptin_12hr,Luzopeptin_12hr,30,u
SP40036,E09,1526E_C_6hr,1526E_C_6hr,30,u
SP40036,E10,Echinomycin_6hr,Echinomycin_6hr,30,u
SP40036,E11,Luzopeptin_6hr,Luzopeptin_6hr,30,u
SP40036,E12,1526E_C_3hr,1526E_C_3hr,30,u
SP40036,E13,Echinomycin_3hr,Echinomycin_3hr,30,u
SP40036,E14,Luzopeptin_3hr,Luzopeptin_3hr,30,u
SP40036,E15,1526E_C_1hr,1526E_C_1hr,30,u
SP40036,E16,Echinomycin_1hr,Echinomycin_1hr,30,u
SP40036,E17,Luzopeptin_1hr,Luzopeptin_1hr,30,u
SP40036,E18,1526E_C_15min,1526E_C_15min,30,u
SP40036,E19,Echinomycin_15min,Echinomycin_15min,30,u
SP40036,E20,Luzopeptin_15min,Luzopeptin_15min,30,u
SP40036,E21,Echinomycin,Echinomycin,188,u
SP40036,E22,Echinomycin,Echinomycin,188,u
SP40036,E23,DMSOE23,DMSOE23
SP40036,F02,DMSOF02,DMSOF02
SP40036,F03,1526E_C_24hr,1526E_C_24hr,30,u
SP40036,F04,Echinomycin_24hr,Echinomycin_24hr,30,u
SP40036,F05,Luzopeptin_24hr,Luzopeptin_24hr,30,u
SP40036,F06,1526E_C_12hr,1526E_C_12hr,30,u
SP40036,F07,Echinomycin_12hr,Echinomycin_12hr,30,u
SP40036,F08,Luzopeptin_12hr,Luzopeptin_12hr,30,u
SP40036,F09,1526E_C_6hr,1526E_C_6hr,30,u
SP40036,F10,Echinomycin_6hr,Echinomycin_6hr,30,u
SP40036,F11,Luzopeptin_6hr,Luzopeptin_6hr,30,u
SP40036,F12,1526E_C_3hr,1526E_C_3hr,30,u
SP40036,F13,Echinomycin_3hr,Echinomycin_3hr,30,u
SP40036,F14,Luzopeptin_3hr,Luzopeptin_3hr,30,u
SP40036,F15,1526E_C_1hr,1526E_C_1hr,30,u
SP40036,F16,Echinomycin_1hr,Echinomycin_1hr,30,u
SP40036,F17,Luzopeptin_1hr,Luzopeptin_1hr,30,u
SP40036,F18,1526E_C_15min,1526E_C_15min,30,u
SP40036,F19,Echinomycin_15min,Echinomycin_15min,30,u
SP40036,F20,Luzopeptin_15min,Luzopeptin_15min,30,u
SP40036,F21,Echinomycin,Echinomycin,93.8,u
SP40036,F22,Echinomycin,Echinomycin,93.8,u
SP40036,F24,DMSOF24,DMSOF24
SP40036,G01,DMSOG01,DMSOG01
SP40036,G03,1526E_C_24hr,1526E_C_24hr,3,u
SP40036,G04,Echinomycin_24hr,Echinomycin_24hr,3,u
SP40036,G05,Luzopeptin_24hr,Luzopeptin_24hr,3,u
SP40036,G06,1526E_C_12hr,1526E_C_12hr,3,u
SP40036,G07,Echinomycin_12hr,Echinomycin_12hr,3,u
SP40036,G08,Luzopeptin_12hr,Luzopeptin_12hr,3,u
SP40036,G09,1526E_C_6hr,1526E_C_6hr,3,u
SP40036,G10,Echinomycin_6hr,Echinomycin_6hr,3,u
SP40036,G11,Luzopeptin_6hr,Luzopeptin_6hr,3,u
SP40036,G12,1526E_C_3hr,1526E_C_3hr,3,u
SP40036,G13,Echinomycin_3hr,Echinomycin_3hr,3,u
SP40036,G14,Luzopeptin_3hr,Luzopeptin_3hr,3,u
SP40036,G15,1526E_C_1hr,1526E_C_1hr,3,u
SP40036,G16,Echinomycin_1hr,Echinomycin_1hr,3,u
SP40036,G17,Luzopeptin_1hr,Luzopeptin_1hr,3,u
SP40036,G18,1526E_C_15min,1526E_C_15min,3,u
SP40036,G19,Echinomycin_15min,Echinomycin_15min,3,u
SP40036,G20,Luzopeptin_15min,Luzopeptin_15min,3,u
SP40036,G21,Echinomycin,Echinomycin,46.9,u
SP40036,G22,Echinomycin,Echinomycin,46.9,u
SP40036,G23,DMSOG23,DMSOG23
SP40036,H02,DMSOH02,DMSOH02
SP40036,H03,1526E_C_24hr,1526E_C_24hr,3,u
SP40036,H04,Echinomycin_24hr,Echinomycin_24hr,3,u
SP40036,H05,Luzopeptin_24hr,Luzopeptin_24hr,3,u
SP40036,H06,1526E_C_12hr,1526E_C_12hr,3,u
SP40036,H07,Echinomycin_12hr,Echinomycin_12hr,3,u
SP40036,H08,Luzopeptin_12hr,Luzopeptin_12hr,3,u
SP40036,H09,1526E_C_6hr,1526E_C_6hr,3,u
SP40036,H10,Echinomycin_6hr,Echinomycin_6hr,3,u
SP40036,H11,Luzopeptin_6hr,Luzopeptin_6hr,3,u
SP40036,H12,1526E_C_3hr,1526E_C_3hr,3,u
SP40036,H13,Echinomycin_3hr,Echinomycin_3hr,3,u
SP40036,H14,Luzopeptin_3hr,Luzopeptin_3hr,3,u
SP40036,H15,1526E_C_1hr,1526E_C_1hr,3,u
SP40036,H16,Echinomycin_1hr,Echinomycin_1hr,3,u
SP40036,H17,Luzopeptin_1hr,Luzopeptin_1hr,3,u
SP40036,H18,1526E_C_15min,1526E_C_15min,3,u
SP40036,H19,Echinomycin_15min,Echinomycin_15min,3,u
SP40036,H20,Luzopeptin_15min,Luzopeptin_15min,3,u
SP40036,H21,Echinomycin,Echinomycin,23.4,u
SP40036,H22,Echinomycin,Echinomycin,23.4,u
SP40036,H24,DMSOH24,DMSOH24
SP40036,I01,DMSOI01,DMSOI01
SP40036,I03,1526E_C_24hr,1526E_C_24hr,3,u
SP40036,I04,Echinomycin_24hr,Echinomycin_24hr,3,u
SP40036,I05,Luzopeptin_24hr,Luzopeptin_24hr,3,u
SP40036,I06,1526E_C_12hr,1526E_C_12hr,3,u
SP40036,I07,Echinomycin_12hr,Echinomycin_12hr,3,u
SP40036,I08,Luzopeptin_12hr,Luzopeptin_12hr,3,u
SP40036,I09,1526E_C_6hr,1526E_C_6hr,3,u
SP40036,I10,Echinomycin_6hr,Echinomycin_6hr,3,u
SP40036,I11,Luzopeptin_6hr,Luzopeptin_6hr,3,u
SP40036,I12,1526E_C_3hr,1526E_C_3hr,3,u
SP40036,I13,Echinomycin_3hr,Echinomycin_3hr,3,u
SP40036,I14,Luzopeptin_3hr,Luzopeptin_3hr,3,u
SP40036,I15,1526E_C_1hr,1526E_C_1hr,3,u
SP40036,I16,Echinomycin_1hr,Echinomycin_1hr,3,u
SP40036,I17,Luzopeptin_1hr,Luzopeptin_1hr,3,u
SP40036,I18,1526E_C_15min,1526E_C_15min,3,u
SP40036,I19,Echinomycin_15min,Echinomycin_15min,3,u
SP40036,I20,Luzopeptin_15min,Luzopeptin_15min,3,u
SP40036,I21,Echinomycin,Echinomycin,11.7,u
SP40036,I22,Echinomycin,Echinomycin,11.7,u
SP40036,I23,DMSOI23,DMSOI23
SP40036,J02,DMSOJ02,DMSOJ02
SP40036,J03,1526E_C_24hr,1526E_C_24hr,0.3,u
SP40036,J04,Echinomycin_24hr,Echinomycin_24hr,0.3,u
SP40036,J05,Luzopeptin_24hr,Luzopeptin_24hr,0.3,u
SP40036,J06,1526E_C_12hr,1526E_C_12hr,0.3,u
SP40036,J07,Echinomycin_12hr,Echinomycin_12hr,0.3,u
SP40036,J08,Luzopeptin_12hr,Luzopeptin_12hr,0.3,u
SP40036,J09,1526E_C_6hr,1526E_C_6hr,0.3,u
SP40036,J10,Echinomycin_6hr,Echinomycin_6hr,0.3,u
SP40036,J11,Luzopeptin_6hr,Luzopeptin_6hr,0.3,u
SP40036,J12,1526E_C_3hr,1526E_C_3hr,0.3,u
SP40036,J13,Echinomycin_3hr,Echinomycin_3hr,0.3,u
SP40036,J14,Luzopeptin_3hr,Luzopeptin_3hr,0.3,u
SP40036,J15,1526E_C_1hr,1526E_C_1hr,0.3,u
SP40036,J16,Echinomycin_1hr,Echinomycin_1hr,0.3,u
SP40036,J17,Luzopeptin_1hr,Luzopeptin_1hr,0.3,u
SP40036,J18,1526E_C_15min,1526E_C_15min,0.3,u
SP40036,J19,Echinomycin_15min,Echinomycin_15min,0.3,u
SP40036,J20,Luzopeptin_15min,Luzopeptin_15min,0.3,u
SP40036,J21,Echinomycin,Echinomycin,5.86,u
SP40036,J22,Echinomycin,Echinomycin,5.86,u
SP40036,J24,DMSOJ24,DMSOJ24
SP40036,K01,DMSOK01,DMSOK01
SP40036,K03,1526E_C_24hr,1526E_C_24hr,0.3,u
SP40036,K04,Echinomycin_24hr,Echinomycin_24hr,0.3,u
SP40036,K05,Luzopeptin_24hr,Luzopeptin_24hr,0.3,u
SP40036,K06,1526E_C_12hr,1526E_C_12hr,0.3,u
SP40036,K07,Echinomycin_12hr,Echinomycin_12hr,0.3,u
SP40036,K08,Luzopeptin_12hr,Luzopeptin_12hr,0.3,u
SP40036,K09,1526E_C_6hr,1526E_C_6hr,0.3,u
SP40036,K10,Echinomycin_6hr,Echinomycin_6hr,0.3,u
SP40036,K11,Luzopeptin_6hr,Luzopeptin_6hr,0.3,u
SP40036,K12,1526E_C_3hr,1526E_C_3hr,0.3,u
SP40036,K13,Echinomycin_3hr,Echinomycin_3hr,0.3,u
SP40036,K14,Luzopeptin_3hr,Luzopeptin_3hr,0.3,u
SP40036,K15,1526E_C_1hr,1526E_C_1hr,0.3,u
SP40036,K16,Echinomycin_1hr,Echinomycin_1hr,0.3,u
SP40036,K17,Luzopeptin_1hr,Luzopeptin_1hr,0.3,u
SP40036,K18,1526E_C_15min,1526E_C_15min,0.3,u
SP40036,K19,Echinomycin_15min,Echinomycin_15min,0.3,u
SP40036,K20,Luzopeptin_15min,Luzopeptin_15min,0.3,u
SP40036,K21,Echinomycin,Echinomycin,2.92,u
SP40036,K22,Echinomycin,Echinomycin,2.92,u
SP40036,K23,DMSOK23,DMSOK23
SP40036,L02,DMSOL02,DMSOL02
SP40036,L03,1526E_C_24hr,1526E_C_24hr,0.3,u
SP40036,L04,Echinomycin_24hr,Echinomycin_24hr,0.3,u
