384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
HHDillOct2014,SP20254,A03,1867F16.4,1867F16.4,1,m,3,1
HHDillOct2014,SP20254,A04,1867F16.5.3,1867F16.5.3,0.5,m,4,1
HHDillOct2014,SP20254,A05,1867F16.8,1867F16.8,1,m,5,1
HHDillOct2014,SP20254,A06,1867F16.9,1867F16.9,12,m,6,1
HHDillOct2014,SP20254,A07,1867F16.10,1867F16.10,,m,7,1
HHDillOct2014,SP20254,A08,1867F16.5.1,1867F16.5.1,0.6,m,8,1
HHDillOct2014,SP20254,A09,1867F16.5.2,1867F16.5.2,0.5,m,9,1
HHDillOct2014,SP20254,A10,1748B.48.3.8,1748B.48.3.8,0.3,m,10,1
HHDillOct2014,SP20254,A11,1867F16.5.4,1867F16.5.4,0.1,m,11,1
HHDillOct2014,SP20254,A12,1867F16.5.5,1867F16.5.5,0.1,m,12,1
HHDillOct2014,SP20254,A13,1867F16.5.6,1867F16.5.6,0.14,m,13,1
HHDillOct2014,SP20254,A14,1867F16.6.1,1867F16.6.1,2.5,m,14,1
HHDillOct2014,SP20254,A15,1867F16.6.2,1867F16.6.2,0.3,m,15,1
HHDillOct2014,SP20254,A16,1867F16.7.1,1867F16.7.1,0.05,m,16,1
HHDillOct2014,SP20254,A17,1867F16.7.2,1867F16.7.2,0.35,m,17,1
HHDillOct2014,SP20254,A18,1867F16.7.3,1867F16.7.3,0.1,m,18,1
HHDillOct2014,SP20254,A19,1867F16.7.4,1867F16.7.4,0.1,m,19,1
HHDillOct2014,SP20254,A20,1867F16.7.5,1867F16.7.5,0.3,m,20,1
HHDillOct2014,SP20254,A21,1867F16.7.6,1867F16.7.6,0.8,m,21,1
HHDillOct2014,SP20254,A22,1867F16.7.7,1867F16.7.7,0.1,m,22,1
HHDillOct2014,SP20254,B03,1867F16.4,1867F16.4,0.5,m,3,2
HHDillOct2014,SP20254,B04,1867F16.5.3,1867F16.5.3,0.25,m,4,2
HHDillOct2014,SP20254,B05,1867F16.8,1867F16.8,0.5,m,5,2
HHDillOct2014,SP20254,B06,1867F16.9,1867F16.9,6,m,6,2
HHDillOct2014,SP20254,B07,1867F16.10,1867F16.10,0.5,m,7,2
HHDillOct2014,SP20254,B08,1867F16.5.1,1867F16.5.1,0.3,m,8,2
HHDillOct2014,SP20254,B09,1867F16.5.2,1867F16.5.2,0.25,m,9,2
HHDillOct2014,SP20254,B10,1867F16.5.3,1867F16.5.3,0.15,m,10,2
HHDillOct2014,SP20254,B11,1867F16.5.4,1867F16.5.4,0.05,m,11,2
HHDillOct2014,SP20254,B12,1867F16.5.5,1867F16.5.5,0.05,m,12,2
HHDillOct2014,SP20254,B13,1867F16.5.6,1867F16.5.6,0.07,m,13,2
HHDillOct2014,SP20254,B14,1867F16.6.1,1867F16.6.1,1.25,m,14,2
HHDillOct2014,SP20254,B15,1867F16.6.2,1867F16.6.2,0.15,m,15,2
HHDillOct2014,SP20254,B16,1867F16.7.1,1867F16.7.1,0.025,m,16,2
HHDillOct2014,SP20254,B17,1867F16.7.2,1867F16.7.2,0.175,m,17,2
HHDillOct2014,SP20254,B18,1867F16.7.3,1867F16.7.3,0.05,m,18,2
HHDillOct2014,SP20254,B19,1867F16.7.4,1867F16.7.4,0.05,m,19,2
HHDillOct2014,SP20254,B20,1867F16.7.5,1867F16.7.5,0.15,m,20,2
HHDillOct2014,SP20254,B21,1867F16.7.6,1867F16.7.6,0.4,m,21,2
HHDillOct2014,SP20254,B22,1867F16.7.7,1867F16.7.7,0.05,m,22,2
HHDillOct2014,SP20254,C03,1867F16.4,1867F16.4,0.25,m,3,3
HHDillOct2014,SP20254,C04,1867F16.5.3,1867F16.5.3,0.125,m,4,3
HHDillOct2014,SP20254,C05,1867F16.8,1867F16.8,0.25,m,5,3
HHDillOct2014,SP20254,C06,1867F16.9,1867F16.9,3,m,6,3
HHDillOct2014,SP20254,C07,1867F16.10,1867F16.10,0.25,m,7,3
HHDillOct2014,SP20254,C08,1867F16.5.1,1867F16.5.1,0.15,m,8,3
HHDillOct2014,SP20254,C09,1867F16.5.2,1867F16.5.2,0.125,m,9,3
HHDillOct2014,SP20254,C10,1867F16.5.3,1867F16.5.3,0.075,m,10,3
HHDillOct2014,SP20254,C11,1867F16.5.4,1867F16.5.4,0.025,m,11,3
HHDillOct2014,SP20254,C12,1867F16.5.5,1867F16.5.5,0.025,m,12,3
HHDillOct2014,SP20254,C13,1867F16.5.6,1867F16.5.6,0.035,m,13,3
HHDillOct2014,SP20254,C14,1867F16.6.1,1867F16.6.1,0.625,m,14,3
HHDillOct2014,SP20254,C15,1867F16.6.2,1867F16.6.2,0.075,m,15,3
HHDillOct2014,SP20254,C16,1867F16.7.1,1867F16.7.1,0.0125,m,16,3
HHDillOct2014,SP20254,C17,1867F16.7.2,1867F16.7.2,0.0875,m,17,3
HHDillOct2014,SP20254,C18,1867F16.7.3,1867F16.7.3,0.025,m,18,3
HHDillOct2014,SP20254,C19,1867F16.7.4,1867F16.7.4,0.025,m,19,3
HHDillOct2014,SP20254,C20,1867F16.7.5,1867F16.7.5,0.075,m,20,3
HHDillOct2014,SP20254,C21,1867F16.7.6,1867F16.7.6,0.2,m,21,3
HHDillOct2014,SP20254,C22,1867F16.7.7,1867F16.7.7,0.025,m,22,3
HHDillOct2014,SP20254,D03,1867F16.4,1867F16.4,0.125,m,3,4
HHDillOct2014,SP20254,D04,1867F16.5.3,1867F16.5.3,0.0625,m,4,4
HHDillOct2014,SP20254,D05,1867F16.8,1867F16.8,0.125,m,5,4
HHDillOct2014,SP20254,D06,1867F16.9,1867F16.9,1.5,m,6,4
HHDillOct2014,SP20254,D07,1867F16.10,1867F16.10,0.125,m,7,4
HHDillOct2014,SP20254,D08,1867F16.5.1,1867F16.5.1,0.075,m,8,4
HHDillOct2014,SP20254,D09,1867F16.5.2,1867F16.5.2,0.0625,m,9,4
HHDillOct2014,SP20254,D10,1867F16.5.3,1867F16.5.3,0.0375,m,10,4
HHDillOct2014,SP20254,D11,1867F16.5.4,1867F16.5.4,0.0125,m,11,4
