384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
Ctownsend subLib,SP40195,A03,LB,LB,-1,m,3,1
Ctownsend subLib,SP40195,A04,LBL,LBL,-1,m,4,1
Ctownsend subLib,SP40195,A05,LBD,LBD,-1,m,5,1
Ctownsend subLib,SP40195,A19,DMSO_A,DMSO_A,-1,m,19,1
Ctownsend subLib,SP40195,B03,DB,DB,-1,m,3,2
Ctownsend subLib,SP40195,B04,DBL,DBL,-1,m,4,2
Ctownsend subLib,SP40195,B05,DBD,DBD,-1,m,5,2
Ctownsend subLib,SP40195,B11,DMSO_B,DMSO_B,-1,m,11,2
Ctownsend subLib,SP40195,C03,LP,LP,-1,m,3,3
Ctownsend subLib,SP40195,C04,LPL,LPL,-1,m,4,3
Ctownsend subLib,SP40195,C05,LPD,LPD,-1,m,5,3
Ctownsend subLib,SP40195,C08,DMSO_C,DMSO_C,-1,m,8,3
Ctownsend subLib,SP40195,D03,DP,DP,-1,m,3,4
Ctownsend subLib,SP40195,D04,DPL,DPL,-1,m,4,4
Ctownsend subLib,SP40195,D05,DPD,DPD,-1,m,5,4
Ctownsend subLib,SP40195,D21,DMSO_D,DMSO_D,-1,m,21,4
Ctownsend subLib,SP40195,E03,LLA,LLA,-1,m,3,5
Ctownsend subLib,SP40195,E04,LLAL,LLAL,-1,m,4,5
Ctownsend subLib,SP40195,E05,LLAD,LLAD,-1,m,5,5
Ctownsend subLib,SP40195,F03,LDA,LDA,-1,m,3,6
Ctownsend subLib,SP40195,F04,LDAL,LDAL,-1,m,4,6
Ctownsend subLib,SP40195,F05,LDAD,LDAD,-1,m,5,6
Ctownsend subLib,SP40195,G03,DLA,DLA,-1,m,3,7
Ctownsend subLib,SP40195,G04,DLAL,DLAL,-1,m,4,7
Ctownsend subLib,SP40195,G05,DLAD,DLAD,-1,m,5,7
Ctownsend subLib,SP40195,H03,DDA,DDA,-1,m,3,8
Ctownsend subLib,SP40195,H04,DDAL,DDAL,-1,m,4,8
Ctownsend subLib,SP40195,H05,DDAD,DDAD,-1,m,5,8
Ctownsend subLib,SP40195,H16,DMSO_H,DMSO_H,-1,m,16,8
Ctownsend subLib,SP40195,I03,LLMA,LLMA,-1,m,3,9
Ctownsend subLib,SP40195,I04,LLMAL,LLMAL,-1,m,4,9
Ctownsend subLib,SP40195,I05,LLMAD,LLMAD,-1,m,5,9
Ctownsend subLib,SP40195,J03,LDMA,LDMA,-1,m,3,10
Ctownsend subLib,SP40195,J04,LDMAL,LDMAL,-1,m,4,10
Ctownsend subLib,SP40195,J05,LDMAD,LDMAD,-1,m,5,10
Ctownsend subLib,SP40195,K03,DLMA,DLMA,-1,m,3,11
Ctownsend subLib,SP40195,K04,DLMAL,DLMAL,-1,m,4,11
Ctownsend subLib,SP40195,K05,DLMAD,DLMAD,-1,m,5,11
Ctownsend subLib,SP40195,L03,DDMA,DDMA,-1,m,3,12
Ctownsend subLib,SP40195,L04,DDMAL,DDMAL,-1,m,4,12
Ctownsend subLib,SP40195,L05,DDMAD,DDMAD,-1,m,5,12
Ctownsend subLib,SP40195,N07,DMSO_N,DMSO_N,-1,m,7,14
Ctownsend subLib,SP40195,P15,DMSO_P,DMSO_P,-1,m,15,16
