384 Plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
Trevor's_Cmpds_+_David's_Cmpds,SP20306,A01,UNT_A01,UNT_A01,-1,mM,1,1
Trevor's_Cmpds_+_David's_Cmpds,SP20306,A02,SNE-036-430P-a,SNE-036-430P-a,0.00025,mM,2,1
Trevor's_Cmpds_+_David's_Cmpds,SP20306,A03,SNE-036-430-2-5,SNE-036-430-2-5,0.00025,mM,3,1
Trevor's_Cmpds_+_David's_Cmpds,SP20306,A04,SNB-037-FR13-17-MeOH,SNB-037-FR13-17-MeOH,0.00035,mM,4,1
Trevor's_Cmpds_+_David's_Cmpds,SP20306,A05,ST01A,ST01A,10,mg_mL,5,1
Trevor's_Cmpds_+_David's_Cmpds,SP20306,A06,ST01B,ST01B,10,mg_mL,6,1
Trevor's_Cmpds_+_David's_Cmpds,SP20306,A07,ST01C,ST01C,10,mg_mL,7,1
Trevor's_Cmpds_+_David's_Cmpds,SP20306,A08,UNT_A08,UNT_A08,-1,mM,8,1
Trevor's_Cmpds_+_David's_Cmpds,SP20306,A09,AA01A,AA01A,10,mg_mL,9,1
Trevor's_Cmpds_+_David's_Cmpds,SP20306,A10,AA01B,AA01B,10,mg_mL,10,1
Trevor's_Cmpds_+_David's_Cmpds,SP20306,A11,HC03B,HC03B,10,mg_mL,11,1
Trevor's_Cmpds_+_David's_Cmpds,SP20306,B01,UNT_B01,UNT_B01,-1,mM,1,2
Trevor's_Cmpds_+_David's_Cmpds,SP20306,B02,HC03C,HC03C,10,mg_mL,2,2
Trevor's_Cmpds_+_David's_Cmpds,SP20306,B03,HC04B,HC04B,10,mg_mL,3,2
Trevor's_Cmpds_+_David's_Cmpds,SP20306,B04,CS01A,CS01A,10,mg_mL,4,2
Trevor's_Cmpds_+_David's_Cmpds,SP20306,B05,CS01C,CS01C,10,mg_mL,5,2
Trevor's_Cmpds_+_David's_Cmpds,SP20306,B06,SP600125,SP600125,2,mM,6,2
Trevor's_Cmpds_+_David's_Cmpds,SP20306,B07,Tak242,Tak242,2,mM,7,2
Trevor's_Cmpds_+_David's_Cmpds,SP20306,B08,PD0325901,PD0325901,2,mM,8,2
Trevor's_Cmpds_+_David's_Cmpds,SP20306,B09,AA01C,AA01C,10,mg_mL,9,2
Trevor's_Cmpds_+_David's_Cmpds,SP20306,B10,AA02A,AA02A,10,mg_mL,10,2
Trevor's_Cmpds_+_David's_Cmpds,SP20306,B11,HC04A,HC04A,10,mg_mL,11,2
Trevor's_Cmpds_+_David's_Cmpds,SP20306,C01,UNT_C01,UNT_C01,-1,mM,1,3
Trevor's_Cmpds_+_David's_Cmpds,SP20306,C02,RLUS-2088-C2-1mM,RLUS-2088-C2-1mM,1,mM,2,3
Trevor's_Cmpds_+_David's_Cmpds,SP20306,C03,RLUS-2088-C2-10mM,RLUS-2088-C2-10mM,10,mM,3,3
Trevor's_Cmpds_+_David's_Cmpds,SP20306,C04,RLUS-2074D,RLUS-2074D,10,mM,4,3
Trevor's_Cmpds_+_David's_Cmpds,SP20306,C05,RLUS-2078D,RLUS-2078D,10,mM,5,3
Trevor's_Cmpds_+_David's_Cmpds,SP20306,C06,RLUS-2144D,RLUS-2144D,10,mM,6,3
Trevor's_Cmpds_+_David's_Cmpds,SP20306,C07,RLUS-2092D,RLUS-2092D,10,mM,7,3
Trevor's_Cmpds_+_David's_Cmpds,SP20306,C08,RLUS-2169C,RLUS-2169C,10,mM,8,3
Trevor's_Cmpds_+_David's_Cmpds,SP20306,C09,AA02B,AA02B,10,mg_mL,9,3
Trevor's_Cmpds_+_David's_Cmpds,SP20306,C10,AA02C,AA02C,10,mg_mL,10,3
