96 plate ID,96 plate number,96 well,384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
SmallScale02,Plate 4,C02,AmagataBatch008,SP90103,F04,90357,90357,-1,m,4,6
SmallScale01,Plate 3,C03,AmagataBatch008,SP90103,F05,111602,111602,-1,m,5,6
SmallScale02,Plate 4,C03,AmagataBatch008,SP90103,F06,110224,110224,-1,m,6,6
SmallScale01,Plate 3,C04,AmagataBatch008,SP90103,F07,110516,110516,-1,m,7,6
SmallScale02,Plate 4,C04,AmagataBatch008,SP90103,F08,90877,90877,-1,m,8,6
SmallScale01,Plate 3,C05,AmagataBatch008,SP90103,F09,91274,91274,-1,m,9,6
SmallScale02,Plate 4,C05,AmagataBatch008,SP90103,F10,110814,110814,-1,m,10,6
SmallScale01,Plate 3,C06,AmagataBatch008,SP90103,F11,103002,103002,-1,m,11,6
SmallScale02,Plate 4,C06,AmagataBatch008,SP90103,F12,90824,90824,-1,m,12,6
SmallScale01,Plate 3,C07,AmagataBatch008,SP90103,F13,130123,130123,-1,m,13,6
SmallScale02,Plate 4,C07,AmagataBatch008,SP90103,F14,90822,90822,-1,m,14,6
SmallScale01,Plate 3,C08,AmagataBatch008,SP90103,F15,110625,110625,-1,m,15,6
SmallScale02,Plate 4,C08,AmagataBatch008,SP90103,F16,91235,91235,-1,m,16,6
SmallScale01,Plate 3,C09,AmagataBatch008,SP90103,F17,130139,130139,-1,m,17,6
SmallScale02,Plate 4,C09,AmagataBatch008,SP90103,F18,110920,110920,-1,m,18,6
SmallScale01,Plate 3,C10,AmagataBatch008,SP90103,F19,130141,130141,-1,m,19,6
SmallScale02,Plate 4,C10,AmagataBatch008,SP90103,F20,91263,91263,-1,m,20,6
SmallScale01,Plate 3,C11,AmagataBatch008,SP90103,F21,111617,111617,-1,m,21,6
SmallScale02,Plate 4,C11,AmagataBatch008,SP90103,F22,908104,908104,-1,m,22,6
SmallScale01,Plate 3,D02,AmagataBatch008,SP90103,H03,110212,110212,-1,m,3,8
SmallScale02,Plate 4,D02,AmagataBatch008,SP90103,H04,91116,91116,-1,m,4,8
SmallScale01,Plate 3,D03,AmagataBatch008,SP90103,H05,110208,110208,-1,m,5,8
SmallScale02,Plate 4,D03,AmagataBatch008,SP90103,H06,91109,91109,-1,m,6,8
SmallScale01,Plate 3,D04,AmagataBatch008,SP90103,H07,111045,111045,-1,m,7,8
SmallScale02,Plate 4,D04,AmagataBatch008,SP90103,H08,91116,91116,-1,m,8,8
SmallScale01,Plate 3,D05,AmagataBatch008,SP90103,H09,90844,90844,-1,m,9,8
SmallScale02,Plate 4,D05,AmagataBatch008,SP90103,H10,91081,91081,-1,m,10,8
SmallScale01,Plate 3,D06,AmagataBatch008,SP90103,H11,908169,908169,-1,m,11,8
SmallScale02,Plate 4,D06,AmagataBatch008,SP90103,H12,91063,91063,-1,m,12,8
SmallScale01,Plate 3,D07,AmagataBatch008,SP90103,H13,120215,120215,-1,m,13,8
SmallScale02,Plate 4,D07,AmagataBatch008,SP90103,H14,98103,98103,-1,m,14,8
SmallScale01,Plate 3,D08,AmagataBatch008,SP90103,H15,130208,130208,-1,m,15,8
SmallScale02,Plate 4,D08,AmagataBatch008,SP90103,H16,9081025,9081025,-1,m,16,8
SmallScale01,Plate 3,D09,AmagataBatch008,SP90103,H17,90934,90934,-1,m,17,8
SmallScale02,Plate 4,D09,AmagataBatch008,SP90103,H18,98101,98101,-1,m,18,8
SmallScale01,Plate 3,D10,AmagataBatch008,SP90103,H19,90842,90842,-1,m,19,8
SmallScale02,Plate 4,D10,AmagataBatch008,SP90103,H20,90917,90917,-1,m,20,8
SmallScale01,Plate 3,D11,AmagataBatch008,SP90103,H21,130133,130133,-1,m,21,8
SmallScale02,Plate 4,D11,AmagataBatch008,SP90103,H22,91113,91113,-1,m,22,8
SmallScale01,Plate 3,E02,AmagataBatch008,SP90103,J03,90817,90817,-1,m,3,10
SmallScale02,Plate 4,E02,AmagataBatch008,SP90103,J04,9081035,9081035,-1,m,4,10
SmallScale01,Plate 3,E03,AmagataBatch008,SP90103,J05,90843,90843,-1,m,5,10
SmallScale02,Plate 4,E03,AmagataBatch008,SP90103,J06,0908104P,0908104P,-1,m,6,10
SmallScale01,Plate 3,E04,AmagataBatch008,SP90103,J07,130140,130140,-1,m,7,10
SmallScale02,Plate 4,E04,AmagataBatch008,SP90103,J08,9081005,9081005,-1,m,8,10
SmallScale01,Plate 3,E05,AmagataBatch008,SP90103,J09,130134,130134,-1,m,9,10
SmallScale02,Plate 4,E05,AmagataBatch008,SP90103,J10,120228,120228,-1,m,10,10
SmallScale01,Plate 3,E06,AmagataBatch008,SP90103,J11,110947,110947,-1,m,11,10
SmallScale02,Plate 4,E06,AmagataBatch008,SP90103,J12,101802,101802,-1,m,12,10
SmallScale01,Plate 3,E07,AmagataBatch008,SP90103,J13,111084,111084,-1,m,13,10
SmallScale02,Plate 4,E07,AmagataBatch008,SP90103,J14,91291,91291,-1,m,14,10
SmallScale01,Plate 3,E08,AmagataBatch008,SP90103,J15,110541,110541,-1,m,15,10
SmallScale02,Plate 4,E08,AmagataBatch008,SP90103,J16,91295,91295,-1,m,16,10
SmallScale01,Plate 3,E09,AmagataBatch008,SP90103,J17,120216,120216,-1,m,17,10
SmallScale01,Plate 3,E10,AmagataBatch008,SP90103,J19,111057,111057,-1,m,19,10
SmallScale02,Plate 4,E10,AmagataBatch008,SP90103,J20,91223,91223,-1,m,20,10
SmallScale01,Plate 3,E11,AmagataBatch008,SP90103,J21,110707,110707,-1,m,21,10
SmallScale02,Plate 4,E11,AmagataBatch008,SP90103,J22,102105,102105,-1,m,22,10
SmallScale01,Plate 3,F02,AmagataBatch008,SP90103,L03,91236,91236,-1,m,3,12
SmallScale01,Plate 3,F03,AmagataBatch008,SP90103,L05,110524,110524,-1,m,5,12
SmallScale01,Plate 3,F04,AmagataBatch008,SP90103,L07,110541,110541,-1,m,7,12
SmallScale01,Plate 3,F05,AmagataBatch008,SP90103,L09,111057,111057,-1,m,9,12
SmallScale01,Plate 3,F06,AmagataBatch008,SP90103,L11,111058,111058,-1,m,11,12
SmallScale01,Plate 3,F07,AmagataBatch008,SP90103,L13,111711,111711,-1,m,13,12
SmallScale01,Plate 3,F08,AmagataBatch008,SP90103,L15,10536,10536,-1,m,15,12
SmallScale01,Plate 3,F09,AmagataBatch008,SP90103,L17,120104,120104,-1,m,17,12
SmallScale01,Plate 3,F10,AmagataBatch008,SP90103,L19,111712,111712,-1,m,19,12
SmallScale01,Plate 3,F11,AmagataBatch008,SP90103,L21,111058,111058,-1,m,21,12
SmallScale01,Plate 3,G02,AmagataBatch008,SP90103,N03,110735,110735,-1,m,3,14
SmallScale01,Plate 3,G03,AmagataBatch008,SP90103,N05,110807,110807,-1,m,5,14
SmallScale01,Plate 3,G04,AmagataBatch008,SP90103,N07,110803,110803,-1,m,7,14
SmallScale01,Plate 3,G05,AmagataBatch008,SP90103,N09,110404,110404,-1,m,9,14
SmallScale01,Plate 3,G06,AmagataBatch008,SP90103,N11,110816,110816,-1,m,11,14
SmallScale01,Plate 3,G07,AmagataBatch008,SP90103,N13,110819,110819,-1,m,13,14
SmallScale01,Plate 3,G08,AmagataBatch008,SP90103,N15,908205,908205,-1,m,15,14
SmallScale01,Plate 3,G09,AmagataBatch008,SP90103,N17,908206,908206,-1,m,17,14
SmallScale01,Plate 3,G10,AmagataBatch008,SP90103,N19,908208,908208,-1,m,19,14
SmallScale01,Plate 3,G11,AmagataBatch008,SP90103,N21,110805,110805,-1,m,21,14
