Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
SP20243,P22,1867-F-25_03,1867-F-25_03,m,-1,22,16
SP20243,P21,1867-F-24_03,1867-F-24_03,m,-1,21,16
SP20243,P20,1867-F-25_04,1867-F-25_04,m,-1,20,16
SP20243,P19,1867-F-24_04,1867-F-24_04,m,-1,19,16
SP20243,P18,1867-F-25_05,1867-F-25_05,m,-1,18,16
SP20243,P17,1867-F-24_05,1867-F-24_05,m,-1,17,16
SP20243,P16,1867-F-25_06,1867-F-25_06,m,-1,16,16
SP20243,P15,1867-F-24_06,1867-F-24_06,m,-1,15,16
SP20243,P14,1867-F-25_07,1867-F-25_07,m,-1,14,16
SP20243,P13,1867-F-24_07,1867-F-24_07,m,-1,13,16
SP20243,P12,1867-F-25_08,1867-F-25_08,m,-1,12,16
SP20243,P11,1867-F-24_08,1867-F-24_08,m,-1,11,16
SP20243,P10,1867-F-25_09,1867-F-25_09,m,-1,10,16
SP20243,P09,1867-F-24_09,1867-F-24_09,m,-1,9,16
SP20243,P08,1867-F-25_10,1867-F-25_10,m,-1,8,16
SP20243,P07,1867-F-24_10,1867-F-24_10,m,-1,7,16
SP20243,P06,1867-F-25_11,1867-F-25_11,m,-1,6,16
SP20243,P05,1867-F-24_11,1867-F-24_11,m,-1,5,16
SP20243,P04,1867-F-25_12,1867-F-25_12,m,-1,4,16
SP20243,P03,1867-F-24_12,1867-F-24_12,m,-1,3,16
SP20243,O22,1867-F-23_03,1867-F-23_03,m,-1,22,15
SP20243,O21,1867-F-16_03,1867-F-16_03,m,-1,21,15
SP20243,O20,1867-F-23_04,1867-F-23_04,m,-1,20,15
SP20243,O19,1867-F-16_04,1867-F-16_04,m,-1,19,15
SP20243,O18,1867-F-23_05,1867-F-23_05,m,-1,18,15
SP20243,O17,1867-F-16_05,1867-F-16_05,m,-1,17,15
SP20243,O16,1867-F-23_06,1867-F-23_06,m,-1,16,15
SP20243,O15,1867-F-16_06,1867-F-16_06,m,-1,15,15
SP20243,O14,1867-F-23_07,1867-F-23_07,m,-1,14,15
SP20243,O13,1867-F-16_07,1867-F-16_07,m,-1,13,15
SP20243,O12,1867-F-23_08,1867-F-23_08,m,-1,12,15
SP20243,O11,1867-F-16_08,1867-F-16_08,m,-1,11,15
SP20243,O10,1867-F-23_09,1867-F-23_09,m,-1,10,15
SP20243,O09,1867-F-16_09,1867-F-16_09,m,-1,9,15
SP20243,O08,1867-F-23_10,1867-F-23_10,m,-1,8,15
SP20243,O07,1867-F-16_10,1867-F-16_10,m,-1,7,15
SP20243,O06,1867-F-23_11,1867-F-23_11,m,-1,6,15
SP20243,O05,1867-F-16_11,1867-F-16_11,m,-1,5,15
SP20243,O04,1867-F-23_12,1867-F-23_12,m,-1,4,15
SP20243,O03,1867-F-16_12,1867-F-16_12,m,-1,3,15
SP20243,N22,1867-F-25_13,1867-F-25_13,m,-1,22,14
SP20243,N21,1867-F-24_13,1867-F-24_13,m,-1,21,14
SP20243,N20,1867-F-25_14,1867-F-25_14,m,-1,20,14
SP20243,N19,1867-F-24_14,1867-F-24_14,m,-1,19,14
SP20243,N18,1867-F-25_15,1867-F-25_15,m,-1,18,14
SP20243,N17,1867-F-24_15,1867-F-24_15,m,-1,17,14
SP20243,N16,1867-F-25_16,1867-F-25_16,m,-1,16,14
SP20243,N15,1867-F-24_16,1867-F-24_16,m,-1,15,14
SP20243,N14,1867-F-25_17,1867-F-25_17,m,-1,14,14
SP20243,N13,1867-F-24_17,1867-F-24_17,m,-1,13,14
SP20243,N12,1867-F-25_18,1867-F-25_18,m,-1,12,14
SP20243,N11,1867-F-24_18,1867-F-24_18,m,-1,11,14
SP20243,N10,1867-F-25_19,1867-F-25_19,m,-1,10,14
SP20243,N09,1867-F-24_19,1867-F-24_19,m,-1,9,14
SP20243,N08,1867-F-25_20,1867-F-25_20,m,-1,8,14
SP20243,N07,1867-F-24_20,1867-F-24_20,m,-1,7,14
SP20243,N06,1867-F-25_21,1867-F-25_21,m,-1,6,14
SP20243,N05,1867-F-24_21,1867-F-24_21,m,-1,5,14
SP20243,N04,1867-F-25_22,1867-F-25_22,m,-1,4,14
SP20243,N03,1867-F-24_22,1867-F-24_22,m,-1,3,14
SP20243,M22,1867-F-23_13,1867-F-23_13,m,-1,22,13
SP20243,M21,1867-F-16_13,1867-F-16_13,m,-1,21,13
SP20243,M20,1867-F-23_14,1867-F-23_14,m,-1,20,13
SP20243,M19,1867-F-16_14,1867-F-16_14,m,-1,19,13
SP20243,M18,1867-F-23_15,1867-F-23_15,m,-1,18,13
SP20243,M17,1867-F-16_15,1867-F-16_15,m,-1,17,13
SP20243,M16,1867-F-23_16,1867-F-23_16,m,-1,16,13
SP20243,M15,1867-F-16_16,1867-F-16_16,m,-1,15,13
SP20243,M14,1867-F-23_17,1867-F-23_17,m,-1,14,13
SP20243,M13,1867-F-16_17,1867-F-16_17,m,-1,13,13
SP20243,M12,1867-F-23_18,1867-F-23_18,m,-1,12,13
SP20243,M11,1867-F-16_18,1867-F-16_18,m,-1,11,13
SP20243,M10,1867-F-23_19,1867-F-23_19,m,-1,10,13
SP20243,M09,1867-F-16_19,1867-F-16_19,m,-1,9,13
SP20243,M08,1867-F-23_20,1867-F-23_20,m,-1,8,13
SP20243,M07,1867-F-16_20,1867-F-16_20,m,-1,7,13
SP20243,M06,1867-F-23_21,1867-F-23_21,m,-1,6,13
SP20243,M05,1867-F-16_21,1867-F-16_21,m,-1,5,13
SP20243,M04,1867-F-23_22,1867-F-23_22,m,-1,4,13
SP20243,M03,1867-F-16_22,1867-F-16_22,m,-1,3,13
SP20243,L22,1867-F-25_23,1867-F-25_23,m,-1,22,12
SP20243,L21,1867-F-24_23,1867-F-24_23,m,-1,21,12
SP20243,L20,1867-F-25_24,1867-F-25_24,m,-1,20,12
SP20243,L19,1867-F-24_24,1867-F-24_24,m,-1,19,12
SP20243,L18,1867-F-25_25,1867-F-25_25,m,-1,18,12
SP20243,L17,1867-F-24_25,1867-F-24_25,m,-1,17,12
SP20243,L16,1867-F-25_26,1867-F-25_26,m,-1,16,12
SP20243,L15,1867-F-24_26,1867-F-24_26,m,-1,15,12
SP20243,L14,1867-F-25_27,1867-F-25_27,m,-1,14,12
SP20243,L13,1867-F-24_27,1867-F-24_27,m,-1,13,12
SP20243,L12,1867-F-25_28,1867-F-25_28,m,-1,12,12
SP20243,L11,1867-F-24_28,1867-F-24_28,m,-1,11,12
SP20243,L10,1867-F-25_29,1867-F-25_29,m,-1,10,12
SP20243,L09,1867-F-24_29,1867-F-24_29,m,-1,9,12
SP20243,L08,1867-F-25_30,1867-F-25_30,m,-1,8,12
SP20243,L07,1867-F-24_30,1867-F-24_30,m,-1,7,12
SP20243,L06,1867-F-25_31,1867-F-25_31,m,-1,6,12
SP20243,L05,1867-F-24_31,1867-F-24_31,m,-1,5,12
SP20243,L04,1867-F-25_32,1867-F-25_32,m,-1,4,12
SP20243,L03,1867-F-24_32,1867-F-24_32,m,-1,3,12
SP20243,K22,1867-F-23_23,1867-F-23_23,m,-1,22,11
SP20243,K21,1867-F-16_23,1867-F-16_23,m,-1,21,11
SP20243,K20,1867-F-23_24,1867-F-23_24,m,-1,20,11
SP20243,K19,1867-F-16_24,1867-F-16_24,m,-1,19,11
SP20243,K18,1867-F-23_25,1867-F-23_25,m,-1,18,11
SP20243,K17,1867-F-16_25,1867-F-16_25,m,-1,17,11
SP20243,K16,1867-F-23_26,1867-F-23_26,m,-1,16,11
SP20243,K15,1867-F-16_26,1867-F-16_26,m,-1,15,11
SP20243,K14,1867-F-23_27,1867-F-23_27,m,-1,14,11
SP20243,K13,1867-F-16_27,1867-F-16_27,m,-1,13,11
SP20243,K12,1867-F-23_28,1867-F-23_28,m,-1,12,11
SP20243,K11,1867-F-16_28,1867-F-16_28,m,-1,11,11
SP20243,K10,1867-F-23_29,1867-F-23_29,m,-1,10,11
SP20243,K09,1867-F-16_29,1867-F-16_29,m,-1,9,11
SP20243,K08,1867-F-23_30,1867-F-23_30,m,-1,8,11
SP20243,K07,1867-F-16_30,1867-F-16_30,m,-1,7,11
SP20243,K06,1867-F-23_31,1867-F-23_31,m,-1,6,11
SP20243,K05,1867-F-16_31,1867-F-16_31,m,-1,5,11
SP20243,K04,1867-F-23_32,1867-F-23_32,m,-1,4,11
SP20243,K03,1867-F-16_32,1867-F-16_32,m,-1,3,11
SP20243,J22,1867-F-25_33,1867-F-25_33,m,-1,22,10
SP20243,J21,1867-F-24_33,1867-F-24_33,m,-1,21,10
SP20243,J20,1867-F-25_34,1867-F-25_34,m,-1,20,10
SP20243,J19,1867-F-24_34,1867-F-24_34,m,-1,19,10
SP20243,J18,1867-F-25_35,1867-F-25_35,m,-1,18,10
SP20243,J17,1867-F-24_35,1867-F-24_35,m,-1,17,10
SP20243,J16,1867-F-25_36,1867-F-25_36,m,-1,16,10
SP20243,J15,1867-F-24_36,1867-F-24_36,m,-1,15,10
SP20243,J14,1867-F-25_37,1867-F-25_37,m,-1,14,10
SP20243,J13,1867-F-24_37,1867-F-24_37,m,-1,13,10
SP20243,J12,1867-F-25_38,1867-F-25_38,m,-1,12,10
SP20243,J11,1867-F-24_38,1867-F-24_38,m,-1,11,10
SP20243,J10,1867-F-25_39,1867-F-25_39,m,-1,10,10
SP20243,J09,1867-F-24_39,1867-F-24_39,m,-1,9,10
SP20243,J08,1867-F-25_40,1867-F-25_40,m,-1,8,10
SP20243,J07,1867-F-24_40,1867-F-24_40,m,-1,7,10
SP20243,J06,1867-F-25_41,1867-F-25_41,m,-1,6,10
SP20243,J05,1867-F-24_41,1867-F-24_41,m,-1,5,10
SP20243,J04,1867-F-25_42,1867-F-25_42,m,-1,4,10
SP20243,J03,1867-F-24_42,1867-F-24_42,m,-1,3,10
SP20243,I22,1867-F-23_33,1867-F-23_33,m,-1,22,9
SP20243,I21,1867-F-16_33,1867-F-16_33,m,-1,21,9
SP20243,I20,1867-F-23_34,1867-F-23_34,m,-1,20,9
SP20243,I19,1867-F-16_34,1867-F-16_34,m,-1,19,9
SP20243,I18,1867-F-23_35,1867-F-23_35,m,-1,18,9
SP20243,I17,1867-F-16_35,1867-F-16_35,m,-1,17,9
SP20243,I16,1867-F-23_36,1867-F-23_36,m,-1,16,9
SP20243,I15,1867-F-16_36,1867-F-16_36,m,-1,15,9
SP20243,I14,1867-F-23_37,1867-F-23_37,m,-1,14,9
SP20243,I13,1867-F-16_37,1867-F-16_37,m,-1,13,9
SP20243,I12,1867-F-23_38,1867-F-23_38,m,-1,12,9
SP20243,I11,1867-F-16_38,1867-F-16_38,m,-1,11,9
SP20243,I10,1867-F-23_39,1867-F-23_39,m,-1,10,9
SP20243,I09,1867-F-16_39,1867-F-16_39,m,-1,9,9
SP20243,I08,1867-F-23_40,1867-F-23_40,m,-1,8,9
SP20243,I07,1867-F-16_40,1867-F-16_40,m,-1,7,9
SP20243,I06,1867-F-23_41,1867-F-23_41,m,-1,6,9
SP20243,I05,1867-F-16_41,1867-F-16_41,m,-1,5,9
SP20243,I04,1867-F-23_42,1867-F-23_42,m,-1,4,9
SP20243,I03,1867-F-16_42,1867-F-16_42,m,-1,3,9
SP20243,H22,1867-F13_42,1867-F13_42,m,-1,22,8
SP20243,H21,1748-B-49_42,1748-B-49_42,m,-1,21,8
SP20243,H20,1867-F13_41,1867-F13_41,m,-1,20,8
SP20243,H19,1748-B-49_41,1748-B-49_41,m,-1,19,8
SP20243,H18,1867-F13_40,1867-F13_40,m,-1,18,8
SP20243,H17,1748-B-49_40,1748-B-49_40,m,-1,17,8
SP20243,H16,1867-F13_39,1867-F13_39,m,-1,16,8
SP20243,H15,1748-B-49_39,1748-B-49_39,m,-1,15,8
SP20243,H14,1867-F13_38,1867-F13_38,m,-1,14,8
SP20243,H13,1748-B-49_38,1748-B-49_38,m,-1,13,8
SP20243,H12,1867-F13_37,1867-F13_37,m,-1,12,8
SP20243,H11,1748-B-49_37,1748-B-49_37,m,-1,11,8
SP20243,H10,1867-F13_36,1867-F13_36,m,-1,10,8
SP20243,H09,1748-B-49_36,1748-B-49_36,m,-1,9,8
SP20243,H08,1867-F13_35,1867-F13_35,m,-1,8,8
SP20243,H07,1748-B-49_35,1748-B-49_35,m,-1,7,8
SP20243,H06,1867-F13_34,1867-F13_34,m,-1,6,8
SP20243,H05,1748-B-49_34,1748-B-49_34,m,-1,5,8
SP20243,H04,1867-F13_33,1867-F13_33,m,-1,4,8
SP20243,H03,1748-B-49_33,1748-B-49_33,m,-1,3,8
SP20243,G22,1748-B-18_42,1748-B-18_42,m,-1,22,7
SP20243,G21,1748-B-03_42,1748-B-03_42,m,-1,21,7
SP20243,G20,1748-B-18_41,1748-B-18_41,m,-1,20,7
SP20243,G19,1748-B-03_41,1748-B-03_41,m,-1,19,7
SP20243,G18,1748-B-18_40,1748-B-18_40,m,-1,18,7
SP20243,G17,1748-B-03_40,1748-B-03_40,m,-1,17,7
SP20243,G16,1748-B-18_39,1748-B-18_39,m,-1,16,7
SP20243,G15,1748-B-03_39,1748-B-03_39,m,-1,15,7
SP20243,G14,1748-B-18_38,1748-B-18_38,m,-1,14,7
SP20243,G13,1748-B-03_38,1748-B-03_38,m,-1,13,7
SP20243,G12,1748-B-18_37,1748-B-18_37,m,-1,12,7
SP20243,G11,1748-B-03_37,1748-B-03_37,m,-1,11,7
SP20243,G10,1748-B-18_36,1748-B-18_36,m,-1,10,7
SP20243,G09,1748-B-03_36,1748-B-03_36,m,-1,9,7
SP20243,G08,1748-B-18_35,1748-B-18_35,m,-1,8,7
SP20243,G07,1748-B-03_35,1748-B-03_35,m,-1,7,7
SP20243,G06,1748-B-18_34,1748-B-18_34,m,-1,6,7
SP20243,G05,1748-B-03_34,1748-B-03_34,m,-1,5,7
SP20243,G04,1748-B-18_33,1748-B-18_33,m,-1,4,7
SP20243,G03,1748-B-03_33,1748-B-03_33,m,-1,3,7
SP20243,F22,1867-F13_32,1867-F13_32,m,-1,22,6
SP20243,F21,1748-B-49_32,1748-B-49_32,m,-1,21,6
