Plate Map,Well,Human Readable Name,MoleculeID,Concentration,unit
SP20195,A01,DMSOA01,DMSOA01
SP20195,A03,1492D,1492D,100,m
SP20195,A04,1494D,1494D,100,m
SP20195,A05,1496D,1496D,100,m
SP20195,A06,1496E,1496E,100,m
SP20195,A07,1497D,1497D,100,m
SP20195,A08,1497E,1497E,100,m
SP20195,A09,1498D,1498D,100,m
SP20195,A10,1498E,1498E,100,m
SP20195,A11,1500D,1500D,100,m
SP20195,A12,1500E,1500E,100,m
SP20195,A13,1500F,1500F,100,m
SP20195,A14,1503B,1503B,100,m
SP20195,A15,1507D,1507D,100,m
SP20195,A16,1507E,1507E,100,m
SP20195,A17,1510D,1510D,100,m
SP20195,A18,1520D,1520D,100,m
SP20195,A19,1520E,1520E,100,m
SP20195,A20,1523E,1523E,100,m
SP20195,A21,1524E,1524E,100,m
SP20195,A22,1525D,1525D,100,m
SP20195,A23,DMSOA23,DMSOA23
SP20195,B02,DMSOB02,DMSOB02
SP20195,B03,1492D,1492D,50,m
SP20195,B04,1494D,1494D,50,m
SP20195,B05,1496D,1496D,50,m
SP20195,B06,1496E,1496E,50,m
SP20195,B07,1497D,1497D,50,m
SP20195,B08,1497E,1497E,50,m
SP20195,B09,1498D,1498D,50,m
SP20195,B10,1498E,1498E,50,m
SP20195,B11,1500D,1500D,50,m
SP20195,B12,1500E,1500E,50,m
SP20195,B13,1500F,1500F,50,m
SP20195,B14,1503B,1503B,50,m
SP20195,B15,1507D,1507D,50,m
SP20195,B16,1507E,1507E,50,m
SP20195,B17,1510D,1510D,50,m
SP20195,B18,1520D,1520D,50,m
SP20195,B19,1520E,1520E,50,m
SP20195,B20,1523E,1523E,50,m
SP20195,B21,1524E,1524E,50,m
SP20195,B22,1525D,1525D,50,m
SP20195,B24,DMSOB24,DMSOB24
SP20195,C01,DMSOC01,DMSOC01
SP20195,C03,1492D,1492D,25,m
SP20195,C04,1494D,1494D,25,m
SP20195,C05,1496D,1496D,25,m
SP20195,C06,1496E,1496E,25,m
SP20195,C07,1497D,1497D,25,m
SP20195,C08,1497E,1497E,25,m
SP20195,C09,1498D,1498D,25,m
SP20195,C10,1498E,1498E,25,m
SP20195,C11,1500D,1500D,25,m
SP20195,C12,1500E,1500E,25,m
SP20195,C13,1500F,1500F,25,m
SP20195,C14,1503B,1503B,25,m
SP20195,C15,1507D,1507D,25,m
SP20195,C16,1507E,1507E,25,m
SP20195,C17,1510D,1510D,25,m
SP20195,C18,1520D,1520D,25,m
SP20195,C19,1520E,1520E,25,m
SP20195,C20,1523E,1523E,25,m
SP20195,C21,1524E,1524E,25,m
SP20195,C22,1525D,1525D,25,m
SP20195,C23,DMSOC23,DMSOC23
SP20195,D02,DMSOD02,DMSOD02
SP20195,D03,1492D,1492D,12.5,m
SP20195,D04,1494D,1494D,12.5,m
SP20195,D05,1496D,1496D,12.5,m
SP20195,D06,1496E,1496E,12.5,m
SP20195,D07,1497D,1497D,12.5,m
SP20195,D08,1497E,1497E,12.5,m
SP20195,D09,1498D,1498D,12.5,m
SP20195,D10,1498E,1498E,12.5,m
SP20195,D11,1500D,1500D,12.5,m
SP20195,D12,1500E,1500E,12.5,m
SP20195,D13,1500F,1500F,12.5,m
SP20195,D14,1503B,1503B,12.5,m
SP20195,D15,1507D,1507D,12.5,m
SP20195,D16,1507E,1507E,12.5,m
SP20195,D17,1510D,1510D,12.5,m
SP20195,D18,1520D,1520D,12.5,m
SP20195,D19,1520E,1520E,12.5,m
SP20195,D20,1523E,1523E,12.5,m
SP20195,D21,1524E,1524E,12.5,m
SP20195,D22,1525D,1525D,12.5,m
SP20195,D24,DMSOD24,DMSOD24
SP20195,E01,DMSOE01,DMSOE01
SP20195,E03,1492D,1492D,6.25,m
SP20195,E04,1494D,1494D,6.25,m
SP20195,E05,1496D,1496D,6.25,m
SP20195,E06,1496E,1496E,6.25,m
SP20195,E07,1497D,1497D,6.25,m
SP20195,E08,1497E,1497E,6.25,m
SP20195,E09,1498D,1498D,6.25,m
SP20195,E10,1498E,1498E,6.25,m
SP20195,E11,1500D,1500D,6.25,m
SP20195,E12,1500E,1500E,6.25,m
SP20195,E13,1500F,1500F,6.25,m
SP20195,E14,1503B,1503B,6.25,m
SP20195,E15,1507D,1507D,6.25,m
SP20195,E16,1507E,1507E,6.25,m
SP20195,E17,1510D,1510D,6.25,m
SP20195,E18,1520D,1520D,6.25,m
SP20195,E19,1520E,1520E,6.25,m
SP20195,E20,1523E,1523E,6.25,m
SP20195,E21,1524E,1524E,6.25,m
SP20195,E22,1525D,1525D,6.25,m
SP20195,E23,DMSOE23,DMSOE23
SP20195,F02,DMSOF02,DMSOF02
SP20195,F03,1492D,1492D,3.125,m
SP20195,F04,1494D,1494D,3.125,m
SP20195,F05,1496D,1496D,3.125,m
SP20195,F06,1496E,1496E,3.125,m
SP20195,F07,1497D,1497D,3.125,m
SP20195,F08,1497E,1497E,3.125,m
SP20195,F09,1498D,1498D,3.125,m
SP20195,F10,1498E,1498E,3.125,m
SP20195,F11,1500D,1500D,3.125,m
SP20195,F12,1500E,1500E,3.125,m
SP20195,F13,1500F,1500F,3.125,m
SP20195,F14,1503B,1503B,3.125,m
SP20195,F15,1507D,1507D,3.125,m
SP20195,F16,1507E,1507E,3.125,m
SP20195,F17,1510D,1510D,3.125,m
SP20195,F18,1520D,1520D,3.125,m
