Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit
SP20001,A01,DMSOA01,DMSOA01
SP20001,A03,RLUS-1331A,RLUS-1331A,-1,m
SP20001,A04,RLUS-1344A,RLUS-1344A,-1,m
SP20001,A05,RLUS-1331B,RLUS-1331B,-1,m
SP20001,A06,RLUS-1344B,RLUS-1344B,-1,m
SP20001,A07,RLUS-1331C,RLUS-1331C,-1,m
SP20001,A08,RLUS-1344C,RLUS-1344C,-1,m
SP20001,A09,RLUS-1331D,RLUS-1331D,-1,m
SP20001,A10,RLUS-1344D,RLUS-1344D,-1,m
SP20001,A11,RLUS-1331E,RLUS-1331E,-1,m
SP20001,A12,RLUS-1344E,RLUS-1344E,-1,m
SP20001,A13,RLUS-1331F,RLUS-1331F,-1,m
SP20001,A14,RLUS-1344F,RLUS-1344F,-1,m
SP20001,A15,RLUS-1332A,RLUS-1332A,-1,m
SP20001,A16,RLUS-1345A,RLUS-1345A,-1,m
SP20001,A17,RLUS-1332B,RLUS-1332B,-1,m
SP20001,A18,RLUS-1345B,RLUS-1345B,-1,m
SP20001,A19,RLUS-1332C,RLUS-1332C,-1,m
SP20001,A20,RLUS-1345C,RLUS-1345C,-1,m
SP20001,A21,RLUS-1332D,RLUS-1332D,-1,m
SP20001,A22,RLUS-1345D,RLUS-1345D,-1,m
SP20001,A23,DMSOA23,DMSOA23
SP20001,B02,DMSOB02,DMSOB02
SP20001,B03,RLUS-1357A,RLUS-1357A,-1,m
SP20001,B04,RLUS-1370A,RLUS-1370A,-1,m
SP20001,B05,RLUS-1357B,RLUS-1357B,-1,m
SP20001,B06,RLUS-1370B,RLUS-1370B,-1,m
SP20001,B07,RLUS-1357C,RLUS-1357C,-1,m
SP20001,B08,RLUS-1370C,RLUS-1370C,-1,m
SP20001,B09,RLUS-1357D,RLUS-1357D,-1,m
SP20001,B10,RLUS-1370D,RLUS-1370D,-1,m
SP20001,B11,RLUS-1357E,RLUS-1357E,-1,m
SP20001,B12,RLUS-1370E,RLUS-1370E,-1,m
SP20001,B13,RLUS-1357F,RLUS-1357F,-1,m
SP20001,B14,RLUS-1370F,RLUS-1370F,-1,m
SP20001,B15,RLUS-1358A,RLUS-1358A,-1,m
SP20001,B16,RLUS-1371A,RLUS-1371A,-1,m
SP20001,B17,RLUS-1358B,RLUS-1358B,-1,m
SP20001,B18,RLUS-1371B,RLUS-1371B,-1,m
SP20001,B19,RLUS-1358C,RLUS-1358C,-1,m
SP20001,B20,RLUS-1371C,RLUS-1371C,-1,m
SP20001,B21,RLUS-1358D,RLUS-1358D,-1,m
SP20001,B22,RLUS-1371D,RLUS-1371D,-1,m
SP20001,B24,DMSOB24,DMSOB24
SP20001,C01,DMSOC01,DMSOC01
SP20001,C03,RLUS-1332E,RLUS-1332E,-1,m
SP20001,C04,RLUS-1345E,RLUS-1345E,-1,m
SP20001,C05,RLUS-1332F,RLUS-1332F,-1,m
SP20001,C06,RLUS-1345F,RLUS-1345F,-1,m
SP20001,C07,RLUS-1333A,RLUS-1333A,-1,m
SP20001,C08,RLUS-1346A,RLUS-1346A,-1,m
SP20001,C09,RLUS-1333B,RLUS-1333B,-1,m
SP20001,C10,RLUS-1346B,RLUS-1346B,-1,m
SP20001,C11,RLUS-1333C,RLUS-1333C,-1,m
SP20001,C12,RLUS-1346C,RLUS-1346C,-1,m
SP20001,C13,RLUS-1333D,RLUS-1333D,-1,m
SP20001,C14,RLUS-1346D,RLUS-1346D,-1,m
SP20001,C15,RLUS-1333E,RLUS-1333E,-1,m
SP20001,C16,RLUS-1346E,RLUS-1346E,-1,m
SP20001,C17,RLUS-1333F,RLUS-1333F,-1,m
SP20001,C18,RLUS-1346F,RLUS-1346F,-1,m
SP20001,C19,RLUS-1334A,RLUS-1334A,-1,m
SP20001,C20,RLUS-1347A,RLUS-1347A,-1,m
SP20001,C21,RLUS-1334B,RLUS-1334B,-1,m
SP20001,C22,RLUS-1347B,RLUS-1347B,-1,m
SP20001,C23,DMSOC23,DMSOC23
SP20001,D02,DMSOD02,DMSOD02
SP20001,D03,RLUS-1358E,RLUS-1358E,-1,m
SP20001,D04,RLUS-1371E,RLUS-1371E,-1,m
SP20001,D05,RLUS-1358F,RLUS-1358F,-1,m
SP20001,D06,RLUS-1371F,RLUS-1371F,-1,m
SP20001,D07,RLUS-1359A,RLUS-1359A,-1,m
SP20001,D08,RLUS-1372A,RLUS-1372A,-1,m
