384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
HH PL Jan2015,SP20257,A03,C-1867-1213-10_3,C-1867-1213-10_3,-1,m,3,1
HH PL Jan2015,SP20257,A04,C-1949-D-62R_3,C-1949-D-62R_3,-1,m,4,1
HH PL Jan2015,SP20257,A05,C-1867-1213-10_4,C-1867-1213-10_4,-1,m,5,1
HH PL Jan2015,SP20257,A06,C-1949-D-62R_4,C-1949-D-62R_4,-1,m,6,1
HH PL Jan2015,SP20257,A07,C-1867-1213-10_5,C-1867-1213-10_5,-1,m,7,1
HH PL Jan2015,SP20257,A08,C-1949-D-62R_5,C-1949-D-62R_5,-1,m,8,1
HH PL Jan2015,SP20257,A09,C-1867-1213-10_6,C-1867-1213-10_6,-1,m,9,1
HH PL Jan2015,SP20257,A10,C-1949-D-62R_6,C-1949-D-62R_6,-1,m,10,1
HH PL Jan2015,SP20257,A11,C-1867-1213-10_7,C-1867-1213-10_7,-1,m,11,1
HH PL Jan2015,SP20257,A12,C-1949-D-62R_7,C-1949-D-62R_7,-1,m,12,1
HH PL Jan2015,SP20257,A13,C-1867-1213-10_8,C-1867-1213-10_8,-1,m,13,1
HH PL Jan2015,SP20257,A14,C-1949-D-62R_8,C-1949-D-62R_8,-1,m,14,1
HH PL Jan2015,SP20257,A15,C-1867-1213-10_9,C-1867-1213-10_9,-1,m,15,1
HH PL Jan2015,SP20257,A16,C-1949-D-62R_9,C-1949-D-62R_9,-1,m,16,1
HH PL Jan2015,SP20257,A17,C-1867-1213-10_10,C-1867-1213-10_10,-1,m,17,1
HH PL Jan2015,SP20257,A18,C-1949-D-62R_10,C-1949-D-62R_10,-1,m,18,1
HH PL Jan2015,SP20257,A19,C-1867-1213-10_11,C-1867-1213-10_11,-1,m,19,1
HH PL Jan2015,SP20257,A20,C-1949-D-62R_11,C-1949-D-62R_11,-1,m,20,1
HH PL Jan2015,SP20257,A21,C-1867-1213-10_12,C-1867-1213-10_12,-1,m,21,1
HH PL Jan2015,SP20257,A22,C-1949-D-62R_12,C-1949-D-62R_12,-1,m,22,1
HH PL Jan2015,SP20257,B03,C-1949D-63_3,C-1949D-63_3,-1,m,3,2
HH PL Jan2015,SP20257,B04,C-1949-G-1_1,C-1949-G-1_1,-1,m,4,2
